date,direction,entry_time,entry,exit_time,exit,exit_reason,result_r,opening_range,poc,vah,val
2022-01-31,LONG,2022-01-31 16:02:00+00:00,14748.349999999999,2022-01-31 20:59:00+00:00,14906.65,time,0.7911538701818024,307.0,14694.727083333331,14736.3,14563.6125
2022-03-09,LONG,2022-03-09 15:46:00+00:00,13640.900000000001,2022-03-09 20:09:00+00:00,13771.462500000001,target,1.5,149.75,13615.9421875,13639.340625,13561.345833333335
2022-03-21,LONG,2022-03-21 14:34:00+00:00,14409.650000000001,2022-03-21 14:46:00+00:00,14409.650000000001,stop,0.0,28.150000000001455,14376.2546875,14383.585416666667,14370.096875
2022-03-29,LONG,2022-03-29 18:51:00+00:00,15227.050000000001,2022-03-29 19:59:00+00:00,15248.2,time,0.15174207434643885,183.5,15159.921875,15219.177083333334,15096.84375
2022-04-13,LONG,2022-04-13 14:36:00+00:00,14084.650000000001,2022-04-13 19:32:00+00:00,14256.204062500005,target,1.5,173.45000000000073,14020.508854166666,14076.518750000001,13978.953125
2022-05-13,LONG,2022-05-13 15:29:00+00:00,12356.300000000001,2022-05-13 19:59:00+00:00,12388.6,time,0.17711367764487795,273.5,12281.621875,12341.45,12187.60625
2022-06-09,LONG,2022-06-09 14:35:00+00:00,12659.75,2022-06-09 15:04:00+00:00,12559.941666666666,stop,-1.0,151.75,12616.531770833331,12646.565625,12567.529166666665
2022-06-21,LONG,2022-06-21 14:52:00+00:00,11645.550000000001,2022-06-21 19:58:00+00:00,11539.114583333334,stop,-1.0,193.25,11607.1546875,11637.35,11548.777083333334
2022-07-06,LONG,2022-07-06 18:13:00+00:00,11816.900000000001,2022-07-06 19:11:00+00:00,11924.451250000006,target,1.5,129.85000000000036,11771.980729166666,11811.20625,11751.691666666666
2022-07-15,LONG,2022-07-15 15:19:00+00:00,11960.7,2022-07-15 19:59:00+00:00,11983.75,time,0.2814407814407738,133.5,11911.896875,11952.225,11885.475
2022-07-27,LONG,2022-07-27 15:05:00+00:00,12428.2,2022-07-27 18:44:00+00:00,12562.69125,target,1.5,157.29999999999927,12377.536458333332,12418.5,12346.404166666667
2022-08-25,LONG,2022-08-25 14:39:00+00:00,13094.6,2022-08-25 19:59:00+00:00,13144.65,time,0.3868150552592897,139.8000000000011,13037.73125,13088.7,12972.2
2022-10-25,LONG,2022-10-25 15:16:00+00:00,11634.75,2022-10-25 19:59:00+00:00,11678.67,time,0.49031537817471077,150.0,11601.1125,11630.8,11552.675
2022-10-31,SHORT,2022-10-31 14:39:00+00:00,11455.2,2022-10-31 14:39:00+00:00,11475.099999999999,stop,-1.0,32.25,11463.0734375,11473.4875,11458.034375
2022-11-04,LONG,2022-11-04 15:44:00+00:00,10909.550000000001,2022-11-04 16:37:00+00:00,10767.346666666666,stop,-1.0,294.64999999999964,10871.088020833333,10904.85,10782.079166666666
2022-11-10,LONG,2022-11-10 16:37:00+00:00,11450.150000000001,2022-11-10 20:59:00+00:00,11603.12,time,1.1882145613958288,200.75,11413.0028125,11444.37,11331.448125
2022-12-08,LONG,2022-12-08 18:32:00+00:00,11656.5,2022-12-08 20:59:00+00:00,11636.0,time,-0.13525178273945218,185.8000000000011,11620.66875,11649.7,11514.220833333333
2022-12-09,LONG,2022-12-09 15:36:00+00:00,11651.300000000001,2022-12-09 20:50:00+00:00,11585.016666666666,stop,-1.0,110.0,11603.120833333334,11627.183333333334,11590.516666666666
2023-01-04,LONG,2023-01-04 16:39:00+00:00,10973.900000000001,2023-01-04 20:59:00+00:00,10913.5,time,-0.3781371216607183,182.89999999999964,10897.617708333333,10964.3,10823.314583333333
2023-01-13,LONG,2023-01-13 15:45:00+00:00,11454.6,2023-01-13 20:59:00+00:00,11538.4,time,0.9786861313868528,112.5,11436.709375,11444.9125,11374.6
2023-01-23,LONG,2023-01-23 15:34:00+00:00,11800.6,2023-01-23 20:59:00+00:00,11869.1,time,0.5474999500456267,188.20000000000073,11761.352083333333,11798.6,11684.895833333334
2023-03-02,LONG,2023-03-02 16:03:00+00:00,11906.349999999999,2023-03-02 19:00:00+00:00,11991.057499999995,target,1.5,83.59999999999854,11881.054166666665,11902.824999999999,11854.058333333334
2023-03-14,LONG,2023-03-14 14:35:00+00:00,12085.800000000001,2023-03-14 16:24:00+00:00,12200.450625000001,target,1.5,182.3000000000011,12050.763541666667,12067.854166666668,12018.48125
2023-04-21,LONG,2023-04-21 15:45:00+00:00,12995.55,2023-04-21 19:59:00+00:00,12999.45,time,0.05567650522861664,101.69999999999891,12963.428124999999,12994.15,12930.5875
2023-05-17,LONG,2023-05-17 15:04:00+00:00,13480.25,2023-05-17 16:55:00+00:00,13554.063750000001,target,1.5,64.10000000000036,13456.280208333334,13476.979166666666,13434.245833333332
2023-07-28,LONG,2023-07-28 15:09:00+00:00,15728.849999999999,2023-07-28 17:10:00+00:00,15728.849999999999,stop,0.0,107.80000000000109,15710.252083333333,15722.604166666668,15682.179166666667
2023-08-01,LONG,2023-08-01 14:45:00+00:00,15714.65,2023-08-01 19:59:00+00:00,15717.35,time,0.06504652633482794,84.29999999999927,15687.015625,15707.2125,15677.35625
2023-09-28,LONG,2023-09-28 14:52:00+00:00,14621.849999999999,2023-09-28 16:19:00+00:00,14765.534374999996,target,1.5,120.5,14581.038541666669,14619.95,14532.085416666667
2023-10-04,LONG,2023-10-04 15:23:00+00:00,14685.25,2023-10-04 19:32:00+00:00,14788.177499999998,target,1.5,101.19999999999891,14660.695833333333,14676.508333333333,14621.691666666668
2023-11-03,LONG,2023-11-03 14:35:00+00:00,14988.5,2023-11-03 14:47:00+00:00,15048.207499999997,target,1.5,92.59999999999854,14965.864583333332,14976.474999999999,14953.325
2023-12-05,LONG,2023-12-05 15:48:00+00:00,15916.0,2023-12-05 20:59:00+00:00,15884.65,time,-0.25745521736899285,152.5,15876.517708333333,15900.345833333335,15801.85625
2023-12-08,LONG,2023-12-08 19:50:00+00:00,16102.05,2023-12-08 20:59:00+00:00,16082.75,time,-0.1378374517925972,169.14999999999964,16081.4921875,16097.35,15970.487500000001
2023-12-18,LONG,2023-12-18 16:32:00+00:00,16698.149999999998,2023-12-18 20:59:00+00:00,16729.85,time,0.6133356981047214,71.90000000000146,16682.265625,16692.002083333333,16650.060416666667
2023-12-19,LONG,2023-12-19 15:37:00+00:00,16786.149999999998,2023-12-19 15:40:00+00:00,16755.673333333336,stop,-1.0,53.20000000000073,16766.645833333336,16781.608333333334,16758.333333333336
2024-01-05,LONG,2024-01-05 15:36:00+00:00,16404.899999999998,2024-01-05 17:08:00+00:00,16313.1875,stop,-1.0,119.25000000000182,16382.501562500001,16398.65,16319.15
2024-01-08,LONG,2024-01-08 15:34:00+00:00,16500.3,2024-01-08 19:55:00+00:00,16624.06375,target,1.5,139.10000000000036,16478.357291666667,16488.5,16424.745833333334
2024-03-11,SHORT,2024-03-11 14:38:00+00:00,17960.9,2024-03-11 14:38:00+00:00,17966.74,stop,-1.0,67.80000000000291,17937.21875,17963.350000000002,17925.212499999998
2024-04-11,LONG,2024-04-11 15:47:00+00:00,18098.2,2024-04-11 17:06:00+00:00,18190.092500000006,target,1.5,105.39999999999782,18071.85208333333,18094.908333333333,18042.208333333332
