symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,setup_score,bpr_low,bpr_high,reason,pnl,balance
XAUUSD,H1,2025-12,2025-12-29 00:00:00,2025-12-29 06:00:00,BUY,4497.406,4477.21236,4557.98693,4477.21236,SL,-1.0001,0.0001,160.0,100,4482.371,4483.393,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.0,285.0
XAUUSD,H1,2026-02,2026-02-06 15:00:00,2026-02-08 23:00:00,SELL,4943.368,4980.66582,4831.47454,4980.66582,SL,-1.0001,0.0001,192.0,100,4962.077,4968.977,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.25,270.75
XAUUSD,H1,2026-03,2026-03-03 01:00:00,2026-03-03 11:00:00,SELL,5339.126,5390.32177,5185.5387,5185.5387,TP,2.9999,0.0001,360.0,100,5366.238,5381.856,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,40.61,311.36
XAUUSD,H1,2026-03,2026-03-09 05:00:00,2026-03-09 22:00:00,SELL,5124.366,5148.38468,5052.30996,5148.38468,SL,-1.0001,0.0001,360.0,100,5135.547,5138.277,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.57,295.79
XAUUSD,H1,2026-03,2026-03-11 13:00:00,2026-03-11 22:00:00,BUY,5176.652,5136.05375,5298.44675,5136.05375,SL,-1.0001,0.0001,360.0,100,5141.402,5150.982,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.79,281.0
XAUUSD,H1,2026-03,2026-03-31 10:00:00,2026-03-31 16:00:00,BUY,4546.874,4515.27879,4641.65964,4641.65964,TP,2.9999,0.0001,280.0,100,4523.167,4531.475,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,42.15,323.15
XAUUSD,H1,2026-05,2026-05-04 06:00:00,2026-05-04 07:00:00,BUY,4588.686,4578.27689,4619.91332,4578.27689,SL,-1.0003,0.0003,280.0,100,4582.477,4586.476,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-16.16,306.98
XAUUSD,H1,2026-05,2026-05-13 06:00:00,2026-05-14 07:00:00,SELL,4701.795,4717.16936,4655.67193,4717.16936,SL,-1.0002,0.0002,280.0,100,4707.416,4713.67,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-15.35,291.63
XAUUSD,H1,2026-06,2026-06-02 14:00:00,2026-06-02 17:00:00,BUY,4503.894,4482.45134,4568.22198,4482.45134,SL,-1.0001,0.0001,280.0,100,4486.627,4497.371,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-14.58,277.05
XAUUSD,H1,2026-06,2026-06-18 00:00:00,2026-06-18 01:00:00,SELL,4308.528,4323.9173,4262.36009,4323.9173,SL,-1.0002,0.0002,260.0,100,4308.228,4315.919,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.86,263.19
XAUUSD,H1,2026-06,2026-06-19 11:00:00,2026-06-21 23:00:00,BUY,4152.435,4137.23761,4198.02718,4137.23761,SL,-1.0002,0.0002,260.0,100,4141.678,4145.561,Opposing FVGs overlap into a balanced price range.; Entry waits for price to return into the BPR and reject it.; Stop is beyond BPR with 0.25 ATR buffer.,-13.16,250.03
