symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/1.5/2.0,LONDON,39,18,21,46.15,10000.0,9586.51,-413.49,-4.13,10.96,0.9,-0.042,2.894,191.33,3,RISK_PERCENT,0.01,12.0,0.5
USDSGD,USDSGD..,M5,EMA,3,2.0,1.0/2.0/3.0,ALL,43,29,14,67.44,10000.0,12773.32,2773.32,27.73,7.02,1.96,0.296,2.926,235.76,1,RISK_PERCENT,0.01,12.0,0.5
