symbol,broker_symbol,timeframe,side,signal_time,entry_time,exit_time,entry,stop,tp1,tp2,tp3,r_multiple,pnl,balance_after,exit_reason,bars_held,pivot_rsi,previous_rsi,risk_points,lot,target_risk,actual_risk,risk_mode
EURJPY,EURJPY..,M5,BUY,2026-05-29T07:35:00+00:00,2026-05-29T08:10:00+00:00,2026-05-29T09:40:00+00:00,185.435,185.355585,185.514415,185.554122,185.59383,1.1667,232.91,10232.91,stop,18,33.36,30.05,0.079415,4.1,200.0,199.64,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-03T07:40:00+00:00,2026-06-03T08:00:00+00:00,2026-06-03T08:30:00+00:00,185.873,185.830772,185.915228,185.936343,185.957457,-1.0,-204.54,10028.37,stop,6,35.1,33.06,0.042228,7.9,204.66,204.54,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-04T09:05:00+00:00,2026-06-04T09:25:00+00:00,2026-06-04T10:25:00+00:00,185.618,185.542663,185.693337,185.731006,185.768674,-1.0,-200.47,9827.9,stop,12,56.14,49.01,0.075337,4.34,200.57,200.47,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-05T06:25:00+00:00,2026-06-05T07:15:00+00:00,2026-06-05T09:30:00+00:00,185.778,185.83879,185.71721,185.686815,185.656419,-1.0,-196.42,9631.48,stop,27,54.56,61.42,0.06079,5.27,196.56,196.42,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-08T07:45:00+00:00,2026-06-08T08:05:00+00:00,2026-06-08T08:35:00+00:00,184.932,184.82249,185.04151,185.096265,185.15102,-1.0,-192.03,9439.45,stop,6,55.06,50.73,0.10951,2.86,192.63,192.03,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-08T10:00:00+00:00,2026-06-08T10:20:00+00:00,2026-06-08T11:25:00+00:00,184.644,184.443651,184.844349,184.944523,185.044698,-1.0,-187.94,9251.51,stop,13,36.59,23.74,0.200349,1.53,188.79,187.94,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-09T11:00:00+00:00,2026-06-09T11:20:00+00:00,2026-06-09T12:05:00+00:00,184.873,184.763799,184.982201,185.036802,185.091402,1.5,277.19,9528.7,tp3,9,46.98,45.04,0.109201,2.76,185.03,184.79,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-10T06:45:00+00:00,2026-06-10T07:05:00+00:00,2026-06-10T10:00:00+00:00,185.198,185.087651,185.308349,185.363523,185.418698,0.3333,63.37,9592.07,stop,35,65.78,55.3,0.110349,2.81,190.57,190.12,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-10T10:20:00+00:00,2026-06-10T10:55:00+00:00,2026-06-10T12:35:00+00:00,185.273,185.390558,185.155442,185.096663,185.037884,-1.0,-191.73,9400.34,stop,20,60.55,70.48,0.117558,2.66,191.84,191.73,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-11T10:00:00+00:00,2026-06-11T10:20:00+00:00,2026-06-11T11:10:00+00:00,185.391,185.244601,185.537399,185.610599,185.683799,-1.0,-187.6,9212.74,stop,10,46.96,39.98,0.146399,2.09,188.01,187.6,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-12T11:20:00+00:00,2026-06-12T11:40:00+00:00,2026-06-12T21:40:00+00:00,185.409,185.212938,185.605062,185.703092,185.801123,0.3162,58.16,9270.9,timeout,120,39.93,37.0,0.196062,1.53,184.25,183.92,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-15T10:20:00+00:00,2026-06-15T10:55:00+00:00,2026-06-15T16:00:00+00:00,185.832,185.705066,185.958934,186.022402,186.085869,1.1667,216.1,9487.0,stop,61,46.83,42.82,0.126934,2.38,185.42,185.23,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-16T07:40:00+00:00,2026-06-16T08:00:00+00:00,2026-06-16T10:05:00+00:00,185.552,185.688911,185.415089,185.346633,185.278177,-1.0,-189.71,9297.29,stop,25,50.81,55.8,0.136911,2.26,189.74,189.71,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-17T09:55:00+00:00,2026-06-17T10:15:00+00:00,2026-06-17T10:55:00+00:00,186.125,185.943433,186.306567,186.397351,186.488135,-1.0,-185.91,9111.38,stop,8,32.93,24.79,0.181567,1.67,185.95,185.91,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-18T07:50:00+00:00,2026-06-18T08:15:00+00:00,2026-06-18T09:00:00+00:00,185.038,185.120651,184.955349,184.914023,184.872698,1.1667,212.25,9323.64,stop,9,62.4,64.55,0.082651,3.59,182.23,181.93,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-18T10:25:00+00:00,2026-06-18T10:45:00+00:00,2026-06-18T11:25:00+00:00,184.933,184.759931,185.106069,185.192604,185.279139,-1.0,-185.7,9137.94,stop,8,33.56,31.79,0.173069,1.75,186.47,185.7,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-23T08:00:00+00:00,2026-06-23T08:30:00+00:00,2026-06-23T09:20:00+00:00,184.616,184.511532,184.720468,184.772701,184.824935,1.5,273.82,9411.76,tp3,10,46.56,39.18,0.104468,2.85,182.76,182.55,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-24T07:10:00+00:00,2026-06-24T07:30:00+00:00,2026-06-24T09:10:00+00:00,183.595,183.480681,183.709319,183.766479,183.823638,1.5,281.77,9693.54,tp3,20,34.66,31.21,0.114319,2.68,188.24,187.85,RISK_PERCENT
