trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
72,27,19,26,37.5,18.41,20.0,174.71,9,52399.91,False,,81.46,16.47,0,23.0,mt5_min_step_compounding,AUDUSD
70,14,15,41,20.0,9.25,20.0,42.97,3,52399.91,False,,49.91,12.47,0,22.99,mt5_min_step_compounding,EURUSD
70,12,12,46,17.14,3.93,20.0,12.44,1,52399.91,False,,75.27,6.56,0,22.51,mt5_min_step_compounding,USDCAD
69,23,26,20,33.33,0.49,20.0,8.05,1,52399.91,False,,88.53,5.1,2,29.42,mt5_min_step_compounding,GBPUSD
