symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
GBPUSD,30,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,SELL,1.34631,1.34781,1.34431,1.34524,timeout,0.6467,0.0667,10.0,107.0,1.34671,1.34631,1.098,150.0,0.01,200.0,0.01
USDCAD,30,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:30:00,2025-12-31 07:00:00,BUY,1.36953,1.36803,1.37153,1.37071,timeout,0.6867,0.1,15.0,118.0,1.36953,1.36928,0.9669,105.69,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67103,0.66753,0.66846,timeout,0.6533,0.06,9.0,107.0,0.66992,0.66953,1.8571,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:15:00,BUY,0.668,0.6665,0.67,0.67,win,1.2733,0.06,9.0,200.0,0.668,0.66763,1.0951,150.0,0.01,200.0,0.01
GBPUSD,30,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,BUY,1.34762,1.34612,1.34962,1.34675,timeout,-0.6467,0.0667,10.0,-87.0,1.34762,1.34711,0.7353,150.0,0.01,200.0,0.01
USDCAD,30,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 07:00:00,SELL,1.37155,1.37305,1.36955,1.37091,timeout,0.3267,0.1,15.0,64.0,1.37184,1.37155,0.6711,105.69,0.01,200.0,0.01
EURUSD,30,1.3333333333333333,2026-01,2026-01-01,2026-01-02 00:45:00,2026-01-02 07:00:00,BUY,1.1753,1.1738,1.1773,1.17448,timeout,-0.6,0.0533,8.0,-82.0,1.1753,1.17495,1.0,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 01:30:00,SELL,0.67322,0.67472,0.67122,0.67472,loss,-1.06,0.06,9.0,-150.0,0.67371,0.67322,1.75,150.0,0.01,200.0,0.01
EURUSD,30,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.16893,1.16743,1.17093,1.16942,timeout,0.2733,0.0533,8.0,49.0,1.16893,1.16848,1.5479,150.0,0.01,200.0,0.01
GBPUSD,30,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.35027,1.34877,1.35227,1.35112,timeout,0.5,0.0667,10.0,85.0,1.35027,1.3497,1.4457,150.0,0.01,200.0,0.01
USDCAD,30,1.3333333333333333,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 07:00:00,BUY,1.38225,1.38075,1.38425,1.38157,timeout,-0.5533,0.1,15.0,-68.0,1.38225,1.38144,2.4599,105.69,0.01,200.0,0.01
EURUSD,30,1.3333333333333333,2026-01,2026-01-07,2026-01-08 00:30:00,2026-01-08 07:00:00,BUY,1.16776,1.16626,1.16976,1.1678,timeout,-0.0267,0.0533,8.0,4.0,1.16776,1.16755,0.9453,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 04:30:00,BUY,0.67232,0.67082,0.67432,0.67082,loss,-1.06,0.06,9.0,-150.0,0.67232,0.67166,4.0526,150.0,0.01,200.0,0.01
GBPUSD,30,1.3333333333333333,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 07:00:00,BUY,1.34602,1.34452,1.34802,1.34521,timeout,-0.6067,0.0667,10.0,-81.0,1.34602,1.34556,1.5407,150.0,0.01,200.0,0.01
USDCAD,30,1.3333333333333333,2026-01,2026-01-07,2026-01-08 01:15:00,2026-01-08 07:00:00,BUY,1.38614,1.38464,1.38814,1.38734,timeout,0.7,0.1,15.0,120.0,1.38614,1.3857,1.2623,105.69,0.01,200.0,0.01
EURUSD,30,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 07:00:00,SELL,1.16538,1.16688,1.16338,1.16448,timeout,0.5467,0.0533,8.0,90.0,1.16577,1.16538,1.261,150.0,0.01,200.0,0.01
USDCAD,30,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:30:00,2026-01-09 07:00:00,BUY,1.38682,1.38532,1.38882,1.38723,timeout,0.1733,0.1,15.0,41.0,1.38682,1.38641,1.1167,105.69,0.01,200.0,0.01
GBPUSD,30,1.3333333333333333,2026-01,2026-01-08,2026-01-09 00:45:00,2026-01-09 07:00:00,SELL,1.34313,1.34463,1.34113,1.34196,timeout,0.7133,0.0667,10.0,117.0,1.34366,1.34313,1.0785,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-01,2026-01-08,2026-01-09 01:00:00,2026-01-09 07:00:00,SELL,0.66945,0.67095,0.66745,0.66863,timeout,0.4867,0.06,9.0,82.0,0.66993,0.66945,2.1889,150.0,0.01,200.0,0.01
AUDUSD,30,1.3333333333333333,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,BUY,0.66838,0.66688,0.67038,0.66991,timeout,0.96,0.06,9.0,153.0,0.66838,0.66812,1.2466,150.0,0.01,200.0,0.01
EURUSD,30,1.3333333333333333,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,BUY,1.16429,1.16279,1.16629,1.16484,timeout,0.3133,0.0533,8.0,55.0,1.16429,1.16376,2.0054,150.0,0.01,200.0,0.01
