case,variant,period,initial,final,net,return_pct,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,profit_factor,trades,wins,losses,win_rate_pct,expected_payoff,recovery_factor,sharpe,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,history_quality
final-aggressive-core,aggressive-core,final,10000.0,9706.55,-293.45,-2.9345,550.32,5.37,494.29,4.85,0.58,9,2,7,22.22,-32.61,-0.53,-3.88,398.95,-692.4,273.58,-99.38,199.48,-97.81,99%
