case,variant,period,initial,final,net,return_pct,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,profit_factor,trades,wins,losses,win_rate_pct,expected_payoff,recovery_factor,sharpe,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,history_quality
full-aggressive-core,aggressive-core,full,10000.0,9747.42,-252.58,-2.5258000000000003,558.98,5.42,513.29,5.0,0.89,35,12,23,34.29,-7.22,-0.45,-5.0,2021.65,-2274.23,273.58,-102.41,168.47,-94.89,98%
