case,variant,period,initial,final,net,return_pct,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,profit_factor,trades,wins,losses,win_rate_pct,expected_payoff,recovery_factor,sharpe,gross_profit,gross_loss,largest_win,largest_loss,average_win,average_loss,history_quality
selection-aggressive-core,aggressive-core,selection,10000.0,9891.99,-108.01,-1.0801,415.55,4.09,305.43,3.02,0.79,7,2,5,28.57,-15.43,-0.26,-0.82,399.1,-507.11,218.48,-100.29,199.55,-98.78,100%
