starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,592.5,292.5,97.5,27,10,17,37.04,17.25,0.6389,0.0002,18.55,XAUUSD
300.0,337.04,37.04,12.35,73,21,52,28.77,8.0,0.1095,0.0408,45.37,US30
