symbol,broker_symbol,timeframe,side,signal_time,entry_time,exit_time,entry,stop,tp1,tp2,tp3,r_multiple,pnl,balance_after,exit_reason,bars_held,pivot_rsi,previous_rsi,risk_points,lot,target_risk,actual_risk,risk_mode
EURJPY,EURJPY..,M5,BUY,2026-05-29T07:35:00+00:00,2026-05-29T08:10:00+00:00,2026-05-29T09:40:00+00:00,185.435,185.355585,185.514415,185.554122,185.59383,1.1667,2.27,102.28,stop,18,33.36,30.05,0.079415,0.04,2.0,1.95,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-03T07:40:00+00:00,2026-06-03T08:00:00+00:00,2026-06-03T08:30:00+00:00,185.873,185.830772,185.915228,185.936343,185.957457,-1.0,-1.81,100.47,stop,6,35.1,33.06,0.042228,0.07,2.05,1.81,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-04T09:05:00+00:00,2026-06-04T09:25:00+00:00,2026-06-04T10:25:00+00:00,185.618,185.542663,185.693337,185.731006,185.768674,-1.0,-1.85,98.62,stop,12,56.14,49.01,0.075337,0.04,2.01,1.85,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-08T07:45:00+00:00,2026-06-08T08:05:00+00:00,2026-06-08T08:35:00+00:00,184.932,184.82249,185.04151,185.096265,185.15102,-1.0,-1.34,97.28,stop,6,55.06,50.73,0.10951,0.02,1.97,1.34,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-15T10:20:00+00:00,2026-06-15T10:55:00+00:00,2026-06-15T16:00:00+00:00,185.832,185.705066,185.958934,186.022402,186.085869,1.1667,1.82,99.1,stop,61,46.83,42.82,0.126934,0.02,1.95,1.56,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-16T07:40:00+00:00,2026-06-16T08:00:00+00:00,2026-06-16T10:05:00+00:00,185.552,185.688911,185.415089,185.346633,185.278177,-1.0,-1.68,97.42,stop,25,50.81,55.8,0.136911,0.02,1.98,1.68,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-17T09:55:00+00:00,2026-06-17T10:15:00+00:00,2026-06-17T10:55:00+00:00,186.125,185.943433,186.306567,186.397351,186.488135,-1.0,-1.11,96.31,stop,8,32.93,24.79,0.181567,0.01,1.95,1.11,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-18T07:50:00+00:00,2026-06-18T08:15:00+00:00,2026-06-18T09:00:00+00:00,185.038,185.120651,184.955349,184.914023,184.872698,1.1667,1.77,98.08,stop,9,62.4,64.55,0.082651,0.03,1.93,1.52,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-18T10:25:00+00:00,2026-06-18T10:45:00+00:00,2026-06-18T11:25:00+00:00,184.933,184.759931,185.106069,185.192604,185.279139,-1.0,-1.06,97.02,stop,8,33.56,31.79,0.173069,0.01,1.96,1.06,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-23T08:00:00+00:00,2026-06-23T08:30:00+00:00,2026-06-23T09:20:00+00:00,184.616,184.511532,184.720468,184.772701,184.824935,1.5,2.88,99.9,tp3,10,46.56,39.18,0.104468,0.03,1.94,1.92,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-24T07:10:00+00:00,2026-06-24T07:30:00+00:00,2026-06-24T09:10:00+00:00,183.595,183.480681,183.709319,183.766479,183.823638,1.5,2.1,102.0,tp3,20,34.66,31.21,0.114319,0.02,2.0,1.4,RISK_PERCENT
EURJPY,EURJPY..,M5,SELL,2026-06-25T07:55:00+00:00,2026-06-25T08:20:00+00:00,2026-06-25T09:50:00+00:00,183.841,183.921881,183.760119,183.719679,183.679239,0.3333,0.66,102.66,stop,18,63.23,65.88,0.080881,0.04,2.04,1.98,RISK_PERCENT
EURJPY,EURJPY..,M5,BUY,2026-06-26T06:45:00+00:00,2026-06-26T07:05:00+00:00,2026-06-26T11:15:00+00:00,183.836,183.674598,183.997402,184.078104,184.158805,1.5,2.97,105.63,tp3,50,37.95,33.72,0.161402,0.02,2.05,1.98,RISK_PERCENT
