symbol,stage,phase,name,return_pct,profit_factor,win_rate,max_dd_pct,trades,sharpe,recovery,expectancy_r,avg_win_r,avg_loss_r,longs,shorts,first_half_return,second_half_return,score,config
XAUUSD,development,signal,H4-6m-ema200-both,79.55996615235603,14.884087588123105,25.0,10.835068306597428,12,0.45152526542477583,7.342820912712871,7.009694018211429,29.995402603530422,-0.6522088435615698,9,3,-4.269242625270286,87.56768574334389,47.81927736693649,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema200""}"
XAUUSD,development,signal,H4-6m-ema200-rising-both,75.37783182776525,10.510275388625317,23.076923076923077,9.018388277433797,13,0.4388069975823415,8.358237581805936,6.290325484495937,29.995402603530422,-0.8211976512144099,9,4,-5.529941798023885,85.64382743663512,50.888396705989486,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,H4-1-3-6m-none-both,98.23669539887597,6.051684584698849,29.545454545454547,14.4379934736809,44,0.7586336152697382,6.804040712302038,1.7919240031377506,7.397881058763891,-0.5589612137377277,22,22,-7.20008038333636,113.61731369784458,46.81539439853256,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""none""}"
XAUUSD,development,signal,H4-1-3-6m-ema100-both,113.95331187667574,12.177251046901134,40.625,10.76354876271738,32,0.8518559293666415,10.586964800251152,2.6838003584790826,7.237362025230933,-0.43179446614060496,26,6,0.4413825591118581,113.013109164203,59.07632702736585,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema100""}"
XAUUSD,development,signal,H4-1-3-6m-ema200-both,116.17002538725694,12.725548845696322,38.46153846153847,10.999925395957288,26,0.8571211447472692,10.560983025389605,3.349262611288602,9.526557173614027,-0.5115464901647893,23,3,-0.4441867756911244,117.13450815795655,59.00914865277285,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema200""}"
XAUUSD,development,signal,H4-1-3-6m-ema200-rising-both,108.79897787129704,9.443241926240981,34.61538461538461,10.763548762717367,26,0.8220377803260425,10.10809541256072,3.216582963932476,10.574023423402517,-0.6785325734340173,22,4,-3.838878655158662,117.13450815795655,58.32470331334589,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,H4-3-6-12m-none-both,99.53110692297311,9.59816868433366,11.11111111111111,14.455994513824121,18,0.43416112116892464,6.8851096220182235,6.280832548065197,62.63817394525948,-0.7638351265840881,9,9,-6.300414845639146,112.94769511974381,46.17323896399222,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""none""}"
XAUUSD,development,signal,H4-3-6-12m-ema100-both,84.97505447223529,14.591037784954766,35.294117647058826,10.567709782316525,17,0.6341977240405297,8.041009473446014,4.340118361197114,13.32713887875783,-0.5618928301996403,13,4,-3.1158665778420525,90.92399130643452,50.969456842396305,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema100""}"
XAUUSD,development,signal,H4-3-6-12m-ema200-both,116.30191837502602,17.372001096525317,15.384615384615385,11.12437561270534,13,0.4540428433171801,10.454691788921224,9.643966677862867,66.35286995391738,-0.666743008692498,9,4,-3.1703525822524448,123.38397809283026,57.49787287770567,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema200""}"
XAUUSD,development,signal,H4-3-6-12m-ema200-rising-both,111.10126568792285,13.017078337716319,8.333333333333332,11.12437561270534,12,0.445238003531265,9.987191151747178,10.246012735745792,132.60637898231715,-0.8776569230334228,8,4,-4.448943076288215,120.93033032221369,56.97178132662396,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""H4"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,D1-1m-none-both,8.896604271118314,1.451738300329433,20.0,8.727932030706231,65,0.3104804182081675,1.019325567593637,0.14696861884298787,2.275373462441649,-0.38513259205667744,33,32,-4.73644633009298,14.310877639994967,14.842805633162582,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""none""}"
XAUUSD,development,signal,D1-1m-ema100-both,19.504937750032482,3.128434437526168,26.31578947368421,5.792304295018491,38,0.6245000043227744,3.3673883063787167,0.4947905367308996,2.7735912577752737,-0.31906686364209097,33,5,0.9675813353000828,18.359711275218405,31.10320120864573,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,D1-1m-ema200-both,20.63057886713322,3.5120907692589984,31.428571428571427,5.792304295018457,35,0.6562424443941957,3.561722212155893,0.5639617177656229,2.524096958724684,-0.3344336010072802,34,1,2.3233938314783487,17.89149514118533,32.227619839138754,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,D1-1m-ema200-rising-both,18.77663503954019,2.951057719444174,31.428571428571427,5.79230429501848,35,0.6038257132911186,3.241652040913759,0.5199947611321784,2.524096958724684,-0.3985520794310535,33,2,0.7508089513113436,17.89149514118533,30.506491857442647,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,D1-3m-none-both,25.176808947807537,3.19261679979389,31.818181818181817,5.5284477824219085,44,0.6656847511651836,4.5540466218852576,0.5419533404410584,2.48472902125256,-0.36467531060430897,22,22,5.622441575970871,18.513458958219474,36.51498714877502,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""none""}"
XAUUSD,development,signal,D1-3m-ema100-both,30.94413001527938,6.3801455384270085,42.857142857142854,5.528447782421919,28,0.8023459011827747,5.597254642373286,1.0111385609427122,2.8082919950559457,-0.3367265146422129,22,6,7.939578182842122,21.31243443759725,41.31965653825467,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,D1-3m-ema200-both,32.24923849191539,7.160541056138925,44.0,5.528447782421919,25,0.8245750377501458,5.8333260548203185,1.173099933102549,3.113770833243896,-0.35171291700850904,22,3,6.332495739452804,24.373304296333398,42.1668367185566,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,D1-3m-ema200-rising-both,30.605881440337047,5.772937392077141,44.0,5.52844778242193,25,0.7874557828365967,5.536071361232803,1.1234584428829268,3.113770833243896,-0.4403584352578343,22,3,5.011185623205616,24.373304296333398,40.841686120983404,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,D1-6m-none-both,41.63147694938214,18.332667666833185,20.0,5.968008646795697,5,0.46379888435772154,6.975773564224749,8.53918217630291,45.11705543294083,-0.6052861378565698,2,3,-1.2033215740861913,43.35651684442969,-9995.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""none""}"
XAUUSD,development,signal,D1-6m-ema100-both,38.324105164667024,24.69760895069782,50.0,4.948498606822682,8,0.61740062983579,7.744592493534935,4.483738430641533,9.357272572761952,-0.3897957114788855,6,2,-0.5447566961606642,39.081762378361404,-9992.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,D1-6m-ema200-both,42.69232706869437,26.55084060195074,20.0,5.582407438525861,5,0.4630109303799418,7.6476551629072915,8.687303245712068,45.11705543294083,-0.42013480109512347,2,3,-0.5129858438550738,43.42809288128669,-9995.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,D1-6m-ema200-rising-both,40.64339429619284,14.183943805254138,16.666666666666664,5.582407438525849,6,0.44747756424587487,7.28062126309533,6.999918808301434,45.11705543294083,-0.6235085166264454,3,3,-1.878873358468236,43.33650571503187,-9994.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,D1-1-3-6m-none-both,32.792219786538745,6.409740429374171,32.25806451612903,5.275052110793554,31,0.7882730495278665,6.216473145249296,0.9650543321309358,3.580980138169477,-0.2806246231255127,15,16,3.4891052397437727,28.315168518377966,42.92570662075984,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""none""}"
XAUUSD,development,signal,D1-1-3-6m-ema100-both,34.32615501003797,10.941833143954035,38.095238095238095,5.17399429956712,21,0.8340933906408492,6.6343627423226685,1.4764078077875868,4.289010097773221,-0.25442437066511125,15,6,5.542048804187916,27.272643019516487,44.79922466649269,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,D1-1-3-6m-ema200-both,36.047831871010835,13.343835169921801,38.88888888888889,5.173994299567141,18,0.8561376010431736,6.96711859037545,1.796044742351775,5.02466839783173,-0.258533947499106,15,3,-1.2315123919515392,37.74416837372381,45.55349978322679,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,D1-1-3-6m-ema200-rising-both,34.35727269345578,9.325719001436026,38.88888888888889,5.173994299567131,18,0.8212462997031795,6.640376990042335,1.7270982281578553,5.02466839783173,-0.37135551618006546,15,3,-2.458830540889956,37.74416837372381,44.17177829791288,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1-3-6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,D1-3-6-12m-none-both,46.19692686830326,15.124312478911365,15.384615384615385,6.116711627120952,13,0.4551243322361211,7.552575580557079,3.6497769021791977,25.380298827599365,-0.30122708426083294,6,7,-1.5644168606616105,48.520405127643016,46.98604181029045,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""none""}"
XAUUSD,development,signal,D1-3-6-12m-ema100-both,37.67457046574161,17.06084230410454,25.0,4.948498606822682,12,0.6055605381156884,7.61333355005865,2.950050547005047,12.566874124779588,-0.2555573122531329,8,4,-1.4979727326554615,39.768260902974916,46.96313215016192,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,D1-3-6-12m-ema200-both,47.81102436716378,22.72966968306262,22.22222222222222,6.117247785671687,9,0.4666376161028286,7.815773701230582,5.3928750703217085,25.377976241577734,-0.31715383575144146,6,3,-1.413763317551675,49.930689456451404,-9991.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,D1-3-6-12m-ema200-rising-both,45.9742932678793,14.46031005878032,22.22222222222222,6.117247785671687,9,0.4547355751044951,7.515519213650951,5.254982041933869,25.377976241577734,-0.4944448722500919,6,3,-1.4886381943063687,48.180159721883406,-9991.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3-6-12m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""D1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,W1-1m-none-both,3.475563221932143,1.548969623843529,38.46153846153847,3.216538562283522,26,0.3294951605747028,1.0805290080106273,0.13650219590765733,0.9903616713104025,-0.3971599762190585,13,13,-1.7772751111082008,5.347884961430527,13.404602237588623,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""none""}"
XAUUSD,development,signal,W1-1m-ema100-both,6.9501480467835774,3.6876644824514795,42.857142857142854,1.972169162000259,14,0.661083053024406,3.524113539902651,0.4886182142111889,1.56753478734527,-0.3205692156393719,12,2,0.31608098242286164,6.613164110271752,28.142907967982822,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,W1-1m-ema200-both,6.274896155837784,2.960300334872649,42.857142857142854,2.047649324104772,14,0.6025090778915614,3.064438857752733,0.4435344907416893,1.56753478734527,-0.3994657317109961,13,1,-0.31728535332098406,6.613164110271752,26.06678375947648,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,W1-1m-ema200-rising-both,5.6430087983139865,2.733889342593855,35.714285714285715,2.630052641075098,14,0.547488781599854,2.1455877765272673,0.40083852436129774,1.7745684151919447,-0.36234474832239516,13,1,-0.9099770371267746,6.613164110271752,22.0121665641719,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""1m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,W1-3m-none-both,9.226074837010367,6.86143765682198,37.5,1.8673747604312063,8,0.5676165678381148,4.940665919078783,1.1404745623149048,3.5620871182719163,-0.31249297125930187,4,4,2.2179403210193627,6.856070953867488,-9992.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""none""}"
XAUUSD,development,signal,W1-3m-ema100-both,10.771635177079887,57.04250864607317,50.0,1.8639196907013433,6,0.6344634827649204,5.779023222307828,1.7556775881453694,3.5753947655884737,-0.06403958929773503,4,2,0.44528978028111066,10.280567082226666,-9994.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,W1-3m-ema200-both,10.198780215817106,15.397730909946073,60.0,1.8639196907013433,5,0.6130106482610626,5.471684357805983,2.0035870739419255,3.5753947655884737,-0.3541244635278971,4,1,-0.07416253703936837,10.280567082226666,-9995.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema200""}"
XAUUSD,development,signal,W1-3m-ema200-rising-both,9.946855548361967,15.042293279606369,60.0,1.8639196907013433,5,0.6000337412626271,5.336525815991155,1.9575752957446664,3.4987084685930423,-0.3541244635278971,4,1,-0.3026023012883794,10.280567082226666,-9995.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""3m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema200-rising""}"
XAUUSD,development,signal,W1-6m-none-both,15.328452431158679,11.746087988158843,20.0,2.627406597303228,5,0.44190367959236804,5.834061788111446,3.1129096960819655,16.997327628441067,-0.3581947870078096,3,2,-0.9735856029173928,16.46231274082801,-9995.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""none""}"
XAUUSD,development,signal,W1-6m-ema100-both,16.48240157730294,38.449978170281966,25.0,2.627406597303228,4,0.4691489446745715,6.273258807456939,4.139151129828706,16.997327628441067,-0.14690770304208042,3,1,-0.3012486994737551,16.83436357812047,-9996.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema100""}"
XAUUSD,development,signal,W1-6m-ema200-both,15.797422169983877,16.403348357818814,25.0,2.627406597303228,4,0.45358222728859693,6.01255328588973,3.9923013558539626,16.997327628441067,-0.3427074016750722,3,1,-0.8875311820766174,16.83436357812047,-9996.0,"{""direction"": ""both"", ""exit_mode"": 0, ""horizon"": ""6m"", ""manage"": 0, ""max_hold_days"": 0, ""rr"": 2.0, ""session"": ""all-day"", ""stop_atr"": 2.5, ""stop_mode"": 0, ""tf"": ""W1"", ""trend"": ""ema200""}"
