starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,160.81,-139.19,-46.4,30,5,25,16.67,-10.79,-0.3596,0.0263,46.4,US30
