starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,skipped_guardrail,symbol
300.0,384.51,84.51,28.17,13,10,3,76.92,8.0,6.42,0,7,0,BTCUSD
