ea,mode,wait_minutes,hard_loss_cap_r,base_dev_return_pct,fast_dev_return_pct,base_dev_pf,fast_dev_pf,base_validation_return_pct,fast_validation_return_pct,base_validation_pf,fast_validation_pf,base_validation_dd_pct,fast_validation_dd_pct,dev_trades,validation_trades,dev_retention_pct,validation_retention_pct,base_locked_return_pct,fast_locked_return_pct,base_locked_pf,fast_locked_pf,base_locked_dd_pct,fast_locked_dd_pct,base_locked_trades,fast_locked_trades,selection_score,records
ATR Candle Breakout,entry,5,1.0,62.71068117374987,25.363211896397473,1.136150445773199,1.119039028933747,-15.027553952230733,-16.546505326686788,0.7455891142285036,0.36939863718191984,19.909894248712064,16.546505326686784,233,30,48.74476987447699,41.0958904109589,39.616081480167644,27.080720213492615,1.3420911472231627,1.4533300912306286,11.680601081027888,12.39277508877403,119,64,,
ATR Candle Breakout,entry,10,1.0,62.71068117374987,-3.735049600903817,1.136150445773199,0.9862775041764189,-15.027553952230733,-15.233331150141128,0.7455891142285036,0.6177199367318119,19.909894248712064,18.463385620314643,353,47,73.84937238493724,64.38356164383562,39.616081480167644,31.861885809414314,1.3420911472231627,1.4264905198437452,11.680601081027888,13.266857057327053,119,82,,
ATR Candle Breakout,entry,15,1.0,62.71068117374987,15.375711205709397,1.136150445773199,1.0481340856965042,-15.027553952230733,-22.781489149919366,0.7455891142285036,0.5385400049171736,19.909894248712064,23.087905837016848,406,60,84.93723849372385,82.1917808219178,39.616081480167644,44.8573063523078,1.3420911472231627,1.4833895519980833,11.680601081027888,11.628498444615497,119,96,,
ATR Candle Breakout,entry,20,1.0,62.71068117374987,26.891535400156563,1.136150445773199,1.0742073900022642,-15.027553952230733,-19.308526451603125,0.7455891142285036,0.6386890473769318,19.909894248712064,21.780188935916748,446,65,93.30543933054393,89.04109589041096,39.616081480167644,52.78407956978857,1.3420911472231627,1.5316192023671047,11.680601081027888,11.628498444615474,119,103,,
ATR Candle Breakout,entry,30,1.0,62.71068117374987,37.25428112453113,1.136150445773199,1.093236157833996,-15.027553952230733,-15.693848633901563,0.7455891142285036,0.7253641724424086,19.909894248712064,19.056144200603683,467,71,97.69874476987448,97.26027397260275,39.616081480167644,51.251006235833295,1.3420911472231627,1.5154022124368933,11.680601081027888,11.62849844461549,119,104,,
ATR Candle Breakout,entry,60,1.0,62.71068117374987,42.154942841837425,1.136150445773199,1.1023795115215327,-15.027553952230733,-16.546842401648266,0.7455891142285036,0.7139230271062168,19.909894248712064,19.875118894804196,474,72,99.16317991631799,98.63013698630137,39.616081480167644,49.73705711924576,1.3420911472231627,1.493457359785082,11.680601081027888,11.62849844461549,119,105,,
ATR Candle Breakout,exit,5,1.25,62.71068117374987,52.161241111690785,1.136150445773199,1.1189072387713899,-15.027553952230733,-16.11095989718957,0.7455891142285036,0.7307033319898034,19.909894248712064,20.61084447064282,478,73,100.0,100.0,39.616081480167644,33.13473173047505,1.3420911472231627,1.2793842852804513,11.680601081027888,13.443157119891353,119,119,,
ATR Candle Breakout,exit,5,1.5,62.71068117374987,52.161241111690785,1.136150445773199,1.1189072387713899,-15.027553952230733,-16.11095989718957,0.7455891142285036,0.7307033319898034,19.909894248712064,20.61084447064282,478,73,100.0,100.0,39.616081480167644,33.13473173047505,1.3420911472231627,1.2793842852804513,11.680601081027888,13.443157119891353,119,119,,
ATR Candle Breakout,exit,5,2.0,62.71068117374987,52.161241111690785,1.136150445773199,1.1189072387713899,-15.027553952230733,-16.11095989718957,0.7455891142285036,0.7307033319898034,19.909894248712064,20.61084447064282,478,73,100.0,100.0,39.616081480167644,33.13473173047505,1.3420911472231627,1.2793842852804513,11.680601081027888,13.443157119891353,119,119,,
ATR Candle Breakout,exit,10,1.25,62.71068117374987,52.61576393362149,1.136150445773199,1.1208078897767764,-15.027553952230733,-15.708683560944825,0.7455891142285036,0.7364202669835921,19.909894248712064,20.473538900298678,478,73,100.0,100.0,39.616081480167644,35.18433500890188,1.3420911472231627,1.2984223907331522,11.680601081027888,12.82649341583233,119,119,,
ATR Candle Breakout,exit,10,1.5,62.71068117374987,52.02506686524031,1.136150445773199,1.1180550221064371,-15.027553952230733,-16.279320693987266,0.7455891142285036,0.7284554067154441,19.909894248712064,20.735903639033026,478,73,100.0,100.0,39.616081480167644,34.23737876376967,1.3420911472231627,1.2895594280388496,11.680601081027888,13.999237696856873,119,119,,
ATR Candle Breakout,exit,10,2.0,62.71068117374987,52.19497341638473,1.136150445773199,1.1184783816248363,-15.027553952230733,-16.11095989718957,0.7455891142285036,0.7307033319898034,19.909894248712064,20.61084447064282,478,73,100.0,100.0,39.616081480167644,33.61511946182594,1.3420911472231627,1.2836520422622,11.680601081027888,13.16733073111582,119,119,,
ATR Candle Breakout,exit,15,1.25,62.71068117374987,56.13863094683356,1.136150445773199,1.1278073182656623,-15.027553952230733,-16.039700580977133,0.7455891142285036,0.7323474139965206,19.909894248712064,20.859766809042103,478,73,100.0,100.0,39.616081480167644,35.24047601121034,1.3420911472231627,1.2988500325961225,11.680601081027888,13.007882688196782,119,119,,
ATR Candle Breakout,exit,15,1.5,62.71068117374987,55.14186016891438,1.136150445773199,1.1249845620454737,-15.027553952230733,-16.9456314153974,0.7455891142285036,0.7205253946490514,19.909894248712064,21.47797920964831,478,73,100.0,100.0,39.616081480167644,37.40384329977897,1.3420911472231627,1.319047158390543,11.680601081027888,13.009156514777477,119,119,,
ATR Candle Breakout,exit,15,2.0,62.71068117374987,53.39488477637799,1.136150445773199,1.121144667173821,-15.027553952230733,-17.18213072572662,0.7455891142285036,0.7179517738858283,19.909894248712064,21.997489110872667,478,73,100.0,100.0,39.616081480167644,38.08539733246681,1.3420911472231627,1.3236821005020931,11.680601081027888,12.386750753271984,119,119,,
