ea,group,period,baseline_return_pct,fast_return_pct,return_delta_pp,baseline_pf,fast_pf,baseline_win_rate_pct,fast_win_rate_pct,baseline_dd_pct,fast_dd_pct,baseline_trades,fast_trades,signal_retention_pct,decision
Auction Stock META,Auction stock,locked,14.146990114546586,14.146990114546586,0.0,4.188007434030928,4.188007434030928,60.0,60.0,2.051496201014406,2.051496201014406,10,10,100.0,NOT IMPROVED
Auction Stock MSFT,Auction stock,full,19.889475397935286,19.889475397935286,0.0,3.434836451534562,3.434836451534562,56.25,56.25,2.1193714226259917,2.1193714226259917,16,16,100.0,NOT IMPROVED
Auction Stock MSFT,Auction stock,locked,4.856170021932704,4.856170021932704,0.0,5.409999103389633,5.409999103389633,66.66666666666666,66.66666666666666,1.0392602698196178,1.0392602698196178,3,3,100.0,NOT IMPROVED
Auction Stock NVDA,Auction stock,full,23.923621732069854,23.923621732069854,0.0,2.5268855681100417,2.5268855681100417,41.935483870967744,41.935483870967744,4.484987563010424,4.484987563010424,31,31,100.0,NOT IMPROVED
Auction Stock NVDA,Auction stock,locked,1.932126621502217,1.932126621502217,0.0,2.8963840686120323,2.8963840686120323,33.33333333333333,33.33333333333333,1.0188477394857909,1.0188477394857909,3,3,100.0,NOT IMPROVED
Auction Stock SP500,Auction stock,full,22.83476004762339,22.83476004762339,0.0,1.9330174028920992,1.9330174028920992,50.0,50.0,4.418483949924809,4.418483949924809,38,38,100.0,NOT IMPROVED
Auction Stock SP500,Auction stock,locked,-0.06175222515948375,-0.06175222515948375,0.0,0.986157107669946,0.986157107669946,33.33333333333333,33.33333333333333,4.272958518334953,4.272958518334953,6,6,100.0,NOT IMPROVED
DmC,Native MT5,full,-16.228366392864423,-16.228366392864423,0.0,0.9416580567675261,0.9416580567675261,37.41258741258741,37.41258741258741,41.742945813129644,41.742945813129644,572,572,100.0,NOT IMPROVED
DmC,Native MT5,locked,30.127283556386764,30.127283556386764,0.0,1.2001028625572565,1.2001028625572565,42.12765957446808,42.12765957446808,9.95357562647036,9.95357562647036,235,235,100.0,NOT IMPROVED
EMA3,Native MT5,full,43.87827544647433,43.96926499328786,0.09098954681352467,1.4085921846696932,1.4132072467644798,49.73262032085562,49.73262032085562,10.321345385400365,10.823035803308594,187,187,100.0,IMPROVED
EMA3,Native MT5,locked,28.26214638584421,28.371161821145385,0.10901543530117408,2.694832457786198,2.702918562505882,65.0,65.0,3.9445501932494014,4.090430389804196,40,40,100.0,IMPROVED
Go Long,Native MT5,full,-11.665414132577645,-11.665414132577645,0.0,0.9713785792579734,0.9713785792579734,46.10932475884245,46.10932475884245,43.57561082625088,43.57561082625088,1555,1555,100.0,NOT IMPROVED
Go Long,Native MT5,locked,20.23709898101005,20.23709898101005,0.0,1.1949482169153063,1.1949482169153063,50.641025641025635,50.641025641025635,9.08971431153133,9.08971431153133,312,312,100.0,NOT IMPROVED
LTA Volume Profile,Native MT5,full,30.16480584376966,30.16480584376966,0.0,1.0434213362485307,1.0434213362485307,26.637931034482758,26.637931034482758,42.59621656767888,42.59621656767888,1160,1160,100.0,NOT IMPROVED
LTA Volume Profile,Native MT5,locked,93.95268676682309,93.95268676682309,0.0,1.3850402582407597,1.3850402582407597,32.510288065843625,32.510288065843625,13.132029093307526,13.132029093307526,243,243,100.0,NOT IMPROVED
Nasdaq Overnight,Native MT5,full,8.150858556944772,8.150858556944772,0.0,1.2835712705784064,1.2835712705784064,56.08465608465608,56.08465608465608,4.653215588131154,4.653215588131154,189,189,100.0,NOT IMPROVED
Nasdaq Overnight,Native MT5,locked,7.961476529386702,7.961476529386702,0.0,1.8079290778718486,1.8079290778718486,58.333333333333336,58.333333333333336,1.8311638695913526,1.8311638695913526,72,72,100.0,NOT IMPROVED
News Pulse,Native MT5,full,63.84584047274606,63.84584047274606,0.0,46.00974244468598,46.00974244468598,84.21052631578947,84.21052631578947,1.0227836239043113,1.0227836239043113,19,19,100.0,NOT IMPROVED
News Pulse,Native MT5,locked,63.84584047274606,63.84584047274606,0.0,46.00974244468598,46.00974244468598,84.21052631578947,84.21052631578947,1.0227836239043113,1.0227836239043113,19,19,100.0,NOT IMPROVED
ORB Volume Profile,Native MT5,full,59.72997952463403,59.72997952463403,0.0,1.4202697752678333,1.4202697752678333,40.53156146179402,40.53156146179402,6.237958904298322,6.237958904298322,301,301,100.0,NOT IMPROVED
ORB Volume Profile,Native MT5,locked,9.948759698328313,9.948759698328313,0.0,1.611623299263535,1.611623299263535,38.775510204081634,38.775510204081634,5.99900531625583,5.99900531625583,49,49,100.0,NOT IMPROVED
Turnaround Tuesday,Native MT5,full,-11.267141273596248,-7.191256502496413,4.075884771099836,0.8704297137536201,0.9161073697031876,30.405405405405407,30.0,25.8078338118129,22.66837005274648,148,140,94.5945945945946,IMPROVED
Turnaround Tuesday,Native MT5,locked,3.2327301049561052,2.8945899305819367,-0.33814017437416855,1.168361084231338,1.1609493826461212,36.666666666666664,35.714285714285715,5.933788474509914,5.9318704009946455,30,28,93.33333333333333,NOT IMPROVED
US100 Weakness,Native MT5,full,-45.33865214163071,-25.24971693592618,20.08893520570453,0.7563676139947355,0.8679164902348651,34.86486486486486,35.92814371257485,51.844805711662204,36.06486394496724,370,334,90.27027027027027,IMPROVED
US100 Weakness,Native MT5,locked,6.779136019829579,2.8448370198733475,-3.9342989999562317,1.148491085772103,1.0636628127662442,42.857142857142854,40.625,11.662442677705405,12.356656038979208,70,64,91.42857142857143,NOT IMPROVED
XAU Weakness,Native MT5,full,-28.06045130660787,-28.06045130660787,0.0,0.9584667536464753,0.9584667536464753,35.06056527590848,35.06056527590848,58.51266054823423,58.51266054823423,1486,1486,100.0,NOT IMPROVED
XAU Weakness,Native MT5,locked,12.957798729158165,12.957798729158165,0.0,1.0650220666703798,1.0650220666703798,35.842293906810035,35.842293906810035,18.136225709203934,18.136225709203934,279,279,100.0,NOT IMPROVED
