starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,367.91,67.91,22.64,13,7,6,53.85,4.82,0.3707,0.0001,9.75,XAUUSD
300.0,323.74,23.74,7.91,59,26,33,44.07,2.82,0.0478,0.0208,33.21,US30
