starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,292.13,-7.87,-2.62,45,21,24,46.67,0.09,0.002,0.0216,18.7,M15
300.0,407.73,107.73,35.91,27,12,15,44.44,7.55,0.2796,0.0095,13.3,M30
