symbol,broker_symbol,timeframe,confirmation,pivot_len,atr_sl_mult,rr,session,trades,wins,losses,win_rate,start_balance,final_balance,profit,return_pct,max_drawdown_pct,profit_factor,avg_r,avg_lot,avg_actual_risk,max_trades_per_day,risk_mode,fixed_lot,risk_usd_cap,risk_usd_offset
EURJPY,EURJPY..,M5,EMA,3,1.2,1.0/1.5/2.0,LONDON,23,12,11,52.17,10000.0,10702.17,702.17,7.02,11.47,1.19,0.117,4.636,322.92,3,RISK_PERCENT,0.01,12.0,0.5
USDSGD,USDSGD..,M5,EMA,3,2.0,1.0/2.0/3.0,ALL,22,14,8,63.64,10000.0,11050.67,1050.67,10.51,10.43,1.41,0.167,4.407,332.56,1,RISK_PERCENT,0.01,12.0,0.5
