name,params,relative_atr,atr_min,atr_max,asia_min,asia_max,lock_trigger,lock_profit,full_trades,full_wr,full_pf,full_net_r,full_return,full_dd,2024_H2_trades,2024_H2_pf,2024_H2_net_r,2024_H2_dd,2025_H1_trades,2025_H1_pf,2025_H1_net_r,2025_H1_dd,2025_H2_trades,2025_H2_pf,2025_H2_net_r,2025_H2_dd,2026_H1_trades,2026_H1_pf,2026_H1_net_r,2026_H1_dd,positive_folds,score
calm_fade_lock0.5,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.4,1.2,0.5,0.15,114,68.42105263157895,1.3974132629514346,18.249999999999446,63.32929757337751,17.367318675275666,39,1.4636376740238726,5.449999999999368,8.73269999999999,31,1.8226272809090993,9.10000000000021,13.351997870468033,12,1.0302717799372065,0.20000000000008472,5.0612846774999865,32,1.1892352795928025,3.4999999999997846,17.367318675275687,4,9.677579083030897
calm_fade_lock0.75,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.4,1.2,0.75,0.15,114,59.64912280701754,1.2751379374118106,16.000000000000014,50.6820940526421,19.48560746103386,39,1.1927521503242973,4.099999999999838,15.193298892380975,31,1.5248582114266436,7.5000000000003295,8.73269999999999,12,1.1696120413248952,0.9000000000000623,7.495038644792626,32,1.1892352795928025,3.4999999999997846,17.367318675275687,4,9.673278357885225
relative_h1ema_8_24_fade,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""h1_ema"", ""trend_price_alignment"": false, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,98,81.63265306122449,1.5718797487832583,12.499999999999297,41.72476493402591,8.732699999999994,30,2.0979255966790635,6.149999999999605,5.486595000000281,28,3.1810780585975498,6.300000000000083,5.061284677500312,17,2.038374202087586,2.099999999999869,5.486595000000002,23,0.7203336305417705,-2.0500000000002623,8.7327,3,9.654568402566357
calm_fade_rr3.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 3.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.4,1.2,0.3,0.15,114,79.82456140350878,1.6955699575907983,19.14999999999902,69.02856145758133,13.876308443563534,39,1.7516368800450497,6.349999999999112,7.909446137175295,31,2.351770071081025,9.150000000000327,7.078766318693947,12,0.7364542783983252,-0.5000000000001091,3.7738358424001883,32,1.4519165110658676,4.149999999999691,11.072337235499933,3,8.433669484909233
calm_fade_rr2.5,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.5, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.4,1.2,0.3,0.15,114,79.82456140350878,1.5160649017417807,14.149999999998983,47.156604542981604,13.876308443563543,39,1.580801059624852,4.849999999998987,7.909446137175323,31,2.064834128799766,7.150000000000472,7.0787663186939245,12,0.7364542783983252,-0.5000000000001091,3.7738358424001883,32,1.2796073597560784,2.649999999999633,11.072337235499933,3,7.9150859166880165
relative_h1ema_12_36_align1,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 12, ""trend_filter_mode"": ""h1_ema"", ""trend_price_alignment"": true, ""trend_slow"": 36, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,181,77.34806629834254,1.360434231912608,18.84999999999925,66.38235401615778,16.527584754353306,56,1.5801988458967928,8.949999999999399,8.321997150000144,54,1.978654219243901,9.55000000000037,7.495038644791904,35,1.928275616694114,5.049999999999616,5.910000000000005,36,0.6021234869428053,-4.700000000000138,16.46836111156601,3,7.680784520562138
relative_h1ema_8_24_align1,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""h1_ema"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,179,76.53631284916202,1.3252720423781323,17.399999999999313,59.23156938121026,16.90152787889828,54,1.4335395903659955,7.499999999999557,8.321997150000165,55,1.9957488495319284,9.70000000000028,7.495038644792052,35,1.928275616694114,5.049999999999616,5.910000000000005,35,0.5892850460013372,-4.850000000000142,16.468361111565997,3,7.417629418818073
relative_plain_fade_rr3.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 3.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,184,76.08695652173914,1.200067526309742,11.199999999998813,30.81777005415685,18.3937645755384,59,1.064726720427234,1.849999999998941,18.3937645755384,50,1.4834496418946437,6.250000000000433,9.053375753762287,32,0.9096363274212906,-0.4000000000002808,9.053375753762836,43,1.288429728553699,3.499999999999718,11.072337235499932,3,7.3958035619817935
relative_baseline,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,203,75.86206896551724,1.2099232278157996,11.099999999999186,31.59045531758253,17.054321532582524,63,0.8977521529908028,-1.3000000000009928,15.19329889238097,58,1.1316310696495753,2.550000000000514,9.4608021441139,38,1.155266862427578,1.349999999999793,8.644115944654885,44,1.953592778942288,8.499999999999872,7.078766318693797,3,7.391193602604757
relative_h1ema_8_24_align0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""h1_ema"", ""trend_price_alignment"": false, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,174,78.16091954022988,1.3461503490238569,17.549999999999038,60.79792828278898,19.472641908617007,53,1.790261718336126,10.09999999999908,11.072337235500262,52,2.024239715697995,8.550000000000246,12.400610520455462,34,1.954115779287016,4.89999999999992,5.910000000000007,35,0.5349777938541492,-6.000000000000208,19.47264190861697,3,7.340472758040086
relative_tight,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": true, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.75,1.4,0.5,1.1,0.3,0.15,154,75.32467532467533,1.213638788710121,8.999999999999185,25.087483290986224,19.67769667941078,46,0.7777331098751628,-2.9500000000007667,14.331472040102112,47,1.4536373598386598,5.50000000000034,8.321997150000254,29,1.4181975331767822,2.299999999999613,8.321997150000007,32,1.534600947816955,4.149999999999998,8.7327,3,7.248763898341227
relative_plain_fade_only,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.6,0.4,1.2,0.3,0.15,184,76.08695652173914,1.1997949260457228,10.299999999998889,29.227426234853212,21.308270196022185,59,0.9498752139977764,-0.3000000000010048,18.393764575538444,50,1.3130749286143517,4.100000000000469,9.053375753762246,32,1.030595326853949,0.449999999999855,9.053375753762856,43,1.535884114008614,6.04999999999957,11.07233723549993,3,7.236257135335425
