name,params,relative_atr,atr_min,atr_max,asia_min,asia_max,lock_trigger,lock_profit,full_trades,full_wr,full_pf,full_net_r,full_return,full_dd,2024_H2_trades,2024_H2_pf,2024_H2_net_r,2024_H2_dd,2025_H1_trades,2025_H1_pf,2025_H1_net_r,2025_H1_dd,2025_H2_trades,2025_H2_pf,2025_H2_net_r,2025_H2_dd,2026_H1_trades,2026_H1_pf,2026_H1_net_r,2026_H1_dd,positive_folds,score
calm_fade_asia0.6_1.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.6,1.0,0.3,0.15,76,84.21052631578947,2.17992868114809,14.249999999999662,50.058416151565346,8.732700000000005,23,1.5569309126373199,1.8499999999995405,5.486595000000305,21,1.497419138170599,2.2500000000004126,7.078766318693947,9,3.0161087339325827,2.0499999999999208,2.999999999999997,23,2.962912760892676,8.099999999999788,8.732699999999994,4,14.386250226212374
calm_fade_asia0.5_1.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.5,1.0,0.3,0.15,95,81.05263157894737,1.8702248962958599,17.599999999999362,64.3098861124727,11.470718999999999,30,2.174779369881586,5.4499999999992506,5.818676231603931,28,1.702138933365224,4.700000000000308,7.07876631869396,10,3.1738402813663207,2.2000000000000606,2.999999999999997,27,1.6921844573803007,5.2499999999997415,11.470718999999988,4,14.239636864346933
calm_fade_atr0.75_1.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.75,1.0,0.4,1.2,0.3,0.15,92,82.6086956521739,1.975745513922836,17.599999999999188,64.74580350855564,7.909446137175314,33,1.7764026537576463,5.449999999999422,7.909446137175314,25,3.4247381953403986,7.700000000000195,3.0000000000000036,10,1.4734120731664297,1.049999999999879,2.999999999999997,24,1.6179035897414225,3.3999999999996926,5.910000000000004,4,13.26222731375157
calm_fade_atr0.5_1.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.5,1.0,0.4,1.2,0.3,0.15,119,80.67226890756302,1.661623409834122,17.29999999999915,62.153814979704535,11.072337235499925,40,1.6425032308522296,5.349999999999217,7.909446137175302,31,1.7707302078051983,5.150000000000327,7.07876631869395,12,1.621082836644446,1.3500000000000267,2.999999999999997,36,1.614552008289702,5.449999999999581,11.072337235499955,4,13.196072982147479
calm_fade_atr0.65_1.0,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.4,1.2,0.3,0.15,114,79.82456140350878,1.6299787239593362,16.549999999999173,58.554095811740694,11.072337235499925,39,1.6226450574227687,5.199999999999166,7.909446137175302,31,1.7707302078051983,5.150000000000327,7.07876631869395,12,1.621082836644446,1.3500000000000267,2.999999999999997,32,1.5461966108972427,4.849999999999652,11.072337235499925,4,12.90198236849213
calm_fade_asia0.5_1.1,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.5,1.1,0.3,0.15,103,80.58252427184466,1.7068339350330228,16.499999999999268,58.82059169107296,11.072337235499944,33,2.2734586943106687,5.899999999999205,5.486595000000297,29,1.7250746785706499,4.850000000000267,7.07876631869393,12,1.621082836644446,1.3500000000000267,2.999999999999997,29,1.4895270326344066,4.399999999999768,11.072337235499925,4,12.837808621231826
calm_fade_asia0.6_1.2,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.6,1.2,0.3,0.15,91,83.51648351648352,1.8395137194483553,13.049999999999553,44.535608111791646,8.32199714999993,29,1.3554111958421973,1.5999999999994563,7.909446137175295,24,1.6013817043376686,2.7000000000004305,7.078766318693938,11,1.5472508755887109,1.1999999999998872,3.0000000000000018,27,2.4190139982264958,7.549999999999779,8.321997149999918,4,12.31170402192153
calm_fade_rr1.5,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 1.5, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.0,0.4,1.2,0.3,0.15,114,79.82456140350878,1.6351989494098047,16.29999999999907,58.25417079377375,11.072337235499939,39,1.5481022179501973,4.549999999999218,8.046701864850185,31,1.8926866466021723,5.850000000000088,7.07876631869395,12,1.3867001023207597,0.8500000000000267,2.999999999999997,32,1.5866056298372644,5.049999999999738,11.072337235499944,4,12.146204358081878
calm_fade_atr0.65_0.9,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,0.9,0.4,1.2,0.3,0.15,82,78.04878048780488,1.5796989205409655,11.949999999999509,39.188262063479364,11.072337235499925,26,1.3040089824057441,1.8499999999993517,8.965102946353829,26,1.9706012156241064,5.550000000000345,7.078766318693934,8,2.867449675801774,1.9000000000000024,2.999999999999999,22,1.3237091983334166,2.6499999999998094,11.072337235499925,4,11.986039449298776
calm_fade_atr0.65_1.1,"{""breakout_fraction"": 0.0, ""breakout_max_fraction"": 0.0, ""distribution_hold_fraction"": 0.0, ""distribution_rr"": 2.0, ""enable_distribution"": false, ""enable_fade"": true, ""fade_reclaim_fraction"": 0.0, ""fade_rr"": 2.0, ""london_window_minutes"": 180, ""max_risk_fraction"": 0.0, ""max_trades_per_day"": 1, ""min_body_fraction"": 0.0, ""min_close_location"": 0.0, ""ny_window_minutes"": 180, ""require_directional_confirmation"": false, ""retest_tolerance_fraction"": 0.04, ""stop_buffer_fraction"": 0.03, ""sweep_max_fraction"": 0.6, ""sweep_min_fraction"": 0.02, ""trade_london"": true, ""trade_new_york"": false, ""trend_fast"": 8, ""trend_filter_mode"": ""none"", ""trend_price_alignment"": true, ""trend_slow"": 24, ""use_regime_filter"": true, ""volume_factor"": 0.0}",True,0.65,1.1,0.4,1.2,0.3,0.15,145,77.24137931034483,1.4142794512401347,15.249999999998781,50.97719184487799,18.39376457553845,52,1.112531719204767,2.0999999999990413,18.39376457553845,42,1.4829991872671875,5.200000000000222,9.05337575376227,13,1.6949072131954228,1.4999999999999143,3.000000000000009,38,1.6430097161759365,6.449999999999603,11.072337235499925,4,10.157448977880726
