starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_spread_r,max_drawdown_pct,month,bot
300.0,320.81,20.81,6.94,2,2,0,100.0,1.37,0.1651,0.0,2026-05,Grid
300.0,166.65,-133.35,-44.45,15,3,12,20.0,-11.31,0.1208,45.33,2026-05,NewsPulse
300.0,321.0,21.0,7.0,6,4,2,66.67,1.52,0.1299,11.15,2026-06,Grid
300.0,52.73,-247.27,-82.42,93,38,55,40.86,-32.34,0.1041,85.81,2026-06,NewsPulse
