bot,symbol,timeframe,month,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,setup_score,spread_r,spread_points,atr,reason,balance_before,risk_amount,pnl,balance_after
NewsPulse,BTCUSD,M1,2026-05,2026-05-26 14:00:00,2026-05-26 14:01:00,SELL,77093.78,77203.31,76874.72,77203.31,loss,-1.1278,79,0.1278,1400.0,107.852857,News straddle sell pulse around 10:00 NY.,300.0,15.0,-16.92,283.08
NewsPulse,US30,M1,2026-05,2026-05-26 14:00:00,2026-05-26 14:02:00,SELL,50653.3,50709.7,50540.5,50709.7,loss,-1.0408,88,0.0408,23.0,35.364286,News straddle sell pulse around 10:00 NY.,283.08,14.15,-14.73,268.35
NewsPulse,XAGUSD,M1,2026-05,2026-05-26 14:00:00,2026-05-26 14:03:00,SELL,75.878,76.072,75.49,76.072,loss,-1.1546,77,0.1546,30.0,0.127143,News straddle sell pulse around 10:00 NY.,268.35,13.42,-15.49,252.86
NewsPulse,BTCUSD,M1,2026-05,2026-05-26 18:00:00,2026-05-26 18:19:00,SELL,75869.71,76015.87,75577.39,76015.87,loss,-1.0958,82,0.0958,1400.0,70.427143,News straddle sell pulse around 14:00 NY.,252.86,12.64,-13.85,239.01
NewsPulse,BTCUSD,M1,2026-05,2026-05-27 12:30:00,2026-05-27 12:47:00,BUY,75810.48,75659.19,76113.06,75659.19,loss,-1.0925,83,0.0925,1400.0,112.703571,News straddle buy pulse around 08:30 NY.,239.01,11.95,-13.06,225.95
NewsPulse,EURUSD,M1,2026-05,2026-05-27 12:30:00,2026-05-27 12:44:00,BUY,1.16591,1.16539,1.16695,1.16539,loss,-1.1538,77,0.1538,8.0,0.000599,News straddle buy pulse around 08:30 NY.,225.95,11.3,-13.04,212.91
NewsPulse,US30,M1,2026-05,2026-05-27 12:30:00,2026-05-27 12:32:00,BUY,50653.0,50620.5,50718.0,50620.5,loss,-1.0708,85,0.0708,23.0,39.557143,News straddle buy pulse around 08:30 NY.,212.91,10.65,-11.4,201.52
NewsPulse,BTCUSD,M1,2026-05,2026-05-27 14:00:00,2026-05-27 14:05:00,BUY,75005.31,74893.13,75229.67,75005.31,trail_stop,0.3752,80,0.1248,1400.0,86.007143,News straddle buy pulse around 10:00 NY.,201.52,10.08,3.78,205.3
NewsPulse,BTCUSD,M1,2026-05,2026-05-28 12:30:00,2026-05-28 12:30:00,BUY,73385.43,73289.59,73577.11,73289.59,loss,-1.1461,77,0.1461,1400.0,47.312143,News straddle buy pulse around 08:30 NY.,205.3,10.26,-11.76,193.53
NewsPulse,US30,M1,2026-05,2026-05-28 14:00:00,2026-05-28 14:04:00,SELL,50582.2,50614.7,50517.2,50517.2,win,1.4354,86,0.0646,21.0,26.064286,News straddle sell pulse around 10:00 NY.,193.53,9.68,13.89,207.42
NewsPulse,BTCUSD,M1,2026-05,2026-05-28 18:00:00,2026-05-28 18:02:00,SELL,73402.9,73489.26,73230.18,73489.26,loss,-1.1621,76,0.1621,1400.0,43.702857,News straddle sell pulse around 14:00 NY.,207.42,10.37,-12.05,195.37
Grid,AUDUSD,M15,2026-05,2026-05-29 02:45:00,2026-05-29 03:00:00,BUY,0.71569,0.715146,0.716451,0.71569,trail_stop,0.3345,71,0.1655,9.0,0.000403,Range grid buy at lower Bollinger band.,195.37,9.77,3.27,198.64
Grid,AUDUSD,M15,2026-05,2026-05-29 03:00:00,2026-05-29 04:45:00,BUY,0.71549,0.714943,0.716255,0.716255,win,1.0354,72,0.1646,9.0,0.000405,Range grid buy at lower Bollinger band.,198.64,9.93,10.28,208.92
NewsPulse,US30,M1,2026-05,2026-05-29 12:30:00,2026-05-29 12:33:00,BUY,50882.3,50869.8,50907.3,50869.8,loss,-1.168,75,0.168,21.0,7.207143,News straddle buy pulse around 08:30 NY.,208.92,10.45,-12.2,196.72
