starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_spread_r,max_drawdown_pct,bot,symbol
300.0,343.26,43.26,14.42,8,6,2,75.0,2.89,0.1387,11.15,Grid,AUDUSD
300.0,309.04,9.04,3.01,1,1,0,100.0,0.6,0.1515,0.0,NewsPulse,XAUUSD
300.0,256.05,-43.95,-14.65,4,1,3,25.0,-3.06,0.1411,16.12,NewsPulse,EURUSD
300.0,192.79,-107.21,-35.74,18,6,12,33.33,-8.29,0.1299,41.24,NewsPulse,XAGUSD
300.0,144.8,-155.2,-51.73,42,18,24,42.86,-13.53,0.0842,52.56,NewsPulse,US30
300.0,107.4,-192.6,-64.2,43,15,28,34.88,-19.36,0.114,68.47,NewsPulse,BTCUSD
