deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2021.09.05 00:00:00,1630800000000,,0,2,0,0,0.0,0.0,3000.0,0.0,0.0,0.0,
2,2021.09.05 22:05:00,1630879500001,XAUUSD,2,0,0,3,0.02,1828.332,0.0,-0.11,0.0,0.0,GRID|1|0
3,2021.09.07 05:49:21,1630993761493,XAUUSD,3,0,0,3,0.04,1818.298,0.0,-0.22,0.0,0.0,GRID|1|1
4,2021.09.07 14:02:13,1631023333435,XAUUSD,4,0,0,3,0.08,1808.323,0.0,-0.44,0.0,0.0,GRID|1|2
5,2021.09.07 14:15:37,1631024137473,XAUUSD,5,0,0,3,0.16,1798.286,0.0,-0.88,0.0,0.0,GRID|1|3
6,2021.09.08 13:46:40,1631108800244,XAUUSD,6,0,0,3,0.32,1788.308,0.0,-1.76,0.0,0.0,GRID|1|4
7,2021.09.16 09:53:37,1631786017363,XAUUSD,7,0,0,3,0.64,1778.332,0.0,-3.52,0.0,0.0,GRID|1|5
8,2021.09.16 12:15:27,1631794527595,XAUUSD,8,0,0,3,1.28,1768.312,0.0,-7.04,0.0,0.0,GRID|1|6
9,2021.09.16 12:31:00,1631795460000,XAUUSD,2,1,1,6,0.02,1766.201,-124.26,0.0,-12.84,0.0,so -132.78% 
10,2021.09.16 12:31:00,1631795460000,XAUUSD,4,1,1,6,0.08,1766.201,-336.97,0.0,-47.08,0.0,so -132.78% 
11,2021.09.16 12:31:00,1631795460000,XAUUSD,6,1,1,6,0.32,1766.201,-707.43,0.0,-171.18,0.0,so -132.78% 
12,2021.09.16 12:31:00,1631795460000,XAUUSD,8,1,1,6,1.28,1766.201,-270.21,0.0,0.0,0.0,so -132.78% 
13,2021.09.16 12:31:00,1631795460000,XAUUSD,7,1,1,0,0.64,1766.201,-776.39,0.0,0.0,0.0,end of test
14,2021.09.16 12:31:00,1631795460000,XAUUSD,5,1,1,0,0.16,1766.201,-513.36,0.0,-94.16,0.0,end of test
15,2021.09.16 12:31:00,1631795460000,XAUUSD,3,1,1,0,0.04,1766.201,-208.39,0.0,-23.54,0.0,end of test
