spec,entry_time,exit_time,direction,entry,stop,target,result_r,result_pct,exit_reason,profile_poc,profile_val,profile_vah,week_low,week_high
reel-mechanical-structural-target,2023-11-02T03:00:00+00:00,2023-11-02T08:45:00+00:00,short,1983.789,1988.4725308804873,1974.828924,-1.0,-1.0,stop,1976.4023515625,1972.254859375,1987.53509375,1953.482,2009.364
reel-mechanical-structural-target,2023-11-14T07:15:00+00:00,2023-11-14T13:30:00+00:00,long,1945.791,1943.6390181182476,1965.729564,-1.0,-1.0,stop,1968.1885078125,1943.8563749999998,1970.705625,1921.482,1993.08
reel-mechanical-structural-target,2024-05-02T06:30:00+00:00,2024-05-02T07:00:00+00:00,long,2317.01,2312.3448236174263,2350.18233,-1.0,-1.0,stop,2331.14235546875,2313.666984375,2345.6431953125,2291.358,2386.543
reel-mechanical-structural-target,2024-07-09T11:15:00+00:00,2024-07-09T13:30:00+00:00,short,2360.707,2366.009482917859,2346.935146,-1.0,-1.0,stop,2358.3457460937498,2326.623765625,2369.6958125,2318.475,2392.978
reel-mechanical-structural-target,2024-07-10T01:00:00+00:00,2024-07-10T01:15:00+00:00,short,2364.682,2366.8526986481174,2346.935146,-1.0,-1.0,stop,2358.3457460937498,2326.623765625,2369.6958125,2318.475,2392.978
reel-mechanical-structural-target,2024-08-26T01:00:00+00:00,2024-08-26T07:00:00+00:00,short,2513.744,2517.4065993728555,2494.0858120000003,-1.0,-1.0,stop,2503.4078203125,2496.5128437500002,2518.3865625,2470.835,2531.701
reel-mechanical-structural-target,2024-09-06T01:00:00+00:00,2024-09-06T03:45:00+00:00,short,2515.978,2518.2916994384896,2507.1074479999997,-1.0,-1.0,stop,2516.999796875,2506.02496875,2521.8620625,2493.522,2529.086
reel-mechanical-structural-target,2024-09-10T08:00:00+00:00,2024-09-10T10:15:00+00:00,short,2502.778,2508.1219815168392,2493.794352,-1.0,-1.0,stop,2495.85665625,2484.8821875,2513.998125,2471.892,2529.228
reel-mechanical-structural-target,2024-09-11T17:45:00+00:00,2024-09-12T06:00:00+00:00,short,2513.273,2520.5738696326143,2493.794352,-1.0,-1.0,stop,2495.85665625,2484.8821875,2513.998125,2471.892,2529.228
reel-mechanical-structural-target,2024-10-03T09:45:00+00:00,2024-10-03T14:00:00+00:00,long,2647.0609999999997,2640.6856942276386,2658.202816,-1.0,-1.0,stop,2660.669109375,2638.508375,2681.1467500000003,2613.823,2685.635
reel-mechanical-structural-target,2024-12-23T21:45:00+00:00,2024-12-26T03:15:00+00:00,long,2613.309,2608.960632814213,2633.476284,2.959731653312607,2.959731653312607,time,2653.3779140625,2608.054734375,2664.471,2583.333,2664.471
reel-mechanical-structural-target,2025-09-15T12:30:00+00:00,2025-09-15T12:45:00+00:00,short,3638.539,3647.1526959718285,3615.96899,-1.0,-1.0,stop,3646.8290820312495,3630.13953125,3654.6175390625,3579.7,3674.645
reel-mechanical-structural-target,2025-11-19T02:45:00+00:00,2025-11-19T17:00:00+00:00,long,4078.17,4060.2133861369134,4155.9476,-1.0,-1.0,stop,4131.05653125,4067.9323125,4194.18075,4011.212,4245.412
reel-mechanical-structural-target,2025-11-24T06:30:00+00:00,2025-11-24T12:45:00+00:00,long,4053.134,4039.119507148081,4081.330082,2.011923106881402,2.011923106881402,target,4073.33108984375,4049.6623203125,4093.8440234375,3998.117,4132.766
reel-mechanical-structural-target,2025-11-24T14:30:00+00:00,2025-11-24T15:00:00+00:00,short,4075.829,4086.8009053081178,4049.552918,-1.0,-1.0,stop,4073.33108984375,4049.6623203125,4093.8440234375,3998.117,4132.766
reel-mechanical-structural-target,2025-12-09T03:30:00+00:00,2025-12-09T04:45:00+00:00,long,4198.054,4185.664688303601,4226.055798,-1.0,-1.0,stop,4208.21788671875,4196.775234375,4236.23265625,4163.631,4264.642
reel-mechanical-structural-target,2025-12-10T12:15:00+00:00,2025-12-10T15:15:00+00:00,long,4201.201,4191.1443083175645,4226.055798,-1.0,-1.0,stop,4208.21788671875,4196.775234375,4236.23265625,4163.631,4264.642
reel-mechanical-structural-target,2026-04-07T11:00:00+00:00,2026-04-07T19:15:00+00:00,short,4652.214,4695.388009769821,4564.526276,-1.0,-1.0,stop,4667.721351562501,4517.121671875,4704.9985,4418.71,4800.428
reel-mechanical-structural-target,2026-05-27T05:00:00+00:00,2026-05-27T05:30:00+00:00,long,4510.481000000001,4497.292590086368,4537.507762,-1.0,-1.0,stop,4543.23717578125,4494.9257734375,4552.2623828125,4453.516,4589.425
reel-mechanical-structural-target,2026-06-19T12:15:00+00:00,2026-06-21T23:45:00+00:00,long,4155.937,4141.0264284150435,4233.823466,-1.0,-1.0,stop,4333.07975390625,4140.65059375,4350.3320234375005,4023.866,4363.603
reel-mechanical-structural-target,2026-07-08T07:15:00+00:00,2026-07-08T09:45:00+00:00,short,4118.096,4135.006482106098,4041.590468,4.524148484945342,4.524148484945342,target,4067.2094765624997,4005.214890625,4137.3345,3942.204,4202.378
reel-mechanical-structural-target,2026-07-09T18:30:00+00:00,2026-07-10T19:30:00+00:00,short,4124.097,4138.94943161593,4041.590468,1.432896683205328,1.432896683205328,time,4067.2094765624997,4005.214890625,4137.3345,3942.204,4202.378
