spec,entry_time,exit_time,direction,entry,stop,target,result_r,result_pct,exit_reason,profile_poc,profile_val,profile_vah,week_low,week_high
reel-mechanical-structural-target,2022-04-04T09:30:00+00:00,2022-04-04T12:15:00+00:00,short,1927.215,1933.454065225533,1916.238544,-1.0,-1.0,stop,1924.030234375,1919.49521875,1939.76940625,1890.151,1958.443
reel-mechanical-structural-target,2022-06-07T13:45:00+00:00,2022-06-08T14:45:00+00:00,long,1846.95,1842.1508498634182,1856.65089,2.0213766445967565,2.0213766445967565,target,1848.59733203125,1841.6496953125,1865.8773515624998,1828.467,1874.072
reel-mechanical-structural-target,2022-07-18T13:00:00+00:00,2022-07-18T15:00:00+00:00,long,1717.271,1711.2435753727877,1727.113972,-1.0,-1.0,stop,1735.0963515624999,1711.405890625,1744.236765625,1697.602,1745.356
reel-mechanical-structural-target,2022-07-27T01:45:00+00:00,2022-07-27T06:00:00+00:00,short,1716.889,1720.3407387768668,1703.163676,-1.0,-1.0,stop,1712.1107578125,1700.472796875,1721.010375,1680.848,1739.266
reel-mechanical-structural-target,2022-09-05T01:15:00+00:00,2022-09-06T00:45:00+00:00,long,1712.73,1707.581405092877,1723.814196,2.152858440011521,2.152858440011521,target,1723.9896796875,1706.9287656249999,1741.493734375,1688.76,1745.482
reel-mechanical-structural-target,2022-09-14T08:15:00+00:00,2022-09-14T17:45:00+00:00,long,1704.932,1698.656683050695,1714.865786,-1.0,-1.0,stop,1716.1700585937501,1704.7472890625,1721.658921875,1691.396,1729.373
reel-mechanical-structural-target,2022-12-06T14:30:00+00:00,2022-12-07T14:30:00+00:00,short,1775.388,1780.8949967205097,1764.4071159999999,-1.0,-1.0,stop,1754.5821328124998,1739.639,1784.721671875,1739.639,1804.477
reel-mechanical-structural-target,2022-12-08T08:30:00+00:00,2022-12-08T13:00:00+00:00,short,1783.354,1787.2765660338919,1764.4071159999999,-1.0,-1.0,stop,1754.5821328124998,1739.639,1784.721671875,1739.639,1804.477
reel-mechanical-structural-target,2023-05-15T12:45:00+00:00,2023-05-16T06:00:00+00:00,long,2018.481,2012.102753260035,2030.1335,-1.0,-1.0,stop,2031.3871015625,2017.544328125,2038.58534375,2000.933,2048.183
reel-mechanical-structural-target,2023-05-24T04:00:00+00:00,2023-05-24T06:30:00+00:00,long,1976.616,1972.7138344330272,1995.324228,-1.0,-1.0,stop,2016.3658359375,1975.5386718749999,2022.12,1951.974,2022.12
reel-mechanical-structural-target,2023-05-31T03:30:00+00:00,2023-05-31T13:30:00+00:00,long,1958.159,1953.505890746622,1966.6530460000001,1.8254559558930565,1.8254559558930565,target,1974.76798046875,1953.33903125,1982.5430859375,1936.651,1985.198
reel-mechanical-structural-target,2023-07-03T06:00:00+00:00,2023-07-03T12:45:00+00:00,short,1916.904,1920.8294860214514,1908.391206,-1.0,-1.0,stop,1908.2664257812498,1902.1219453125,1923.863953125,1892.984,1933.317
reel-mechanical-structural-target,2023-07-06T04:45:00+00:00,2023-07-06T05:15:00+00:00,short,1917.073,1919.9738114245656,1908.391206,-1.0,-1.0,stop,1908.2664257812498,1902.1219453125,1923.863953125,1892.984,1933.317
reel-mechanical-structural-target,2023-07-24T01:15:00+00:00,2023-07-24T04:00:00+00:00,long,1962.279,1959.7953347587923,1971.541206,-1.0,-1.0,stop,1977.85505859375,1961.416125,1983.55171875,1945.791,1987.458
reel-mechanical-structural-target,2023-09-05T15:15:00+00:00,2023-09-06T00:45:00+00:00,long,1928.874,1925.1102031623936,1937.555126,-1.0,-1.0,stop,1944.88593359375,1928.435796875,1952.876,1912.769,1952.876
