spec,entry_time,exit_time,direction,entry,stop,target,result_r,result_pct,exit_reason,profile_poc,profile_val,profile_vah,week_low,week_high
direct-sweep-ablation,2022-01-11T19:45:00+00:00,2022-01-11T20:00:00+00:00,short,1820.208,1821.159030198846,1817.8304245028853,-1.0,-1.0,stop,1791.06452734375,1787.4163046875,1813.5298984375,1782.424,1831.579
direct-sweep-ablation,2022-01-12T06:15:00+00:00,2022-01-12T07:15:00+00:00,short,1820.761,1821.7541177597723,1818.2782056005692,2.5,2.5,target,1791.06452734375,1787.4163046875,1813.5298984375,1782.424,1831.579
direct-sweep-ablation,2022-01-13T20:30:00+00:00,2022-01-13T21:00:00+00:00,short,1821.56,1822.5484645734457,1819.0888385663857,-1.0,-1.0,stop,1791.06452734375,1787.4163046875,1813.5298984375,1782.424,1831.579
direct-sweep-ablation,2022-01-26T21:15:00+00:00,2022-01-27T02:00:00+00:00,long,1817.431,1814.4858091236497,1824.793977190876,-1.0,-1.0,stop,1840.47008203125,1817.9383984375002,1847.871,1805.768,1847.871
direct-sweep-ablation,2022-02-01T04:15:00+00:00,2022-02-01T05:00:00+00:00,long,1796.988,1795.645587952424,1800.3440301189403,2.5,2.5,target,1841.4625234374998,1805.5338125,1853.247140625,1780.24,1853.822
direct-sweep-ablation,2022-02-02T04:00:00+00:00,2022-02-02T05:00:00+00:00,long,1797.774,1797.2365954363881,1799.1175114090292,-1.0,-1.0,stop,1841.4625234374998,1805.5338125,1853.247140625,1780.24,1853.822
direct-sweep-ablation,2022-02-03T06:15:00+00:00,2022-02-03T06:45:00+00:00,long,1805.593,1805.1112429909633,1806.797392522592,-1.0,-1.0,stop,1841.4625234374998,1805.5338125,1853.247140625,1780.24,1853.822
direct-sweep-ablation,2022-03-25T16:00:00+00:00,2022-03-28T03:45:00+00:00,short,1957.185,1962.209824370198,1944.6229390745048,2.5,2.5,target,1933.92793359375,1911.932828125,1946.074484375,1894.862,1978.903
direct-sweep-ablation,2022-04-04T08:30:00+00:00,2022-04-04T12:15:00+00:00,short,1930.478,1933.4547419909695,1923.0361450225764,-1.0,-1.0,stop,1924.030234375,1919.49521875,1939.76940625,1890.151,1958.443
direct-sweep-ablation,2022-04-06T09:45:00+00:00,2022-04-06T18:15:00+00:00,short,1928.714,1933.9352232656586,1915.6609418358535,2.4999999999999782,2.4999999999999782,target,1924.030234375,1919.49521875,1939.76940625,1890.151,1958.443
direct-sweep-ablation,2022-04-07T14:30:00+00:00,2022-04-07T14:45:00+00:00,short,1931.698,1935.0153368608746,1923.4046578478137,-1.0,-1.0,stop,1924.030234375,1919.49521875,1939.76940625,1890.151,1958.443
direct-sweep-ablation,2022-04-08T00:30:00+00:00,2022-04-08T01:00:00+00:00,short,1934.503,1935.386866821632,1932.2933329459195,-1.0,-1.0,stop,1924.030234375,1919.49521875,1939.76940625,1890.151,1958.443
direct-sweep-ablation,2022-04-19T13:45:00+00:00,2022-04-19T14:30:00+00:00,long,1966.253,1956.7010906101725,1990.1327734745685,-1.0,-1.0,stop,1974.99748828125,1957.5923203125,1980.7992109375,1940.0,1987.911
direct-sweep-ablation,2022-04-21T04:00:00+00:00,2022-04-21T05:00:00+00:00,long,1951.449,1950.0843148562883,1954.8607128592794,-1.0,-1.0,stop,1974.99748828125,1957.5923203125,1980.7992109375,1940.0,1987.911
direct-sweep-ablation,2022-05-02T05:00:00+00:00,2022-05-02T05:15:00+00:00,long,1885.757,1883.7171199392142,1890.8567001519648,-1.0,-1.0,stop,1898.3532539062498,1887.6743671875,1913.3036953125,1872.012,1932.763
direct-sweep-ablation,2022-05-05T15:15:00+00:00,2022-05-05T15:45:00+00:00,long,1881.099,1878.811329160406,1886.8181770989845,-1.0,-1.0,stop,1898.3532539062498,1887.6743671875,1913.3036953125,1872.012,1932.763
direct-sweep-ablation,2022-05-09T05:15:00+00:00,2022-05-09T05:45:00+00:00,long,1872.562,1871.5617964188727,1875.0625089528178,-1.0,-1.0,stop,1876.505875,1862.82525,1889.72275,1850.304,1909.664
direct-sweep-ablation,2022-05-30T02:45:00+00:00,2022-05-30T03:45:00+00:00,short,1859.302,1860.225035597436,1856.9944110064093,-1.0,-1.0,stop,1854.03758203125,1848.0682499999998,1860.6826875,1840.86,1869.693
direct-sweep-ablation,2022-05-31T09:30:00+00:00,2022-05-31T09:45:00+00:00,long,1852.748,1850.9211889822582,1857.3150275443547,-1.0,-1.0,stop,1854.03758203125,1848.0682499999998,1860.6826875,1840.86,1869.693
direct-sweep-ablation,2022-06-02T12:45:00+00:00,2022-06-02T13:00:00+00:00,short,1854.326,1859.0650974318016,1842.478256420496,-1.0,-1.0,stop,1854.03758203125,1848.0682499999998,1860.6826875,1840.86,1869.693
