spec,entry_time,exit_time,direction,entry,stop,target,result_r,result_pct,exit_reason,profile_poc,profile_val,profile_vah,week_low,week_high
no-profile-ablation,2022-01-19T07:45:00+00:00,2022-01-19T08:30:00+00:00,short,1812.557,1814.6448365634828,1807.3374085912928,-1.0,-1.0,stop,1821.0557187499999,1807.8181249999998,1829.12,1790.168,1829.12
no-profile-ablation,2022-01-26T23:45:00+00:00,2022-01-27T02:00:00+00:00,long,1821.723,1814.5759508436397,1839.5906228909007,-1.0,-1.0,stop,1840.47008203125,1817.9383984375002,1847.871,1805.768,1847.871
no-profile-ablation,2022-02-01T04:45:00+00:00,2022-02-01T09:00:00+00:00,long,1798.457,1795.6450008365289,1805.4869979086782,2.5,2.5,target,1841.4625234374998,1805.5338125,1853.247140625,1780.24,1853.822
no-profile-ablation,2022-03-04T13:15:00+00:00,2022-03-04T14:15:00+00:00,short,1942.901,1950.4168633747124,1924.1113415632192,-1.0,-1.0,stop,1896.346171875,1883.9077499999999,1918.5845625,1877.877,1974.369
no-profile-ablation,2022-03-21T07:45:00+00:00,2022-03-21T12:15:00+00:00,long,1925.339,1921.7114443809687,1934.407889047578,-1.0,-1.0,stop,1933.92793359375,1911.932828125,1946.074484375,1894.862,1978.903
no-profile-ablation,2022-03-31T00:00:00+00:00,2022-03-31T00:15:00+00:00,long,1934.207,1931.5441413657848,1940.8641465855385,-1.0,-1.0,stop,1925.50262109375,1917.8875234375,1952.2642500000002,1910.49,1966.189
no-profile-ablation,2022-04-04T09:30:00+00:00,2022-04-04T12:15:00+00:00,short,1927.215,1933.454065225533,1911.6173369361672,-1.0,-1.0,stop,1924.030234375,1919.49521875,1939.76940625,1890.151,1958.443
no-profile-ablation,2022-05-30T07:45:00+00:00,2022-05-30T23:15:00+00:00,short,1860.899,1864.2602249676831,1852.4959375807916,2.5000000000000338,2.5000000000000338,target,1854.03758203125,1848.0682499999998,1860.6826875,1840.86,1869.693
no-profile-ablation,2022-06-02T12:45:00+00:00,2022-06-02T13:00:00+00:00,short,1854.326,1859.0650974318016,1842.478256420496,-1.0,-1.0,stop,1854.03758203125,1848.0682499999998,1860.6826875,1840.86,1869.693
no-profile-ablation,2022-06-06T05:30:00+00:00,2022-06-06T12:00:00+00:00,short,1854.399,1856.9091805997139,1848.123548500715,-1.0,-1.0,stop,1848.59733203125,1841.6496953125,1865.8773515624998,1828.467,1874.072
no-profile-ablation,2022-06-07T01:45:00+00:00,2022-06-07T09:15:00+00:00,long,1840.795,1837.6128747781727,1848.7503130545686,2.5,2.5,target,1848.59733203125,1841.6496953125,1865.8773515624998,1828.467,1874.072
no-profile-ablation,2022-06-08T17:15:00+00:00,2022-06-09T18:15:00+00:00,short,1853.875,1859.9827803955307,1838.6055490111735,0.8562848795000966,0.8562848795000966,time,1848.59733203125,1841.6496953125,1865.8773515624998,1828.467,1874.072
no-profile-ablation,2022-06-13T06:45:00+00:00,2022-06-13T08:45:00+00:00,short,1863.616,1867.5441850143766,1853.7955374640585,2.5,2.5,target,1849.2903593750002,1842.35365625,1855.38625,1825.117,1878.929
no-profile-ablation,2022-06-21T12:30:00+00:00,2022-06-21T19:15:00+00:00,long,1836.067,1830.591909844926,1849.754725387685,-1.0,-1.0,stop,1830.79776953125,1814.7026171875,1845.7634375,1805.102,1877.389
no-profile-ablation,2022-06-23T05:45:00+00:00,2022-06-23T08:45:00+00:00,long,1833.829,1831.970090220928,1838.4762744476802,-1.0,-1.0,stop,1830.79776953125,1814.7026171875,1845.7634375,1805.102,1877.389
no-profile-ablation,2022-06-24T07:30:00+00:00,2022-06-24T13:00:00+00:00,long,1825.397,1821.223371763393,1835.8310705915171,-1.0,-1.0,stop,1830.79776953125,1814.7026171875,1845.7634375,1805.102,1877.389
no-profile-ablation,2022-07-18T13:00:00+00:00,2022-07-18T15:00:00+00:00,long,1717.271,1711.2435753727877,1732.3395615680306,-1.0,-1.0,stop,1735.0963515624999,1711.405890625,1744.236765625,1697.602,1745.356
no-profile-ablation,2022-07-27T01:45:00+00:00,2022-07-27T06:00:00+00:00,short,1716.889,1720.3407387768668,1708.2596530578326,-1.0,-1.0,stop,1712.1107578125,1700.472796875,1721.010375,1680.848,1739.266
no-profile-ablation,2022-08-08T13:15:00+00:00,2022-08-08T14:00:00+00:00,short,1781.209,1785.220983386224,1771.1790415344403,-1.0,-1.0,stop,1773.5304101562501,1760.062890625,1780.343390625,1754.359,1794.92
no-profile-ablation,2022-09-05T01:15:00+00:00,2022-09-06T00:45:00+00:00,long,1712.73,1707.581405092877,1725.6014872678074,2.5,2.5,target,1723.9896796875,1706.9287656249999,1741.493734375,1688.76,1745.482
no-profile-ablation,2022-09-14T02:30:00+00:00,2022-09-14T04:00:00+00:00,long,1703.56,1700.150516904633,1712.0837077384176,-1.0,-1.0,stop,1716.1700585937501,1704.7472890625,1721.658921875,1691.396,1729.373
no-profile-ablation,2022-12-06T14:30:00+00:00,2022-12-07T14:30:00+00:00,short,1775.388,1780.8949967205097,1761.6205081987255,-1.0,-1.0,stop,1754.5821328124998,1739.639,1784.721671875,1739.639,1804.477
no-profile-ablation,2022-12-08T08:30:00+00:00,2022-12-08T13:00:00+00:00,short,1783.354,1787.2765660338919,1773.5475849152704,-1.0,-1.0,stop,1754.5821328124998,1739.639,1784.721671875,1739.639,1804.477
no-profile-ablation,2022-12-15T14:15:00+00:00,2022-12-16T15:15:00+00:00,long,1781.264,1773.5591172177951,1800.526206955512,1.1549818798740552,1.1549818798740552,time,1772.85961328125,1767.861984375,1793.367125,1765.794,1809.911
no-profile-ablation,2022-12-27T13:00:00+00:00,2022-12-27T15:00:00+00:00,short,1808.887,1811.7611809564823,1801.701547608794,-1.0,-1.0,stop,1817.7076015625,1794.43915625,1821.299375,1783.82,1823.798
no-profile-ablation,2023-01-19T01:00:00+00:00,2023-01-19T03:45:00+00:00,short,1905.13,1909.8354618714038,1893.3663453214908,-1.0,-1.0,stop,1877.1845937500002,1868.8422500000001,1891.5163125000001,1867.131,1921.891
no-profile-ablation,2023-02-22T06:00:00+00:00,2023-02-22T08:30:00+00:00,long,1837.102,1834.500815287863,1843.604961780343,-1.0,-1.0,stop,1836.025171875,1822.52571875,1855.56915625,1818.899,1870.479
no-profile-ablation,2023-03-22T02:15:00+00:00,2023-03-22T08:15:00+00:00,short,1941.404,1944.6821245680094,1933.2086885799765,-1.0,-1.0,stop,1904.8435273437499,1898.911515625,1932.6783515625,1871.533,1988.348
no-profile-ablation,2023-03-28T10:45:00+00:00,2023-03-28T17:15:00+00:00,long,1957.075,1950.8176579525355,1972.7183551186615,2.5,2.5,target,1978.1554296875001,1965.461359375,1999.705828125,1934.169,2009.743
no-profile-ablation,2023-04-10T12:15:00+00:00,2023-04-10T14:30:00+00:00,short,1998.105,2003.1126835415225,1985.5857911461937,2.5,2.5,target,2021.4582578125,1985.073140625,2032.084,1949.654,2032.084
no-profile-ablation,2023-04-11T20:45:00+00:00,2023-04-12T01:15:00+00:00,short,2003.195,2007.04532739611,1993.5691815097248,-1.0,-1.0,stop,2021.4582578125,1985.073140625,2032.084,1949.654,2032.084
no-profile-ablation,2023-04-17T11:45:00+00:00,2023-04-17T12:30:00+00:00,long,2009.238,2004.6889726562963,2020.6105683592596,-1.0,-1.0,stop,2003.8359335937498,1986.792984375,2022.9764765625,1981.549,2048.672
no-profile-ablation,2023-04-25T12:45:00+00:00,2023-04-26T13:45:00+00:00,long,1988.098,1979.3161056061738,2010.0527359845655,1.7078319696652122,1.7078319696652122,time,2003.7584921875,1989.6181093750001,2010.02321875,1969.213,2015.035
no-profile-ablation,2023-04-26T18:00:00+00:00,2023-04-27T05:00:00+00:00,long,1988.447,1983.0280804442675,2001.9942988893308,2.5,2.5,target,2003.7584921875,1989.6181093750001,2010.02321875,1969.213,2015.035
no-profile-ablation,2023-04-28T01:45:00+00:00,2023-04-28T05:00:00+00:00,long,1990.875,1986.1610576918558,2002.6598557703605,-1.0,-1.0,stop,2003.7584921875,1989.6181093750001,2010.02321875,1969.213,2015.035
