slug,strategy,symbol,side,side_sign,open_time,close_time,r,net_profit,lookup,feature_date,xauusd,xagusd,xauusd_r1,xauusd_ret1,xauusd_imp1,xauusd_ret3,xauusd_imp3,xauusd_ret5,xauusd_imp5,xauusd_ret10,xauusd_imp10,xauusd_ret20,xauusd_imp20,xauusd_ret40,xauusd_imp40,xauusd_ret60,xauusd_imp60,xagusd_r1,xagusd_ret1,xagusd_imp1,xagusd_ret3,xagusd_imp3,xagusd_ret5,xagusd_imp5,xagusd_ret10,xagusd_imp10,xagusd_ret20,xagusd_imp20,xagusd_ret40,xagusd_imp40,xagusd_ret60,xagusd_imp60,corr20,ratio_z20,corr40,ratio_z40,corr60,ratio_z60,own_ret1,peer_ret1,peer_imp1,own_ret3,peer_ret3,peer_imp3,own_ret5,peer_ret5,peer_imp5,own_ret10,peer_ret10,peer_imp10,own_ret20,peer_ret20,peer_imp20,own_ret40,peer_ret40,peer_imp40,own_ret60,peer_ret60,peer_imp60,conv20,conv40,conv60
orb-volume-profile,ORB Volume Profile,XAUUSD,Short,-1,2025-10-01 15:20:00,2025-10-01 19:55:00,-0.33,-47.71,2025-09-30 23:59:59.999999999,2025-09-30,3863.007,46.714,0.007820285434512186,0.007820285434512186,1.0389360199984512,0.026728844480381042,2.0501505569679397,0.031558466823373266,1.874981956451549,0.059374580574308666,2.4944037660741016,0.07294639979838458,2.166980800676495,0.14678402887786213,3.083294491438453,0.11960367655483317,2.051327978205331,-0.002223838747394069,-0.002223838747394069,-0.18645263171572238,0.014229284579857282,0.6887913151133359,0.061378159497185614,2.301410466898242,0.11301533799319063,2.9964194876829278,0.1336720761632515,2.506056859103375,0.2061946226141278,2.733458999581215,0.17429630381737526,1.886591080933504,0.5900489349745207,-1.265048032235003,0.6584400119342227,-1.9886757435670879,0.6938544987141484,-2.2683549831871073,0.007820285434512186,-0.002223838747394069,-0.18645263171572238,0.026728844480381042,0.014229284579857282,0.6887913151133359,0.031558466823373266,0.061378159497185614,2.301410466898242,0.059374580574308666,0.11301533799319063,2.9964194876829278,0.07294639979838458,0.1336720761632515,2.506056859103375,0.14678402887786213,0.2061946226141278,2.733458999581215,0.11960367655483317,0.17429630381737526,1.886591080933504,1.265048032235003,1.9886757435670879,2.2683549831871073
orb-volume-profile-high-win-0-75r,ORB High-Win 0.75R,XAUUSD,Short,-1,2025-10-01 15:20:00,2025-10-01 19:55:00,-0.35,-37.11,2025-09-30 23:59:59.999999999,2025-09-30,3863.007,46.714,0.007820285434512186,0.007820285434512186,1.0389360199984512,0.026728844480381042,2.0501505569679397,0.031558466823373266,1.874981956451549,0.059374580574308666,2.4944037660741016,0.07294639979838458,2.166980800676495,0.14678402887786213,3.083294491438453,0.11960367655483317,2.051327978205331,-0.002223838747394069,-0.002223838747394069,-0.18645263171572238,0.014229284579857282,0.6887913151133359,0.061378159497185614,2.301410466898242,0.11301533799319063,2.9964194876829278,0.1336720761632515,2.506056859103375,0.2061946226141278,2.733458999581215,0.17429630381737526,1.886591080933504,0.5900489349745207,-1.265048032235003,0.6584400119342227,-1.9886757435670879,0.6938544987141484,-2.2683549831871073,0.007820285434512186,-0.002223838747394069,-0.18645263171572238,0.026728844480381042,0.014229284579857282,0.6887913151133359,0.031558466823373266,0.061378159497185614,2.301410466898242,0.059374580574308666,0.11301533799319063,2.9964194876829278,0.07294639979838458,0.1336720761632515,2.506056859103375,0.14678402887786213,0.2061946226141278,2.733458999581215,0.11960367655483317,0.17429630381737526,1.886591080933504,1.265048032235003,1.9886757435670879,2.2683549831871073
xau-orb-new-york-m30,XAU ORB New York M30,XAUUSD,Short,-1,2025-11-17 16:00:00,2025-11-17 16:18:03,-0.0,-0.35,2025-11-16 23:59:59.999999999,2025-11-16,4096.537,50.84,0.0028936964568408996,0.0028936964568408996,0.20276000938577196,-0.02283961874880802,-0.9239693243212971,-0.005719675811464597,-0.17923207876750155,0.040269983375802454,0.8922997687964067,-0.006143854075583377,-0.09626207620052375,0.05869608691385153,0.6502921083145327,0.1316424867122361,1.190830042048648,0.005700718656771908,0.005700718656771908,0.28009802344857887,-0.04616411224012795,-1.3095566701380366,0.006630905255928798,0.14570292035779772,0.07649537459529299,1.1885449517281375,0.04078921247170175,0.4481369546720505,0.08463954070596813,0.6575423635408718,0.21831161686921963,1.3847827883539263,0.8801599529644045,-1.0743270806426628,0.8793416977743913,-0.8719792225853719,0.8485557524224171,-1.0590198340288974,0.0028936964568408996,0.005700718656771908,0.28009802344857887,-0.02283961874880802,-0.04616411224012795,-1.3095566701380366,-0.005719675811464597,0.006630905255928798,0.14570292035779772,0.040269983375802454,0.07649537459529299,1.1885449517281375,-0.006143854075583377,0.04078921247170175,0.4481369546720505,0.05869608691385153,0.08463954070596813,0.6575423635408718,0.1316424867122361,0.21831161686921963,1.3847827883539263,1.0743270806426628,0.8719792225853719,1.0590198340288974
orb-volume-profile-high-win-0-75r,ORB High-Win 0.75R,XAUUSD,Short,-1,2025-11-20 16:00:00,2025-11-20 16:48:41,0.13,13.28,2025-11-19 23:59:59.999999999,2025-11-19,4104.742,51.728,0.006837391946332261,0.006837391946332261,0.4740892367147255,0.0020009080870142526,0.0801006668490352,-0.01959771654228426,-0.6077011933453523,0.025473100109122626,0.558536323362735,0.026214096438046397,0.406433516208367,0.05447308091654435,0.5972024254415608,0.1187878970289642,1.0633254000625865,0.016607921393839042,0.016607921393839042,0.8057341005547869,0.01731577466182399,0.48501789440996884,-0.01527098701368157,-0.3313283284000667,0.06786397422228818,1.041155871884057,0.09659657753659845,1.0479081193538617,0.07481904362553626,0.5739295958730694,0.22751242211648304,1.4249707591226435,0.8809252088946643,-1.5700504064057819,0.8872329157410549,-1.476357140458141,0.8542839469867293,-1.5260470924160994,0.006837391946332261,0.016607921393839042,0.8057341005547869,0.0020009080870142526,0.01731577466182399,0.48501789440996884,-0.01959771654228426,-0.01527098701368157,-0.3313283284000667,0.025473100109122626,0.06786397422228818,1.041155871884057,0.026214096438046397,0.09659657753659845,1.0479081193538617,0.05447308091654435,0.07481904362553626,0.5739295958730694,0.1187878970289642,0.22751242211648304,1.4249707591226435,1.5700504064057819,1.476357140458141,1.5260470924160994
orb-volume-profile,ORB Volume Profile,XAUUSD,Short,-1,2025-11-20 16:00:00,2025-11-20 18:05:45,-0.0,-0.34,2025-11-19 23:59:59.999999999,2025-11-19,4104.742,51.728,0.006837391946332261,0.006837391946332261,0.4740892367147255,0.0020009080870142526,0.0801006668490352,-0.01959771654228426,-0.6077011933453523,0.025473100109122626,0.558536323362735,0.026214096438046397,0.406433516208367,0.05447308091654435,0.5972024254415608,0.1187878970289642,1.0633254000625865,0.016607921393839042,0.016607921393839042,0.8057341005547869,0.01731577466182399,0.48501789440996884,-0.01527098701368157,-0.3313283284000667,0.06786397422228818,1.041155871884057,0.09659657753659845,1.0479081193538617,0.07481904362553626,0.5739295958730694,0.22751242211648304,1.4249707591226435,0.8809252088946643,-1.5700504064057819,0.8872329157410549,-1.476357140458141,0.8542839469867293,-1.5260470924160994,0.006837391946332261,0.016607921393839042,0.8057341005547869,0.0020009080870142526,0.01731577466182399,0.48501789440996884,-0.01959771654228426,-0.01527098701368157,-0.3313283284000667,0.025473100109122626,0.06786397422228818,1.041155871884057,0.026214096438046397,0.09659657753659845,1.0479081193538617,0.05447308091654435,0.07481904362553626,0.5739295958730694,0.1187878970289642,0.22751242211648304,1.4249707591226435,1.5700504064057819,1.476357140458141,1.5260470924160994
orb-volume-profile-volume-confirmed,ORB Volume-Confirmed,XAUUSD,Short,-1,2025-11-20 16:30:00,2025-11-20 20:55:00,-0.36,-43.87,2025-11-19 23:59:59.999999999,2025-11-19,4104.742,51.728,0.006837391946332261,0.006837391946332261,0.4740892367147255,0.0020009080870142526,0.0801006668490352,-0.01959771654228426,-0.6077011933453523,0.025473100109122626,0.558536323362735,0.026214096438046397,0.406433516208367,0.05447308091654435,0.5972024254415608,0.1187878970289642,1.0633254000625865,0.016607921393839042,0.016607921393839042,0.8057341005547869,0.01731577466182399,0.48501789440996884,-0.01527098701368157,-0.3313283284000667,0.06786397422228818,1.041155871884057,0.09659657753659845,1.0479081193538617,0.07481904362553626,0.5739295958730694,0.22751242211648304,1.4249707591226435,0.8809252088946643,-1.5700504064057819,0.8872329157410549,-1.476357140458141,0.8542839469867293,-1.5260470924160994,0.006837391946332261,0.016607921393839042,0.8057341005547869,0.0020009080870142526,0.01731577466182399,0.48501789440996884,-0.01959771654228426,-0.01527098701368157,-0.3313283284000667,0.025473100109122626,0.06786397422228818,1.041155871884057,0.026214096438046397,0.09659657753659845,1.0479081193538617,0.05447308091654435,0.07481904362553626,0.5739295958730694,0.1187878970289642,0.22751242211648304,1.4249707591226435,1.5700504064057819,1.476357140458141,1.5260470924160994
orb-volume-profile-high-win-0-75r,ORB High-Win 0.75R,XAUUSD,Short,-1,2025-12-16 15:20:00,2025-12-16 16:21:42,0.69,73.02,2025-12-15 23:59:59.999999999,2025-12-15,4304.23,63.917,0.0004038703756492623,0.0004038703756492623,0.028625640058747414,0.006439257228407769,0.26350469312407465,0.02190998464831395,0.694496847768295,0.022790220907802805,0.5108127662565503,0.05689107921592118,0.9016591251841454,0.08513384770210486,0.9540814988740854,0.08093443762644448,0.7405782207003858,0.030999519160396893,0.030999519160396893,1.3361032205531296,0.013387713341553642,0.33314310612394815,0.04907494899451592,0.94593197951232,0.08821679053759279,1.2023649474984242,0.2449625411894023,2.36085728300557,0.2905178870632321,1.9798301541999621,0.2760628067097537,1.5360923534682005,0.4923800235704183,-1.4083778168776027,0.7265624708370301,-1.976539083099723,0.7948648101877857,-2.4090952180227343,0.0004038703756492623,0.030999519160396893,1.3361032205531296,0.006439257228407769,0.013387713341553642,0.33314310612394815,0.02190998464831395,0.04907494899451592,0.94593197951232,0.022790220907802805,0.08821679053759279,1.2023649474984242,0.05689107921592118,0.2449625411894023,2.36085728300557,0.08513384770210486,0.2905178870632321,1.9798301541999621,0.08093443762644448,0.2760628067097537,1.5360923534682005,1.4083778168776027,1.976539083099723,2.4090952180227343
orb-volume-profile,ORB Volume Profile,XAUUSD,Short,-1,2025-12-16 15:20:00,2025-12-16 17:06:38,0.45,64.51,2025-12-15 23:59:59.999999999,2025-12-15,4304.23,63.917,0.0004038703756492623,0.0004038703756492623,0.028625640058747414,0.006439257228407769,0.26350469312407465,0.02190998464831395,0.694496847768295,0.022790220907802805,0.5108127662565503,0.05689107921592118,0.9016591251841454,0.08513384770210486,0.9540814988740854,0.08093443762644448,0.7405782207003858,0.030999519160396893,0.030999519160396893,1.3361032205531296,0.013387713341553642,0.33314310612394815,0.04907494899451592,0.94593197951232,0.08821679053759279,1.2023649474984242,0.2449625411894023,2.36085728300557,0.2905178870632321,1.9798301541999621,0.2760628067097537,1.5360923534682005,0.4923800235704183,-1.4083778168776027,0.7265624708370301,-1.976539083099723,0.7948648101877857,-2.4090952180227343,0.0004038703756492623,0.030999519160396893,1.3361032205531296,0.006439257228407769,0.013387713341553642,0.33314310612394815,0.02190998464831395,0.04907494899451592,0.94593197951232,0.022790220907802805,0.08821679053759279,1.2023649474984242,0.05689107921592118,0.2449625411894023,2.36085728300557,0.08513384770210486,0.2905178870632321,1.9798301541999621,0.08093443762644448,0.2760628067097537,1.5360923534682005,1.4083778168776027,1.976539083099723,2.4090952180227343
orb-volume-profile-volume-confirmed,ORB Volume-Confirmed,XAUUSD,Short,-1,2025-12-16 15:20:00,2025-12-16 17:06:38,0.47,56.43,2025-12-15 23:59:59.999999999,2025-12-15,4304.23,63.917,0.0004038703756492623,0.0004038703756492623,0.028625640058747414,0.006439257228407769,0.26350469312407465,0.02190998464831395,0.694496847768295,0.022790220907802805,0.5108127662565503,0.05689107921592118,0.9016591251841454,0.08513384770210486,0.9540814988740854,0.08093443762644448,0.7405782207003858,0.030999519160396893,0.030999519160396893,1.3361032205531296,0.013387713341553642,0.33314310612394815,0.04907494899451592,0.94593197951232,0.08821679053759279,1.2023649474984242,0.2449625411894023,2.36085728300557,0.2905178870632321,1.9798301541999621,0.2760628067097537,1.5360923534682005,0.4923800235704183,-1.4083778168776027,0.7265624708370301,-1.976539083099723,0.7948648101877857,-2.4090952180227343,0.0004038703756492623,0.030999519160396893,1.3361032205531296,0.006439257228407769,0.013387713341553642,0.33314310612394815,0.02190998464831395,0.04907494899451592,0.94593197951232,0.022790220907802805,0.08821679053759279,1.2023649474984242,0.05689107921592118,0.2449625411894023,2.36085728300557,0.08513384770210486,0.2905178870632321,1.9798301541999621,0.08093443762644448,0.2760628067097537,1.5360923534682005,1.4083778168776027,1.976539083099723,2.4090952180227343
xag-session-vwap-snapback,XAG Session VWAP Snapback,XAGUSD,Long,1,2025-12-16 18:30:00,2025-12-16 19:46:02,0.9,87.1,2025-12-15 23:59:59.999999999,2025-12-15,4304.23,63.917,0.0004038703756492623,0.0004038703756492623,0.028625640058747414,0.006439257228407769,0.26350469312407465,0.02190998464831395,0.694496847768295,0.022790220907802805,0.5108127662565503,0.05689107921592118,0.9016591251841454,0.08513384770210486,0.9540814988740854,0.08093443762644448,0.7405782207003858,0.030999519160396893,0.030999519160396893,1.3361032205531296,0.013387713341553642,0.33314310612394815,0.04907494899451592,0.94593197951232,0.08821679053759279,1.2023649474984242,0.2449625411894023,2.36085728300557,0.2905178870632321,1.9798301541999621,0.2760628067097537,1.5360923534682005,0.4923800235704183,-1.4083778168776027,0.7265624708370301,-1.976539083099723,0.7948648101877857,-2.4090952180227343,0.030999519160396893,0.0004038703756492623,0.028625640058747414,0.013387713341553642,0.006439257228407769,0.26350469312407465,0.04907494899451592,0.02190998464831395,0.694496847768295,0.08821679053759279,0.022790220907802805,0.5108127662565503,0.2449625411894023,0.05689107921592118,0.9016591251841454,0.2905178870632321,0.08513384770210486,0.9540814988740854,0.2760628067097537,0.08093443762644448,0.7405782207003858,-1.4083778168776027,-1.976539083099723,-2.4090952180227343
