starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,138.53,-161.47,-53.82,43,6,37,13.95,-11.23,-0.2611,0.0439,55.19,M15
300.0,231.43,-68.57,-22.86,16,3,13,18.75,-3.94,-0.2461,0.0345,47.23,M30
