starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,312.87,12.87,4.29,21,9,12,42.86,1.46,0.0693,0.0201,18.28,M15
300.0,277.99,-22.01,-7.34,21,9,12,42.86,-1.21,-0.0578,0.0083,12.74,M30
