starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,332.53,32.53,10.84,10,6,4,60.0,2.3,0.2298,0.0211,8.89,M15
300.0,324.04,24.04,8.01,8,5,3,62.5,1.72,0.2148,0.0094,6.31,M30
