starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,symbol
300.0,341.45,41.45,13.82,15,9,6,60.0,2.96,0.1974,0.019,12.8,US30
300.0,315.57,15.57,5.19,3,2,1,66.67,1.05,0.3514,0.0001,1.36,XAUUSD
