kind,server_epoch,ny_day,side,high,low,poc,vah,val,requested_entry,stop,lots,planned_cash_risk,cutoff_epoch
profile,1761572100,20251027,0,116420.9,114365.68,115280.9,115585.97,114911.6,0.0,0.0,0.0,0.0,1761595200
entry,1761572400,20251027,-1,116420.9,114365.68,115280.9,115585.97,114911.6,114732.4,115008.92,0.37,102.3124,1761595200
profile,1761658500,20251028,0,115187.63,113475.06,113916.58,114438.38,113796.17,0.0,0.0,0.0,0.0,1761681600
entry,1761658500,20251028,1,115187.63,113475.06,113916.58,114438.38,113796.17,115059.33,114954.2,0.96,100.92479999999999,1761681600
profile,1761744900,20251029,0,113679.2,112090.93,113071.19,113406.22,112612.08,0.0,0.0,0.0,0.0,1761768000
entry,1761747600,20251029,-1,113679.2,112090.93,113071.19,113406.22,112612.08,112489.7,112724.53,0.43,100.9769,1761768000
profile,1761831300,20251030,0,111619.99,107931.82,110035.23,111619.99,109084.37,0.0,0.0,0.0,0.0,1761854400
entry,1761831300,20251030,-1,111619.99,107931.82,110035.23,111619.99,109084.37,108353.56,108558.19,0.49,100.2687,1761854400
profile,1761917700,20251031,0,110678.46,108267.57,109680.2,110188.75,109246.99,0.0,0.0,0.0,0.0,1761940800
entry,1761919800,20251031,1,110678.46,108267.57,109680.2,110188.75,109246.99,110331.7,109899.99,0.24,103.61039999999998,1761940800
profile,1762180500,20251103,0,110758.52,106724.74,107638.64,108174.38,107039.88,0.0,0.0,0.0,0.0,1762203600
target_behind_entry,1762183800,20251103,-1,110758.52,106724.74,107638.64,108174.38,107039.88,105984.78,107148.0,0.0,0.0,1762203600
profile,1762266900,20251104,0,107285.8,103527.15,104554.91,105582.66,103527.15,0.0,0.0,0.0,0.0,1762290000
target_behind_entry,1762266900,20251104,-1,107285.8,103527.15,104554.91,105582.66,103527.15,103420.03,103789.62,0.0,0.0,1762290000
profile,1762353300,20251105,0,103247.71,98940.63,101800.8,102440.13,100824.98,0.0,0.0,0.0,0.0,1762376400
entry,1762353600,20251105,1,103247.71,98940.63,101800.8,102440.13,100824.98,102677.06,102162.36,0.2,102.94000000000001,1762376400
profile,1762439700,20251106,0,104209.51,102357.78,103182.38,103486.18,102849.65,0.0,0.0,0.0,0.0,1762462800
entry,1762439700,20251106,-1,104209.51,102357.78,103182.38,103486.18,102849.65,102578.39,102885.39,0.33,101.31,1762462800
profile,1762526100,20251107,0,102474.27,99172.83,100127.15,101803.67,99791.85,0.0,0.0,0.0,0.0,1762549200
entry,1762526400,20251107,-1,102474.27,99172.83,100127.15,101803.67,99791.85,99531.54,100034.15,0.21,105.5481,1762549200
profile,1762785300,20251110,0,106675.46,104234.62,106198.73,106408.49,105874.56,0.0,0.0,0.0,0.0,1762808400
entry,1762785600,20251110,-1,106675.46,104234.62,106198.73,106408.49,105874.56,105610.15,105981.59,0.28,104.0032,1762808400
profile,1762871700,20251111,0,107481.21,104202.1,105149.97,106610.2,104714.46,0.0,0.0,0.0,0.0,1762894800
entry,1762871700,20251111,-1,107481.21,104202.1,105149.97,106610.2,104714.46,104239.36,104483.87,0.42,102.6942,1762894800
profile,1762958100,20251112,0,105329.86,102639.9,103291.37,104783.46,102808.02,0.0,0.0,0.0,0.0,1762981200
entry,1762962300,20251112,-1,105329.86,102639.9,103291.37,104783.46,102808.02,102776.32,102951.79,0.59,103.5273,1762981200
profile,1763044500,20251113,0,104046.08,100899.0,102939.68,103259.31,101882.46,0.0,0.0,0.0,0.0,1763067600
entry,1763045100,20251113,-1,104046.08,100899.0,102939.68,103259.31,101882.46,101802.89,102473.65,0.16,107.3216,1763067600
profile,1763130900,20251114,0,99841.94,94490.31,97040.7,98002.32,94908.41,0.0,0.0,0.0,0.0,1763154000
entry,1763147100,20251114,-1,99841.94,94490.31,97040.7,98002.32,94908.41,94768.13,95124.84,0.29,103.44589999999998,1763154000
profile,1763390100,20251117,0,95960.04,93486.94,94897.38,95766.83,94723.49,0.0,0.0,0.0,0.0,1763413200
entry,1763391600,20251117,-1,95960.04,93486.94,94897.38,95766.83,94723.49,94697.39,94893.83,0.52,102.14880000000001,1763413200
profile,1763476500,20251118,0,92252.32,89072.87,91233.9,92252.32,90215.48,0.0,0.0,0.0,0.0,1763499600
target_behind_entry,1763479200,20251118,1,92252.32,89072.87,91233.9,92252.32,90215.48,92310.34,91878.95,0.0,0.0,1763499600
profile,1763562900,20251119,0,92941.3,89963.82,91382.78,92243.45,90754.71,0.0,0.0,0.0,0.0,1763586000
entry,1763566500,20251119,-1,92941.3,89963.82,91382.78,92243.45,90754.71,90666.48,91202.11,0.19,101.7697,1763586000
profile,1763649300,20251120,0,93082.77,90362.74,91786.51,92487.76,91510.25,0.0,0.0,0.0,0.0,1763672400
entry,1763649300,20251120,-1,93082.77,90362.74,91786.51,92487.76,91510.25,91221.04,91599.04,0.27,102.06,1763672400
profile,1763735700,20251121,0,87404.88,80542.33,83705.54,85582.02,81400.15,0.0,0.0,0.0,0.0,1763758800
profile,1763994900,20251124,0,88021.03,85647.1,85962.39,87093.71,85832.56,0.0,0.0,0.0,0.0,1764018000
target_behind_entry,1763995500,20251124,-1,88021.03,85647.1,85962.39,87093.71,85832.56,85527.28,86105.97,0.0,0.0,1764018000
profile,1764081300,20251125,0,88492.72,86652.29,87586.88,88176.4,87313.69,0.0,0.0,0.0,0.0,1764104400
entry,1764081300,20251125,-1,88492.72,86652.29,87586.88,88176.4,87313.69,87168.05,87215.44,2.16,102.36240000000001,1764104400
profile,1764167700,20251126,0,88204.95,86288.21,87501.15,87995.31,86947.09,0.0,0.0,0.0,0.0,1764190800
entry,1764169200,20251126,-1,88204.95,86288.21,87501.15,87995.31,86947.09,86893.8,87238.93,0.33,113.8929,1764190800
profile,1764254100,20251127,0,91953.46,90066.33,91407.96,91747.06,90921.44,0.0,0.0,0.0,0.0,1764277200
entry,1764254100,20251127,-1,91953.46,90066.33,91407.96,91747.06,90921.44,90845.92,90968.41,0.92,112.6908,1764277200
profile,1764340500,20251128,0,92996.65,90647.94,91547.06,91675.5,90941.53,0.0,0.0,0.0,0.0,1764363600
entry,1764340500,20251128,1,92996.65,90647.94,91547.06,91675.5,90941.53,92601.22,92550.47,2.23,113.1725,1764363600
profile,1764599700,20251201,0,90440.81,84735.1,85938.65,87409.65,85270.01,0.0,0.0,0.0,0.0,1764622800
entry,1764603000,20251201,-1,90440.81,84735.1,85938.65,87409.65,85270.01,84949.21,85337.6,0.29,112.63309999999998,1764622800
profile,1764686100,20251202,0,88813.52,86190.08,86989.41,87255.85,86354.05,0.0,0.0,0.0,0.0,1764709200
entry,1764686100,20251202,1,88813.52,86190.08,86989.41,87255.85,86354.05,88765.45,88450.82,0.36,113.26679999999999,1764709200
profile,1764772500,20251203,0,93987.47,91023.63,92991.81,93709.61,92459.24,0.0,0.0,0.0,0.0,1764795600
entry,1764772500,20251203,-1,93987.47,91023.63,92991.81,93709.61,92459.24,92218.79,92601.65,0.3,114.858,1764795600
profile,1764858900,20251204,0,94098.29,92443.01,93361.17,93581.02,92856.83,0.0,0.0,0.0,0.0,1764882000
entry,1764858900,20251204,-1,94098.29,92443.01,93361.17,93581.02,92856.83,92497.29,92807.43,0.36,111.65039999999999,1764882000
profile,1764945300,20251205,0,92735.19,90255.09,91282.01,92425.18,90991.37,0.0,0.0,0.0,0.0,1764968400
entry,1764945300,20251205,-1,92735.19,90255.09,91282.01,92425.18,90991.37,90586.92,90732.12,0.77,111.80399999999999,1764968400
profile,1765204500,20251208,0,92315.88,89852.99,91411.54,92046.5,91084.44,0.0,0.0,0.0,0.0,1765227600
entry,1765204800,20251208,-1,92315.88,89852.99,91411.54,92046.5,91084.44,91017.74,91595.79,0.2,115.61,1765227600
profile,1765290900,20251209,0,90872.91,89472.44,90183.62,90632.2,90107.03,0.0,0.0,0.0,0.0,1765314000
entry,1765291500,20251209,-1,90872.91,89472.44,90183.62,90632.2,90107.03,90104.01,90395.67,0.39,113.74740000000001,1765314000
profile,1765377300,20251210,0,93283.27,91770.34,92065.83,92621.36,91959.46,0.0,0.0,0.0,0.0,1765400400
entry,1765377600,20251210,-1,93283.27,91770.34,92065.83,92621.36,91959.46,91881.89,92027.03,0.77,111.75779999999999,1765400400
profile,1765463700,20251211,0,92113.1,89413.33,90278.1,90467.93,89750.8,0.0,0.0,0.0,0.0,1765486800
entry,1765464900,20251211,-1,92113.1,89413.33,90278.1,90467.93,89750.8,89499.71,89872.19,0.3,111.744,1765486800
profile,1765550100,20251212,0,92791.1,91474.17,92389.85,92523.6,92153.21,0.0,0.0,0.0,0.0,1765573200
entry,1765551300,20251212,1,92791.1,91474.17,92389.85,92523.6,92153.21,92601.2,92233.39,0.31,114.0211,1765573200
profile,1765809300,20251215,0,90037.73,88068.42,89622.33,89945.42,89299.24,0.0,0.0,0.0,0.0,1765832400
entry,1765809300,20251215,-1,90037.73,88068.42,89622.33,89945.42,89299.24,89076.36,89412.4,0.33,110.89320000000001,1765832400
profile,1765895700,20251216,0,87799.59,85253.17,86944.15,87481.29,86009.14,0.0,0.0,0.0,0.0,1765918800
entry,1765900200,20251216,1,87799.59,85253.17,86944.15,87481.29,86009.14,87598.89,87228.92,0.3,110.991,1765918800
profile,1765982100,20251217,0,87948.39,86189.92,86835.61,87398.87,86327.3,0.0,0.0,0.0,0.0,1766005200
entry,1765982100,20251217,1,87948.39,86189.92,86835.61,87398.87,86327.3,87586.32,87551.41,3.12,108.91919999999999,1766005200
profile,1766068500,20251218,0,89446.56,85828.62,87326.67,87863.71,85828.62,0.0,0.0,0.0,0.0,1766091600
entry,1766068500,20251218,1,89446.56,85828.62,87326.67,87863.71,85828.62,88444.64,88265.45,0.6,107.514,1766091600
profile,1766154900,20251219,0,88343.28,85057.98,87958.28,88343.28,86854.63,0.0,0.0,0.0,0.0,1766178000
target_behind_entry,1766155500,20251219,1,88343.28,85057.98,87958.28,88343.28,86854.63,88471.14,87460.73,0.0,0.0,1766178000
profile,1766414100,20251222,0,90580.68,87873.37,88952.06,89734.65,88127.18,0.0,0.0,0.0,0.0,1766437200
entry,1766414100,20251222,1,90580.68,87873.37,88952.06,89734.65,88127.18,89857.98,89615.84,0.44,106.54159999999999,1766437200
profile,1766500500,20251223,0,88897.36,86972.13,87498.56,88085.15,87062.38,0.0,0.0,0.0,0.0,1766523600
entry,1766501400,20251223,-1,88897.36,86972.13,87498.56,88085.15,87062.38,87062.2,87401.36,0.32,108.53120000000001,1766523600
profile,1766586900,20251224,0,87790.95,86663.06,87253.44,87403.24,86874.54,0.0,0.0,0.0,0.0,1766610000
target_behind_entry,1766587200,20251224,-1,87790.95,86663.06,87253.44,87403.24,86874.54,86581.35,87054.86,0.0,0.0,1766610000
profile,1766673300,20251225,0,87913.35,87197.79,87740.05,87835.09,87466.13,0.0,0.0,0.0,0.0,1766696400
target_behind_entry,1766676600,20251225,1,87913.35,87197.79,87740.05,87835.09,87466.13,88021.84,87776.0,0.0,0.0,1766696400
profile,1766759700,20251226,0,89518.51,86825.73,88698.05,89181.91,88508.72,0.0,0.0,0.0,0.0,1766782800
entry,1766760300,20251226,-1,89518.51,86825.73,88698.05,89181.91,88508.72,88350.0,88598.99,0.43,107.0657,1766782800
profile,1767018900,20251229,0,90330.29,86690.38,87287.55,89420.31,86747.25,0.0,0.0,0.0,0.0,1767042000
profile,1767105300,20251230,0,88299.88,86718.89,87892.28,88299.88,87212.95,0.0,0.0,0.0,0.0,1767128400
target_behind_entry,1767106500,20251230,1,88299.88,86718.89,87892.28,88299.88,87212.95,88757.84,88210.92,0.0,0.0,1767128400
profile,1767191700,20251231,0,89132.77,88072.55,88577.81,88751.75,88287.91,0.0,0.0,0.0,0.0,1767214800
entry,1767192600,20251231,-1,89132.77,88072.55,88577.81,88751.75,88287.91,88237.3,88567.55,0.34,112.28500000000001,1767214800
profile,1767278101,20260101,0,87952.49,87388.38,87851.13,87899.6,87591.11,0.0,0.0,0.0,0.0,1767301200
entry,1767280800,20260101,1,87952.49,87388.38,87851.13,87899.6,87591.11,87929.16,87866.72,1.81,113.0164,1767301200
profile,1767364500,20260102,0,89853.43,88263.03,88747.61,89331.58,88312.73,0.0,0.0,0.0,0.0,1767387600
entry,1767365400,20260102,1,89853.43,88263.03,88747.61,89331.58,88312.73,89741.97,89052.71,0.17,117.17420000000001,1767387600
profile,1767623700,20260105,0,93379.81,91474.97,92888.72,93022.65,92338.1,0.0,0.0,0.0,0.0,1767646800
entry,1767624300,20260105,1,93379.81,91474.97,92888.72,93022.65,92338.1,93232.69,92751.35,0.24,115.52159999999999,1767646800
profile,1767710100,20260106,0,94442.23,93104.98,93742.26,93982.55,93543.77,0.0,0.0,0.0,0.0,1767733200
entry,1767710100,20260106,1,94442.23,93104.98,93742.26,93982.55,93543.77,94053.81,93982.67,1.58,112.4012,1767733200
profile,1767796500,20260107,0,93727.53,91431.95,92741.15,93727.53,92041.71,0.0,0.0,0.0,0.0,1767819600
entry,1767796500,20260107,-1,93727.53,91431.95,92741.15,93727.53,92041.71,91582.26,91645.97,1.76,112.1296,1767819600
profile,1767882900,20260108,0,91613.04,89293.79,89891.72,90852.04,89656.17,0.0,0.0,0.0,0.0,1767906000
entry,1767883200,20260108,-1,91613.04,89293.79,89891.72,90852.04,89656.17,89458.97,89828.37,0.3,110.82,1767906000
profile,1767969300,20260109,0,91580.78,89592.71,90975.04,91580.78,90400.36,0.0,0.0,0.0,0.0,1767992400
entry,1767969300,20260109,-1,91580.78,89592.71,90975.04,91580.78,90400.36,90140.28,90556.2,0.27,112.29840000000002,1767992400
profile,1768228500,20260112,0,92408.79,90007.18,90626.35,91733.34,90232.33,0.0,0.0,0.0,0.0,1768251600
entry,1768234200,20260112,1,92408.79,90007.18,90626.35,91733.34,90232.33,91770.12,91543.28,0.49,111.1516,1768251600
profile,1768314900,20260113,0,92608.0,90938.17,91942.68,92503.64,91746.99,0.0,0.0,0.0,0.0,1768338000
target_behind_entry,1768315200,20260113,1,92608.0,90938.17,91942.68,92503.64,91746.99,92659.99,92375.6,0.0,0.0,1768338000
profile,1768401300,20260114,0,95790.31,94434.04,95038.0,95408.86,94836.68,0.0,0.0,0.0,0.0,1768424400
entry,1768401300,20260114,1,95790.31,94434.04,95038.0,95408.86,94836.68,95518.96,95330.33,0.58,109.40539999999999,1768424400
profile,1768487700,20260115,0,97188.19,95753.42,96526.85,96829.5,96179.37,0.0,0.0,0.0,0.0,1768510800
entry,1768488300,20260115,-1,97188.19,95753.42,96526.85,96829.5,96179.37,95808.61,96247.41,0.26,114.08800000000001,1768510800
profile,1768574100,20260116,0,95843.54,95126.62,95423.47,95630.7,95238.64,0.0,0.0,0.0,0.0,1768597200
entry,1768574700,20260116,-1,95843.54,95126.62,95423.47,95630.7,95238.64,95185.85,95393.55,0.54,112.158,1768597200
profile,1768833302,20260119,0,93648.83,91867.97,92549.71,93008.83,92452.31,0.0,0.0,0.0,0.0,1768856400
entry,1768838401,20260119,1,93648.83,91867.97,92549.71,93008.83,92452.31,93011.67,92973.62,2.88,109.58399999999999,1768856400
profile,1768919700,20260120,0,92818.03,90565.88,90900.18,91727.14,90636.26,0.0,0.0,0.0,0.0,1768942800
target_behind_entry,1768920600,20260120,-1,92818.03,90565.88,90900.18,91727.14,90636.26,90378.6,91005.24,0.0,0.0,1768942800
profile,1769006100,20260121,0,90019.21,88053.54,89113.16,89527.79,88667.81,0.0,0.0,0.0,0.0,1769029200
entry,1769006100,20260121,1,90019.21,88053.54,89113.16,89527.79,88667.81,89846.1,89451.95,0.28,110.36200000000001,1769029200
profile,1769092500,20260122,0,90281.37,89257.48,89921.41,90057.39,89785.42,0.0,0.0,0.0,0.0,1769115600
entry,1769092500,20260122,-1,90281.37,89257.48,89921.41,90057.39,89785.42,89405.91,89560.58,0.7,108.26899999999999,1769115600
profile,1769178900,20260123,0,90002.1,88742.59,89441.22,89923.38,89155.87,0.0,0.0,0.0,0.0,1769202000
entry,1769178900,20260123,-1,90002.1,88742.59,89441.22,89923.38,89155.87,89023.75,89628.47,0.18,108.8496,1769202000
profile,1769438100,20260126,0,88307.99,86410.16,87789.05,87952.15,87418.38,0.0,0.0,0.0,0.0,1769461200
entry,1769438400,20260126,1,88307.99,86410.16,87789.05,87952.15,87418.38,88026.18,87820.26,0.54,111.1968,1769461200
profile,1769524500,20260127,0,88921.72,87619.05,87893.83,88433.22,87659.76,0.0,0.0,0.0,0.0,1769547600
target_behind_entry,1769525100,20260127,-1,88921.72,87619.05,87893.83,88433.22,87659.76,87556.8,87906.37,0.0,0.0,1769547600
profile,1769610901,20260128,0,90381.48,88716.08,89093.4,89444.69,88742.1,0.0,0.0,0.0,0.0,1769634000
entry,1769610901,20260128,1,90381.48,88716.08,89093.4,89444.69,88742.1,89954.7,89758.72,0.57,111.70859999999999,1769634000
profile,1769697302,20260129,0,89228.99,87562.87,87888.28,88213.7,87667.0,0.0,0.0,0.0,0.0,1769720400
entry,1769697302,20260129,-1,89228.99,87562.87,87888.28,88213.7,87667.0,87592.96,87821.69,0.48,109.79039999999999,1769720400
profile,1769783700,20260130,0,84612.98,80942.72,82691.83,82949.89,81860.29,0.0,0.0,0.0,0.0,1769806800
entry,1769783700,20260130,1,84612.98,80942.72,82691.83,82949.89,81860.29,83016.81,82637.42,0.29,110.02309999999999,1769806800
profile,1770042900,20260202,0,78438.64,74534.19,77798.07,78255.62,75815.34,0.0,0.0,0.0,0.0,1770066000
entry,1770042900,20260202,1,78438.64,74534.19,77798.07,78255.62,75815.34,78302.11,77913.5,0.29,112.6969,1770066000
profile,1770129300,20260203,0,79142.03,77577.91,78152.24,78702.12,77944.5,0.0,0.0,0.0,0.0,1770152400
entry,1770129600,20260203,-1,79142.03,77577.91,78152.24,78702.12,77944.5,77707.36,78234.03,0.22,115.86739999999999,1770152400
profile,1770215700,20260204,0,76902.35,74682.94,76052.73,76486.21,75723.29,0.0,0.0,0.0,0.0,1770238800
target_behind_entry,1770215700,20260204,-1,76902.35,74682.94,76052.73,76486.21,75723.29,74673.93,75273.1,0.0,0.0,1770238800
profile,1770302100,20260205,0,73189.92,69035.04,71339.7,72281.04,69814.08,0.0,0.0,0.0,0.0,1770325200
entry,1770303600,20260205,-1,73189.92,69035.04,71339.7,72281.04,69814.08,69291.16,69854.43,0.2,112.654,1770325200
profile,1770388500,20260206,0,67633.99,59788.75,64753.32,67388.83,63956.53,0.0,0.0,0.0,0.0,1770411600
target_behind_entry,1770388500,20260206,1,67633.99,59788.75,64753.32,67388.83,63956.53,67799.53,66988.2,0.0,0.0,1770411600
profile,1770647700,20260209,0,71398.09,68239.95,70386.5,71398.09,69177.52,0.0,0.0,0.0,0.0,1770670800
entry,1770647700,20260209,-1,71398.09,68239.95,70386.5,71398.09,69177.52,68687.12,68995.14,0.37,113.9674,1770670800
profile,1770734100,20260210,0,70504.53,68301.83,68904.13,69575.27,68439.5,0.0,0.0,0.0,0.0,1770757200
target_behind_entry,1770734700,20260210,-1,70504.53,68301.83,68904.13,69575.27,68439.5,68175.9,68534.71,0.0,0.0,1770757200
profile,1770820500,20260211,0,69254.33,66342.83,67002.47,67844.07,66479.31,0.0,0.0,0.0,0.0,1770843600
entry,1770822300,20260211,-1,69254.33,66342.83,67002.47,67844.07,66479.31,66386.96,66765.14,0.3,113.454,1770843600
profile,1770906900,20260212,0,68393.37,66613.07,67906.57,68115.2,67197.23,0.0,0.0,0.0,0.0,1770930000
entry,1770906900,20260212,1,68393.37,66613.07,67906.57,68115.2,67197.23,68171.6,67864.63,0.37,113.5789,1770930000
profile,1770993300,20260213,0,67580.32,65804.73,66401.22,66969.96,65971.19,0.0,0.0,0.0,0.0,1771016400
entry,1770993300,20260213,1,67580.32,65804.73,66401.22,66969.96,65971.19,67495.53,67154.27,0.33,112.61580000000001,1771016400
profile,1771252500,20260216,0,70105.77,68115.77,68380.07,68924.21,68302.33,0.0,0.0,0.0,0.0,1771275600
entry,1771253700,20260216,-1,70105.77,68115.77,68380.07,68924.21,68302.33,68274.48,68693.12,0.26,108.8464,1771275600
profile,1771338900,20260217,0,69221.21,67643.01,68000.57,68851.32,67938.92,0.0,0.0,0.0,0.0,1771362000
target_behind_entry,1771339200,20260217,-1,69221.21,67643.01,68000.57,68851.32,67938.92,67578.07,68104.73,0.0,0.0,1771362000
profile,1771425300,20260218,0,68444.51,66853.79,67537.3,67897.7,67127.19,0.0,0.0,0.0,0.0,1771448400
entry,1771425300,20260218,-1,68444.51,66853.79,67537.3,67897.7,67127.19,67041.68,67309.04,0.41,109.6176,1771448400
profile,1771511700,20260219,0,67302.85,65728.27,66872.3,67204.44,66490.96,0.0,0.0,0.0,0.0,1771534800
target_behind_entry,1771511700,20260219,-1,67302.85,65728.27,66872.3,67204.44,66490.96,65718.05,66009.68,0.0,0.0,1771534800
profile,1771598100,20260220,0,68305.9,66425.13,67821.01,68305.9,67189.19,0.0,0.0,0.0,0.0,1771621200
entry,1771598100,20260220,-1,68305.9,66425.13,67821.01,68305.9,67189.19,67036.78,67202.92,0.66,109.6524,1771621200
profile,1771857300,20260223,0,67656.7,64269.57,66201.29,66492.37,64904.66,0.0,0.0,0.0,0.0,1771880400
entry,1771867200,20260223,-1,67656.7,64269.57,66201.29,66492.37,64904.66,64777.34,65176.23,0.28,111.68920000000001,1771880400
profile,1771943700,20260224,0,64992.18,62419.13,63203.11,63745.86,62700.56,0.0,0.0,0.0,0.0,1771966800
entry,1771946400,20260224,1,64992.18,62419.13,63203.11,63745.86,62700.56,63766.55,63546.62,0.5,109.965,1771966800
profile,1772030100,20260225,0,66710.87,63904.95,66119.0,66710.87,65351.75,0.0,0.0,0.0,0.0,1772053200
target_behind_entry,1772031000,20260225,1,66710.87,63904.95,66119.0,66710.87,65351.75,66783.53,66240.79,0.0,0.0,1772053200
