starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,max_drawdown_pct,skipped_same_symbol_open,skipped_lot_too_small,skipped_guardrail,symbol
300.0,300.0,0.0,0.0,0,0,0,0.0,0,0.0,0,3,0,BTCUSD
