server_time,event,detail,bias,zone_dir,zone_origin,zone_created,zone_low,zone_high,touch_time,held_at,hold_extreme,m5_high_time,m5_high,m5_low_time,m5_low,entry,stop,target,lots,risk_cash,equity
2023.09.05 00:00:00,init,tester-only; self-tests passed; frozen rules v1,0,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2023.09.05 00:00:00,bias,last fourteen completed daily candles,1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2023.09.05 15:00:00,zone,H1 high-low-break,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2023.09.05 15:40:00,touch,first completed M5 touch,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2023.09.05 16:00:00,held,at least two rejection wicks in three closed M5 bars,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2023.09.05 17:45:00,signal,confirmed M5 high-low-high break,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,2023.09.05 17:20:00,15531.76,2023.09.05 17:30:00,15512.93,15538.69,15512.92,15590.23,3.89,100.2453,10000.0
2023.09.05 17:45:00,accepted,2,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,2023.09.05 17:20:00,15531.76,2023.09.05 17:30:00,15512.93,15538.69,15512.92,15590.23,3.89,100.2453,9985.28
2023.09.05 17:45:00,fill,2,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,2023.09.05 17:20:00,15531.76,2023.09.05 17:30:00,15512.93,15538.69,15512.92,15590.23,3.89,0.0,9985.28
2023.09.05 20:09:25,exit,4,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,2023.09.05 17:20:00,15531.76,2023.09.05 17:30:00,15512.93,15512.51,0.0,0.0,3.89,0.0,9895.73
2023.09.06 00:00:00,bias,last fourteen completed daily candles,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,2023.09.05 17:20:00,15531.76,2023.09.05 17:30:00,15512.93,0.0,0.0,0.0,0.0,0.0,9895.73
2023.09.06 01:50:00,invalidate,M5 close through far edge,1,1,2023.09.05 05:00:00,2023.09.05 15:00:00,15497.24,15502.19,2023.09.05 15:35:00,2023.09.05 16:00:00,15495.81,2023.09.05 17:20:00,15531.76,2023.09.05 17:30:00,15512.93,0.0,0.0,0.0,0.0,0.0,9895.73
2023.09.07 00:00:00,bias,last fourteen completed daily candles,1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9895.73
2023.09.08 00:00:00,bias,last fourteen completed daily candles,1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9895.73
2023.09.08 06:00:00,zone,H1 high-low-break,1,1,2023.09.07 23:00:00,2023.09.08 06:00:00,15282.46,15285.79,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,9895.73
