server_time,event,detail,bias,zone_dir,zone_origin,zone_created,zone_low,zone_high,touch_time,held_at,hold_extreme,m5_high_time,m5_high,m5_low_time,m5_low,entry,stop,target,lots,risk_cash,equity
2026.03.05 00:00:00,init,tester-only; self-tests passed; frozen rules v1,0,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.05 00:00:00,bias,last fourteen completed daily candles,0,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.06 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.06 14:00:00,zone,H1 low-high-break,-1,-1,2026.03.05 18:00:00,2026.03.06 14:00:00,24760.33,24793.01,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.06 15:05:00,touch,first completed M5 touch,-1,-1,2026.03.05 18:00:00,2026.03.06 14:00:00,24760.33,24793.01,2026.03.06 15:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.06 15:15:00,held,at least two rejection wicks in three closed M5 bars,-1,-1,2026.03.05 18:00:00,2026.03.06 14:00:00,24760.33,24793.01,2026.03.06 15:00:00,2026.03.06 15:15:00,24785.7,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.06 15:25:00,invalidate,M5 close through far edge,-1,-1,2026.03.05 18:00:00,2026.03.06 14:00:00,24760.33,24793.01,2026.03.06 15:00:00,2026.03.06 15:15:00,24785.7,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.08 22:00:02,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.08 23:00:00,zone,H1 low-high-break,-1,-1,2026.03.06 14:00:00,2026.03.08 23:00:00,24599.71,24633.01,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.09 00:00:00,bias,last fourteen completed daily candles,-1,-1,2026.03.06 14:00:00,2026.03.08 23:00:00,24599.71,24633.01,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.09 15:15:00,touch,first completed M5 touch,-1,-1,2026.03.06 14:00:00,2026.03.08 23:00:00,24599.71,24633.01,2026.03.09 15:10:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.09 15:25:00,held,at least two rejection wicks in three closed M5 bars,-1,-1,2026.03.06 14:00:00,2026.03.08 23:00:00,24599.71,24633.01,2026.03.09 15:10:00,2026.03.09 15:25:00,24620.98,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.09 15:30:00,invalidate,M5 close through far edge,-1,-1,2026.03.06 14:00:00,2026.03.08 23:00:00,24599.71,24633.01,2026.03.09 15:10:00,2026.03.09 15:25:00,24620.98,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.10 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.11 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.11 10:00:00,zone,H1 low-high-break,-1,-1,2026.03.10 19:00:00,2026.03.11 10:00:00,24937.58,24981.26,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.11 10:05:00,touch,first completed M5 touch,-1,-1,2026.03.10 19:00:00,2026.03.11 10:00:00,24937.58,24981.26,2026.03.11 10:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.11 10:35:00,invalidate,M5 close through far edge,-1,-1,2026.03.10 19:00:00,2026.03.11 10:00:00,24937.58,24981.26,2026.03.11 10:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.12 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.12 14:00:00,zone,H1 low-high-break,-1,-1,2026.03.12 03:00:00,2026.03.12 14:00:00,24698.5,24731.04,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.12 14:05:00,touch,first completed M5 touch,-1,-1,2026.03.12 03:00:00,2026.03.12 14:00:00,24698.5,24731.04,2026.03.12 14:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.12 14:15:00,invalidate,M5 close through far edge,-1,-1,2026.03.12 03:00:00,2026.03.12 14:00:00,24698.5,24731.04,2026.03.12 14:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 07:00:00,zone,H1 low-high-break,-1,-1,2026.03.13 00:00:00,2026.03.13 07:00:00,24494.59,24528.57,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 08:55:00,touch,first completed M5 touch,-1,-1,2026.03.13 00:00:00,2026.03.13 07:00:00,24494.59,24528.57,2026.03.13 08:50:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 09:05:00,invalidate,M5 close through far edge,-1,-1,2026.03.13 00:00:00,2026.03.13 07:00:00,24494.59,24528.57,2026.03.13 08:50:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 17:00:00,zone,H1 low-high-break,-1,-1,2026.03.13 08:00:00,2026.03.13 17:00:00,24398.04,24447.72,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 17:05:00,touch,first completed M5 touch,-1,-1,2026.03.13 08:00:00,2026.03.13 17:00:00,24398.04,24447.72,2026.03.13 17:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.13 17:15:00,invalidate,M5 close through far edge,-1,-1,2026.03.13 08:00:00,2026.03.13 17:00:00,24398.04,24447.72,2026.03.13 17:00:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.15 22:00:02,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.16 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.17 00:00:00,bias,last fourteen completed daily candles,-1,0,,,0.0,0.0,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.17 01:00:00,zone,H1 low-high-break,-1,-1,2026.03.16 16:00:00,2026.03.17 01:00:00,24629.81,24686.14,,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.17 01:10:00,touch,first completed M5 touch,-1,-1,2026.03.16 16:00:00,2026.03.17 01:00:00,24629.81,24686.14,2026.03.17 01:05:00,,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.17 01:20:01,held,at least two rejection wicks in three closed M5 bars,-1,-1,2026.03.16 16:00:00,2026.03.17 01:00:00,24629.81,24686.14,2026.03.17 01:05:00,2026.03.17 01:20:00,24638.58,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,10000.0
2026.03.17 02:55:00,signal,confirmed M5 low-high-low break,-1,-1,2026.03.16 16:00:00,2026.03.17 01:00:00,24629.81,24686.14,2026.03.17 01:05:00,2026.03.17 01:20:00,24638.58,2026.03.17 02:30:00,24631.95,2026.03.17 02:15:00,24614.45,24603.95,24631.96,24547.93,3.58,100.2758,10000.0
2026.03.17 02:55:00,accepted,2,-1,-1,2026.03.16 16:00:00,2026.03.17 01:00:00,24629.81,24686.14,2026.03.17 01:05:00,2026.03.17 01:20:00,24638.58,2026.03.17 02:30:00,24631.95,2026.03.17 02:15:00,24614.45,24603.95,24631.96,24547.93,3.58,100.2758,9997.76
