trades,wins,losses,timeouts,win_rate,net_r,start_balance,final_balance,level,target_balance,target_reached,target_reached_at,max_drawdown_pct,min_balance,minimum_lot_overrides,max_actual_risk_percent,sizing_mode,symbol
72,28,14,30,38.89,18.59,20.0,276.11,11,52399.91,False,,67.2,16.33,0,22.96,mt5_min_step_compounding,AUDUSD
70,14,14,42,20.0,6.46,20.0,31.87,2,52399.91,False,,47.97,15.16,0,22.97,mt5_min_step_compounding,EURUSD
69,24,14,31,34.78,6.85,20.0,24.63,1,52399.91,False,,45.1,15.48,0,22.97,mt5_min_step_compounding,GBPUSD
70,12,10,48,17.14,2.73,20.0,14.2,1,52399.91,False,,65.84,8.47,0,22.88,mt5_min_step_compounding,USDCAD
