key,value
first_tick,2021.09.05 22:05:00
last_tick,2024.09.04 23:59:59
initial_balance,10000.00000000
final_balance,10567.68000000
native_net_profit,567.68000000
native_trades,87.00000000
native_equity_dd_pct,2.55573509
observed_equity_dd_pct,2.55573509
observed_equity_dd_cash,274.11000000
minimum_equity,9934.93000000
max_concurrent_positions,1.00000000
max_gross_initial_stop_risk_pct,0.54175531
fills,87.00000000
errors,1.00000000
occupied_signals,3.00000000
data_read_retries,0.00000000
