deal,time,time_msc,symbol,position_id,magic,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2021.09.05 00:00:00,1630800000000,,0,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2021.09.14 15:00:00,1631631600001,XAUUSD,2,91330002,0,0,3,0.08,1804.788,0.0,-0.44,0.0,0.0,3WG|2
3,2021.09.14 15:07:33,1631632053529,XAUUSD,2,91330002,1,1,5,0.08,1806.843,16.44,0.0,0.0,0.0,tp 1806.816
4,2021.09.30 15:00:00,1633014000001,XAUUSD,4,91330002,0,0,3,0.07,1757.523,0.0,-0.39,0.0,0.0,3WG|2
5,2021.09.30 15:07:39,1633014459568,XAUUSD,4,91330002,1,1,5,0.07,1759.831,16.16,0.0,0.0,0.0,tp 1759.818
6,2021.10.15 11:00:00,1634295600001,XAUUSD,6,91330002,1,0,3,0.11,1781.025,0.0,-0.61,0.0,0.0,3WG|2
7,2021.10.15 11:44:25,1634298265241,XAUUSD,6,91330002,0,1,5,0.11,1779.605,15.62,0.0,0.0,0.0,tp 1779.626
8,2021.10.26 14:00:00,1635256800001,XAUUSD,8,91330002,1,0,3,0.09,1790.019,0.0,-0.5,0.0,0.0,3WG|2
9,2021.10.26 14:00:24,1635256824222,XAUUSD,8,91330002,0,1,5,0.09,1788.314,15.34,0.0,0.0,0.0,tp 1788.329
10,2021.11.04 13:00:00,1636030800001,XAUUSD,10,91330002,0,0,3,0.07,1792.732,0.0,-0.39,0.0,0.0,3WG|2
11,2021.11.04 13:59:21,1636034361538,XAUUSD,10,91330002,1,1,5,0.07,1795.012,15.96,0.0,0.0,0.0,tp 1794.999
12,2021.11.16 18:00:00,1637085600001,XAUUSD,12,91330002,1,0,3,0.07,1852.198,0.0,-0.39,0.0,0.0,3WG|2
13,2021.11.16 18:54:38,1637088878181,XAUUSD,12,91330002,0,1,5,0.07,1849.834,16.55,0.0,0.0,0.0,tp 1849.854
14,2021.11.30 17:00:00,1638291600001,XAUUSD,14,91330002,1,0,3,0.06,1774.553,0.0,-0.33,0.0,0.0,3WG|2
15,2021.11.30 17:08:17,1638292097246,XAUUSD,14,91330002,0,1,5,0.06,1771.528,18.15,0.0,0.0,0.0,tp 1771.532
16,2021.12.14 14:00:00,1639490400001,XAUUSD,16,91330002,1,0,3,0.11,1771.995,0.0,-0.61,0.0,0.0,3WG|2
17,2021.12.14 14:00:29,1639490429365,XAUUSD,16,91330002,0,1,5,0.11,1770.576,15.61,0.0,0.0,0.0,tp 1770.601
18,2021.12.30 17:00:00,1640883600001,XAUUSD,18,91330002,0,0,3,0.11,1813.642,0.0,-0.61,0.0,0.0,3WG|2
19,2021.12.30 19:45:38,1640893538000,XAUUSD,18,91330002,1,1,5,0.11,1815.148,16.57,0.0,0.0,0.0,tp 1815.144
20,2022.01.03 15:00:00,1641222000001,XAUUSD,20,91330002,1,0,3,0.08,1802.908,0.0,-0.44,0.0,0.0,3WG|2
21,2022.01.03 15:08:13,1641222493225,XAUUSD,20,91330002,0,1,5,0.08,1800.908,16.0,0.0,0.0,0.0,tp 1800.911
22,2022.01.19 14:00:00,1642600800001,XAUUSD,22,91330002,0,0,3,0.11,1824.117,0.0,-0.61,0.0,0.0,3WG|2
23,2022.01.19 14:36:31,1642602991491,XAUUSD,22,91330002,1,1,5,0.11,1825.548,15.74,0.0,0.0,0.0,tp 1825.526
24,2022.01.26 16:00:00,1643212800001,XAUUSD,24,91330002,1,0,3,0.09,1834.156,0.0,-0.5,0.0,0.0,3WG|2
25,2022.01.26 16:02:25,1643212945116,XAUUSD,24,91330002,0,1,5,0.09,1832.434,15.49,0.0,0.0,0.0,tp 1832.458
26,2022.02.03 15:00:00,1643900400001,XAUUSD,26,91330002,1,0,3,0.11,1791.441,0.0,-0.61,0.0,0.0,3WG|2
27,2022.02.03 15:09:56,1643900996973,XAUUSD,26,91330002,0,1,4,0.11,1794.486,-33.5,0.0,0.0,0.0,sl 1794.471
28,2022.02.11 17:00:00,1644598800001,XAUUSD,28,91330002,0,0,3,0.09,1836.968,0.0,-0.5,0.0,0.0,3WG|2
29,2022.02.11 17:09:25,1644599365490,XAUUSD,28,91330002,1,1,5,0.09,1838.686,15.46,0.0,0.0,0.0,tp 1838.680
30,2022.02.23 16:00:00,1645632000001,XAUUSD,30,91330002,0,0,3,0.08,1907.591,0.0,-0.44,0.0,0.0,3WG|2
31,2022.02.23 17:00:37,1645635637190,XAUUSD,30,91330002,1,1,5,0.08,1909.522,15.45,0.0,0.0,0.0,tp 1909.521
32,2022.03.09 15:00:00,1646838000001,XAUUSD,32,91330002,1,0,3,0.03,1986.722,0.0,-0.17,0.0,0.0,3WG|2
33,2022.03.09 16:11:39,1646842299452,XAUUSD,32,91330002,0,1,4,0.03,2000.779,-42.17,0.0,0.0,0.0,sl 2000.768
34,2022.05.04 19:00:00,1651690800001,XAUUSD,34,91330002,0,0,3,0.06,1886.068,0.0,-0.33,0.0,0.0,3WG|2
35,2022.05.04 19:01:15,1651690875656,XAUUSD,34,91330002,1,1,5,0.06,1888.73,15.97,0.0,0.0,0.0,tp 1888.725
36,2022.05.19 10:00:00,1652954400001,XAUUSD,36,91330002,0,0,3,0.07,1829.751,0.0,-0.39,0.0,0.0,3WG|2
37,2022.05.19 11:07:37,1652958457415,XAUUSD,36,91330002,1,1,5,0.07,1832.042,16.03,0.0,0.0,0.0,tp 1832.024
38,2022.05.31 01:00:00,1653958800001,XAUUSD,38,91330002,1,0,3,0.09,1846.253,0.0,-0.5,0.0,0.0,3WG|2
39,2022.05.31 02:12:00,1653963120000,XAUUSD,38,91330002,0,1,4,0.09,1849.967,-33.42,0.0,0.0,0.0,sl 1849.961
40,2022.06.03 18:00:00,1654279200001,XAUUSD,40,91330002,1,0,3,0.08,1848.952,0.0,-0.44,0.0,0.0,3WG|2
41,2022.06.05 23:03:34,1654470214000,XAUUSD,40,91330002,0,1,4,0.08,1852.812,-30.88,0.0,0.0,0.0,sl 1852.809
42,2022.06.10 17:00:00,1654880400001,XAUUSD,42,91330002,0,0,3,0.05,1871.845,0.0,-0.28,0.0,0.0,3WG|2
43,2022.06.10 18:48:29,1654886909000,XAUUSD,42,91330002,1,1,5,0.05,1875.131,16.43,0.0,0.0,0.0,tp 1875.122
44,2022.06.13 14:00:00,1655128800001,XAUUSD,44,91330002,1,0,3,0.06,1830.62,0.0,-0.33,0.0,0.0,3WG|2
45,2022.06.13 14:04:01,1655129041003,XAUUSD,44,91330002,0,1,5,0.06,1827.592,18.17,0.0,0.0,0.0,tp 1827.593
46,2022.06.22 14:00:00,1655906400001,XAUUSD,46,91330002,0,0,3,0.07,1844.63,0.0,-0.39,0.0,0.0,3WG|2
47,2022.06.22 14:17:30,1655907450782,XAUUSD,46,91330002,1,1,4,0.07,1839.676,-34.68,0.0,0.0,0.0,sl 1839.687
48,2022.06.23 14:00:00,1655992800001,XAUUSD,48,91330002,0,0,3,0.08,1844.47,0.0,-0.44,0.0,0.0,3WG|2
49,2022.06.23 14:27:28,1655994448032,XAUUSD,48,91330002,1,1,4,0.08,1840.527,-31.54,0.0,0.0,0.0,sl 1840.552
50,2022.07.27 19:00:00,1658948400001,XAUUSD,50,91330002,0,0,3,0.07,1734.996,0.0,-0.39,0.0,0.0,3WG|2
51,2022.07.27 19:06:37,1658948797173,XAUUSD,50,91330002,1,1,5,0.07,1737.186,15.33,0.0,0.0,0.0,tp 1737.167
52,2022.08.15 09:00:00,1660554000001,XAUUSD,52,91330002,1,0,3,0.08,1783.554,0.0,-0.44,0.0,0.0,3WG|2
53,2022.08.15 09:31:38,1660555898372,XAUUSD,52,91330002,0,1,5,0.08,1781.533,16.17,0.0,0.0,0.0,tp 1781.536
54,2022.09.13 13:00:00,1663074000001,XAUUSD,54,91330002,1,0,3,0.07,1703.798,0.0,-0.39,0.0,0.0,3WG|2
55,2022.09.13 13:01:37,1663074097428,XAUUSD,54,91330002,0,1,5,0.07,1701.58,15.53,0.0,0.0,0.0,tp 1701.581
56,2022.09.22 13:00:00,1663851600001,XAUUSD,56,91330002,0,0,3,0.04,1681.987,0.0,-0.22,0.0,0.0,3WG|2
57,2022.09.22 13:42:40,1663854160810,XAUUSD,56,91330002,1,1,4,0.04,1673.859,-32.51,0.0,0.0,0.0,sl 1673.864
58,2022.09.28 15:00:00,1664377200001,XAUUSD,58,91330002,0,0,3,0.05,1650.632,0.0,-0.28,0.0,0.0,3WG|2
59,2022.09.28 15:03:37,1664377417109,XAUUSD,58,91330002,1,1,5,0.05,1653.684,15.26,0.0,0.0,0.0,tp 1653.661
60,2022.10.13 13:00:00,1665666000001,XAUUSD,60,91330002,1,0,3,0.07,1654.566,0.0,-0.39,0.0,0.0,3WG|2
61,2022.10.13 13:04:31,1665666271588,XAUUSD,60,91330002,0,1,5,0.07,1652.102,17.25,0.0,0.0,0.0,tp 1652.110
62,2022.10.21 16:00:00,1666368000001,XAUUSD,62,91330002,0,0,3,0.06,1651.036,0.0,-0.33,0.0,0.0,3WG|2
63,2022.10.21 16:03:01,1666368181139,XAUUSD,62,91330002,1,1,5,0.06,1653.867,16.98,0.0,0.0,0.0,tp 1653.864
64,2022.11.02 22:01:00,1667426460001,XAUUSD,64,91330002,1,0,3,0.06,1634.922,0.0,-0.33,0.0,0.0,3WG|2
65,2022.11.02 23:08:38,1667430518000,XAUUSD,64,91330002,0,1,5,0.06,1632.317,15.63,0.0,0.0,0.0,tp 1632.321
66,2022.11.04 06:00:00,1667541600001,XAUUSD,66,91330002,0,0,3,0.07,1647.294,0.0,-0.39,0.0,0.0,3WG|2
67,2022.11.04 06:34:14,1667543654818,XAUUSD,66,91330002,1,1,5,0.07,1649.654,16.52,0.0,0.0,0.0,tp 1649.643
68,2022.11.23 20:00:00,1669233600001,XAUUSD,68,91330002,0,0,3,0.06,1752.034,0.0,-0.33,0.0,0.0,3WG|2
69,2022.11.24 00:34:15,1669250055000,XAUUSD,68,91330002,1,1,5,0.06,1754.683,15.9,0.0,-9.63,0.0,tp 1754.660
70,2022.12.05 15:00:00,1670252400001,XAUUSD,70,91330002,1,0,3,0.08,1784.072,0.0,-0.44,0.0,0.0,3WG|2
71,2022.12.05 15:00:16,1670252416177,XAUUSD,70,91330002,0,1,5,0.08,1781.969,16.83,0.0,0.0,0.0,tp 1781.971
72,2022.12.13 14:00:00,1670940000001,XAUUSD,72,91330002,0,0,3,0.08,1811.174,0.0,-0.44,0.0,0.0,3WG|2
73,2022.12.13 14:02:38,1670940158789,XAUUSD,72,91330002,1,1,5,0.08,1813.24,16.53,0.0,0.0,0.0,tp 1813.236
74,2022.12.15 03:00:00,1671073200001,XAUUSD,74,91330002,1,0,3,0.07,1793.868,0.0,-0.39,0.0,0.0,3WG|2
