deal,time,time_msc,symbol,position_id,magic,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2021.09.05 00:00:00,1630800000000,,0,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2021.09.14 15:00:00,1631631600001,XAUUSD,2,91330002,0,0,3,0.08,1804.788,0.0,-0.44,0.0,0.0,3WG|2
3,2021.09.14 15:00:00,1631631600002,XAUUSD,3,91330003,0,0,3,0.08,1804.788,0.0,-0.44,0.0,0.0,3WG|3
4,2021.09.15 06:36:15,1631687775000,XAUUSD,2,91330002,1,1,4,0.08,1800.727,-32.48,0.0,-4.28,0.0,sl 1800.733
5,2021.09.15 06:36:15,1631687775000,XAUUSD,3,91330003,1,1,4,0.08,1800.727,-32.48,0.0,-4.28,0.0,sl 1800.733
6,2021.09.21 13:00:00,1632229200001,XAUUSD,6,91330003,0,0,3,0.1,1772.028,0.0,-0.55,0.0,0.0,3WG|3
7,2021.09.21 15:20:31,1632237631680,XAUUSD,6,91330003,1,1,5,0.1,1781.394,93.66,0.0,0.0,0.0,tp 1781.379
8,2021.09.30 15:00:00,1633014000001,XAUUSD,8,91330002,0,0,3,0.07,1757.523,0.0,-0.39,0.0,0.0,3WG|2
9,2021.09.30 15:00:00,1633014000002,XAUUSD,9,91330003,0,0,3,0.07,1757.523,0.0,-0.39,0.0,0.0,3WG|3
10,2021.09.30 15:09:38,1633014578232,XAUUSD,8,91330002,1,1,5,0.07,1762.123,32.2,0.0,0.0,0.0,tp 1762.113
11,2021.09.30 23:56:39,1633046199000,XAUUSD,9,91330003,1,1,4,0.07,1752.886,-32.46,0.0,0.0,0.0,sl 1752.933
12,2021.10.04 05:00:00,1633323600001,XAUUSD,12,91330001,0,0,3,0.03,1760.744,0.0,-0.17,0.0,0.0,3WG|1
13,2021.10.04 10:45:38,1633344338620,XAUUSD,12,91330001,1,1,4,0.03,1748.63,-36.34,0.0,0.0,0.0,sl 1748.648
14,2021.10.04 15:00:00,1633359600001,XAUUSD,14,91330001,0,0,3,0.03,1766.564,0.0,-0.17,0.0,0.0,3WG|1
15,2021.10.04 15:00:00,1633359600002,XAUUSD,15,91330003,0,0,3,0.07,1766.564,0.0,-0.39,0.0,0.0,3WG|3
16,2021.10.05 02:42:14,1633401734000,XAUUSD,15,91330003,1,1,4,0.07,1761.928,-32.45,0.0,-3.74,0.0,sl 1761.962
17,2021.10.05 13:16:39,1633439799649,XAUUSD,14,91330001,1,1,4,0.03,1752.742,-41.46,0.0,-1.6,0.0,sl 1752.758
18,2021.10.08 10:00:00,1633687200001,XAUUSD,18,91330001,0,0,3,0.04,1759.427,0.0,-0.22,0.0,0.0,3WG|1
19,2021.10.08 13:00:00,1633698000002,XAUUSD,19,91330003,0,0,3,0.09,1776.054,0.0,-0.5,0.0,0.0,3WG|3
20,2021.10.08 13:44:46,1633700686105,XAUUSD,19,91330003,1,1,4,0.09,1772.707,-30.13,0.0,0.0,0.0,sl 1772.720
21,2021.10.08 14:34:26,1633703666000,XAUUSD,18,91330001,1,1,4,0.04,1759.406,-0.09,0.0,0.0,0.0,sl 1759.427
22,2021.10.11 02:00:00,1633917600001,XAUUSD,22,91330001,0,0,3,0.02,1760.19,0.0,-0.11,0.0,0.0,3WG|1
23,2021.10.13 14:00:00,1634133600001,XAUUSD,23,91330003,0,0,3,0.07,1781.649,0.0,-0.39,0.0,0.0,3WG|3
24,2021.10.13 14:51:03,1634136663750,XAUUSD,23,91330003,1,1,5,0.07,1795.272,95.36,0.0,0.0,0.0,tp 1795.245
25,2021.10.13 15:00:00,1634137200002,XAUUSD,25,91330003,0,0,3,0.06,1792.906,0.0,-0.33,0.0,0.0,3WG|3
26,2021.10.14 02:48:13,1634179693000,XAUUSD,25,91330003,1,1,4,0.06,1787.842,-30.39,0.0,-9.63,0.0,sl 1787.847
27,2021.10.19 07:00:00,1634626800001,XAUUSD,27,91330002,0,0,3,0.1,1778.994,0.0,-0.55,0.0,0.0,3WG|2
28,2021.10.19 07:44:41,1634629481290,XAUUSD,27,91330002,1,1,5,0.1,1782.261,32.67,0.0,0.0,0.0,tp 1782.250
29,2021.10.20 13:00:00,1634734800001,XAUUSD,29,91330003,0,0,3,0.11,1786.653,0.0,-0.61,0.0,0.0,3WG|3
30,2021.10.20 13:19:18,1634735958666,XAUUSD,29,91330003,1,1,4,0.11,1783.676,-32.74,0.0,0.0,0.0,sl 1783.703
31,2021.10.22 07:00:00,1634886000001,XAUUSD,31,91330003,0,0,3,0.09,1793.29,0.0,-0.5,0.0,0.0,3WG|3
32,2021.10.22 12:43:36,1634906616067,XAUUSD,31,91330003,1,1,5,0.09,1804.417,100.14,0.0,0.0,0.0,tp 1804.408
33,2021.10.22 12:57:13,1634907433972,XAUUSD,22,91330001,1,1,5,0.02,1806.656,92.93,0.0,-13.91,0.0,tp 1806.654
34,2021.10.22 13:00:00,1634907600001,XAUUSD,34,91330003,0,0,3,0.09,1806.018,0.0,-0.5,0.0,0.0,3WG|3
35,2021.10.22 15:15:11,1634915711625,XAUUSD,34,91330003,1,1,4,0.09,1806.011,-0.06,0.0,0.0,0.0,sl 1806.018
36,2021.10.22 17:00:00,1634922000001,XAUUSD,36,91330001,0,0,3,0.02,1797.491,0.0,-0.11,0.0,0.0,3WG|1
37,2021.10.29 12:50:28,1635511828149,XAUUSD,36,91330001,1,1,4,0.02,1780.387,-34.21,0.0,-7.49,0.0,sl 1780.392
38,2021.11.02 05:00:00,1635829200001,XAUUSD,38,91330001,0,0,3,0.04,1794.165,0.0,-0.22,0.0,0.0,3WG|1
39,2021.11.03 00:27:12,1635899232000,XAUUSD,38,91330001,1,1,4,0.04,1784.837,-37.31,0.0,-2.14,0.0,sl 1784.870
40,2021.11.04 14:00:00,1636034400001,XAUUSD,40,91330002,0,0,3,0.07,1796.742,0.0,-0.39,0.0,0.0,3WG|2
41,2021.11.04 15:33:39,1636040019789,XAUUSD,40,91330002,1,1,4,0.07,1792.019,-33.06,0.0,0.0,0.0,sl 1792.034
42,2021.11.05 16:00:00,1636128000001,XAUUSD,42,91330003,0,0,3,0.07,1809.972,0.0,-0.39,0.0,0.0,3WG|3
43,2021.11.08 11:00:00,1636369200001,XAUUSD,43,91330001,0,0,3,0.03,1817.383,0.0,-0.17,0.0,0.0,3WG|1
44,2021.11.08 13:27:30,1636378050955,XAUUSD,42,91330003,1,1,5,0.07,1823.21,92.67,0.0,-3.74,0.0,tp 1823.187
45,2021.11.08 14:00:00,1636380000001,XAUUSD,45,91330003,0,0,3,0.08,1821.911,0.0,-0.44,0.0,0.0,3WG|3
46,2021.11.09 15:06:38,1636470398461,XAUUSD,45,91330003,1,1,4,0.08,1821.896,-0.12,0.0,-4.28,0.0,sl 1821.911
47,2021.11.10 14:00:00,1636552800002,XAUUSD,47,91330003,0,0,3,0.08,1849.777,0.0,-0.44,0.0,0.0,3WG|3
48,2021.11.10 14:30:42,1636554642384,XAUUSD,43,91330001,1,1,5,0.03,1859.872,127.47,0.0,-3.2,0.0,tp 1859.863
49,2021.11.10 14:34:04,1636554844808,XAUUSD,47,91330003,1,1,5,0.08,1861.982,97.64,0.0,0.0,0.0,tp 1861.975
50,2021.11.10 15:00:00,1636556400001,XAUUSD,50,91330003,0,0,3,0.07,1862.191,0.0,-0.39,0.0,0.0,3WG|3
51,2021.11.10 15:10:37,1636557037777,XAUUSD,50,91330003,1,1,4,0.07,1857.318,-34.11,0.0,0.0,0.0,sl 1857.360
52,2021.11.11 04:00:00,1636603200001,XAUUSD,52,91330001,0,0,3,0.02,1850.098,0.0,-0.11,0.0,0.0,3WG|1
53,2021.11.16 09:00:00,1637053200001,XAUUSD,53,91330003,0,0,3,0.08,1872.353,0.0,-0.44,0.0,0.0,3WG|3
54,2021.11.16 13:59:21,1637071161021,XAUUSD,53,91330003,1,1,4,0.08,1868.471,-31.05,0.0,0.0,0.0,sl 1868.476
55,2021.11.22 14:01:39,1637589699372,XAUUSD,52,91330001,1,1,4,0.02,1828.816,-42.57,0.0,-9.63,0.0,sl 1828.816
56,2021.11.26 07:00:00,1637910000001,XAUUSD,56,91330002,0,0,3,0.11,1801.401,0.0,-0.61,0.0,0.0,3WG|2
57,2021.11.26 07:00:00,1637910000002,XAUUSD,57,91330003,0,0,3,0.11,1801.401,0.0,-0.61,0.0,0.0,3WG|3
58,2021.11.26 07:47:13,1637912833333,XAUUSD,56,91330002,1,1,5,0.11,1804.188,30.66,0.0,0.0,0.0,tp 1804.186
59,2021.11.26 08:40:39,1637916039563,XAUUSD,57,91330003,1,1,4,0.11,1801.398,-0.03,0.0,0.0,0.0,sl 1801.401
60,2021.11.26 10:00:00,1637920800001,XAUUSD,60,91330003,0,0,3,0.08,1809.894,0.0,-0.44,0.0,0.0,3WG|3
61,2021.11.26 10:04:15,1637921055235,XAUUSD,60,91330003,1,1,4,0.08,1806.008,-31.09,0.0,0.0,0.0,sl 1806.018
62,2021.12.14 06:00:00,1639461600001,XAUUSD,62,91330001,0,0,3,0.04,1787.413,0.0,-0.22,0.0,0.0,3WG|1
63,2021.12.14 13:33:29,1639488809547,XAUUSD,62,91330001,1,1,4,0.04,1778.303,-36.44,0.0,0.0,0.0,sl 1778.314
64,2021.12.17 15:00:00,1639753200001,XAUUSD,64,91330001,0,0,3,0.04,1807.408,0.0,-0.22,0.0,0.0,3WG|1
65,2021.12.17 20:46:36,1639773996000,XAUUSD,64,91330001,1,1,4,0.04,1797.649,-39.03,0.0,0.0,0.0,sl 1797.657
66,2021.12.20 03:00:00,1639969200001,XAUUSD,66,91330001,0,0,3,0.03,1802.112,0.0,-0.17,0.0,0.0,3WG|1
67,2021.12.20 19:59:25,1640030365609,XAUUSD,66,91330001,1,1,4,0.03,1790.503,-34.83,0.0,0.0,0.0,sl 1790.514
68,2021.12.22 16:00:00,1640188800001,XAUUSD,68,91330001,0,0,3,0.04,1795.883,0.0,-0.22,0.0,0.0,3WG|1
69,2021.12.28 13:28:40,1640698120127,XAUUSD,68,91330001,1,1,5,0.04,1818.789,91.63,0.0,-12.84,0.0,tp 1818.788
70,2021.12.30 17:00:00,1640883600001,XAUUSD,70,91330002,0,0,3,0.11,1813.642,0.0,-0.61,0.0,0.0,3WG|2
71,2021.12.30 20:31:12,1640896272000,XAUUSD,70,91330002,1,1,5,0.11,1816.653,33.12,0.0,0.0,0.0,tp 1816.646
72,2021.12.31 14:00:00,1640959200001,XAUUSD,72,91330003,0,0,3,0.13,1824.444,0.0,-0.72,0.0,0.0,3WG|3
73,2021.12.31 15:00:28,1640962828546,XAUUSD,72,91330003,1,1,4,0.13,1821.916,-32.86,0.0,0.0,0.0,sl 1821.917
74,2022.01.05 09:00:00,1641373200001,XAUUSD,74,91330001,0,0,3,0.04,1816.884,0.0,-0.22,0.0,0.0,3WG|1
