key,value
first_tick,2021.09.05 22:05:00
last_tick,2024.09.04 23:59:59
initial_balance,10000.00000000
final_balance,13053.97000000
native_net_profit,3053.97000000
native_trades,350.00000000
native_equity_dd_pct,7.60992072
observed_equity_dd_pct,7.60992072
observed_equity_dd_cash,953.38000000
minimum_equity,9530.66000000
max_concurrent_positions,3.00000000
max_gross_initial_stop_risk_pct,0.97910378
fills,350.00000000
errors,4.00000000
occupied_signals,286.00000000
data_read_retries,0.00000000
