time,event,engine,dir,note,position_id,entry,sl,tp,volume,risk_cash,equity_before,requested_risk_cash,decision_bar
2021.09.07 01:00:00,entry,1,1,done at 1826.198,2,1826.198,1820.038,1844.678,0.05,30.8,10000.0,30.0,2021.09.07 01:00:00
2021.09.14 15:00:00,entry,2,1,done at 1804.788,4,1804.788,1800.733,1810.871,0.08,32.44,9968.9,29.906699999999997,2021.09.14 15:00:00
2021.09.14 15:00:00,entry,3,1,done at 1804.788,5,1804.788,1792.623,1841.283,0.03,36.49,9966.97,29.90091,2021.09.14 15:00:00
2021.09.21 13:00:00,entry,3,1,done at 1772.028,8,1772.028,1762.679,1800.075,0.04,37.39,9893.37,29.68011,2021.09.21 13:00:00
2021.09.21 15:00:00,occupied,3,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.09.21 15:00:00
2021.09.30 15:00:00,entry,2,1,done at 1757.523,10,1757.523,1752.933,1764.408,0.07,32.13,9847.19,29.54157,2021.09.30 15:00:00
2021.09.30 15:00:00,entry,3,1,done at 1757.523,11,1757.523,1743.755,1798.827,0.03,41.3,9845.93,29.53779,2021.09.30 15:00:00
2021.10.04 15:00:00,entry,1,1,done at 1766.564,13,1766.564,1752.758,1807.982,0.03,41.42,9837.72,29.51316,2021.10.04 15:00:00
2021.10.04 15:00:00,occupied,3,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.04 15:00:00
2021.10.08 10:00:00,entry,1,1,done at 1759.427,15,1759.427,1749.922,1787.942,0.04,38.02,9763.47,29.290409999999998,2021.10.08 10:00:00
2021.10.08 13:00:00,occupied,3,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.08 13:00:00
2021.10.11 02:00:00,occupied,1,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.11 02:00:00
2021.10.12 14:00:00,occupied,1,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.12 14:00:00
2021.10.12 20:00:00,occupied,1,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.12 20:00:00
2021.10.13 14:00:00,occupied,1,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.13 14:00:00
2021.10.13 14:00:00,occupied,3,1,one position per engine,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2021.10.13 14:00:00
