time,open,high,low,close,tick_volume,spread,real_volume
2021.06.07 23:00:00,1898.615,1899.489,1898.31,1898.69,962,187,0
2021.06.08 00:00:00,1898.678,1901.381,1898.647,1901.381,1893,187,0
2021.06.08 01:00:00,1901.384,1903.269,1897.948,1897.948,3722,187,0
2021.06.08 02:00:00,1897.984,1898.918,1896.054,1896.196,2988,187,0
2021.06.08 03:00:00,1896.207,1897.277,1895.586,1895.912,2449,187,0
2021.06.08 04:00:00,1895.931,1897.171,1895.234,1897.133,1734,187,0
2021.06.08 05:00:00,1897.127,1898.419,1894.926,1895.02,2786,187,0
2021.06.08 06:00:00,1894.999,1897.434,1894.392,1896.421,3450,187,0
2021.06.08 07:00:00,1896.412,1898.307,1892.528,1892.681,3958,187,0
2021.06.08 08:00:00,1892.641,1893.4,1889.673,1892.578,3838,187,0
2021.06.08 09:00:00,1892.531,1893.739,1890.515,1892.439,2863,187,0
2021.06.08 10:00:00,1892.393,1895.594,1891.176,1894.318,3723,187,0
2021.06.08 11:00:00,1894.271,1900.074,1893.888,1899.919,3279,187,0
2021.06.08 12:00:00,1899.873,1903.729,1889.832,1892.989,5903,187,0
2021.06.08 13:00:00,1893.004,1895.821,1883.796,1887.801,7510,187,0
2021.06.08 14:00:00,1887.852,1896.24,1886.961,1894.611,7017,187,0
2021.06.08 15:00:00,1894.625,1894.994,1890.676,1891.142,3942,187,0
2021.06.08 16:00:00,1891.133,1893.28,1890.83,1892.356,3259,187,0
2021.06.08 17:00:00,1892.356,1893.408,1891.55,1892.598,2959,187,0
2021.06.08 18:00:00,1892.644,1893.98,1891.874,1893.272,2678,187,0
2021.06.08 19:00:00,1893.226,1893.776,1892.168,1893.475,2234,187,0
2021.06.08 20:00:00,1893.43,1893.611,1892.758,1892.863,1217,187,0
2021.06.08 22:00:00,1892.253,1893.481,1891.632,1892.655,1049,187,0
2021.06.08 23:00:00,1892.674,1895.039,1892.15,1893.383,1462,187,0
2021.06.09 00:00:00,1893.371,1895.064,1893.137,1895.064,2096,187,0
2021.06.09 01:00:00,1895.052,1895.988,1892.363,1892.978,3659,187,0
2021.06.09 02:00:00,1893.004,1894.851,1891.416,1894.808,2594,187,0
2021.06.09 03:00:00,1894.803,1896.296,1893.848,1894.474,2149,187,0
2021.06.09 04:00:00,1894.474,1894.488,1893.2,1893.903,1690,187,0
2021.06.09 05:00:00,1893.902,1895.575,1892.213,1893.16,2616,187,0
2021.06.09 06:00:00,1893.114,1893.709,1890.504,1891.43,3627,187,0
2021.06.09 07:00:00,1891.444,1892.729,1889.534,1892.157,3248,187,0
2021.06.09 08:00:00,1892.203,1893.682,1888.315,1889.318,3685,187,0
2021.06.09 09:00:00,1889.367,1890.767,1887.31,1890.052,3095,187,0
2021.06.09 10:00:00,1890.047,1890.52,1888.941,1889.449,2577,187,0
2021.06.09 11:00:00,1889.439,1892.401,1888.468,1891.442,3414,187,0
2021.06.09 12:00:00,1891.492,1895.919,1888.644,1893.697,4921,187,0
2021.06.09 13:00:00,1893.649,1898.968,1893.044,1894.498,6577,187,0
2021.06.09 14:00:00,1894.438,1895.27,1887.958,1891.055,5763,187,0
2021.06.09 15:00:00,1891.009,1893.145,1889.826,1891.506,3223,187,0
2021.06.09 16:00:00,1891.492,1891.809,1890.552,1891.157,2881,187,0
2021.06.09 17:00:00,1891.15,1893.166,1890.81,1891.211,2997,187,0
2021.06.09 18:00:00,1891.214,1891.972,1890.64,1890.743,2475,187,0
2021.06.09 19:00:00,1890.697,1891.106,1888.612,1889.808,2423,187,0
2021.06.09 20:00:00,1889.853,1889.9,1888.522,1888.522,1035,187,0
2021.06.09 22:00:00,1888.762,1889.183,1888.257,1889.017,791,187,0
2021.06.09 23:00:00,1889.016,1889.133,1888.209,1888.674,952,187,0
2021.06.10 00:00:00,1888.689,1889.344,1885.086,1885.806,2311,187,0
2021.06.10 01:00:00,1885.806,1888.809,1884.119,1887.789,3597,187,0
2021.06.10 02:00:00,1887.776,1887.776,1884.209,1887.006,3014,187,0
2021.06.10 03:00:00,1887.026,1887.868,1886.739,1887.174,1899,187,0
2021.06.10 04:00:00,1887.206,1887.206,1885.079,1885.384,1675,187,0
2021.06.10 05:00:00,1885.398,1887.609,1882.529,1884.057,2773,187,0
2021.06.10 06:00:00,1884.011,1888.129,1883.129,1883.728,3925,187,0
2021.06.10 07:00:00,1883.679,1885.239,1876.389,1877.293,4901,187,0
2021.06.10 08:00:00,1877.392,1882.28,1876.823,1882.26,3333,187,0
2021.06.10 09:00:00,1882.213,1883.845,1879.683,1880.752,3060,187,0
2021.06.10 10:00:00,1880.747,1881.074,1879.329,1879.96,2931,187,0
2021.06.10 11:00:00,1879.965,1879.965,1876.009,1876.09,3757,187,0
2021.06.10 12:00:00,1876.041,1891.575,1869.854,1890.863,13049,187,0
2021.06.10 13:00:00,1890.912,1893.936,1884.775,1888.663,10530,187,0
2021.06.10 14:00:00,1888.708,1892.836,1887.64,1888.869,6141,187,0
2021.06.10 15:00:00,1888.822,1894.066,1888.747,1893.726,4264,187,0
2021.06.10 16:00:00,1893.776,1894.718,1891.787,1893.703,3791,187,0
2021.06.10 17:00:00,1893.749,1895.075,1892.711,1894.617,3613,187,0
2021.06.10 18:00:00,1894.568,1896.17,1894.255,1895.952,3049,187,0
2021.06.10 19:00:00,1895.922,1899.333,1895.625,1898.129,3396,187,0
2021.06.10 20:00:00,1898.083,1899.864,1897.961,1898.342,1870,187,0
2021.06.10 22:00:00,1898.343,1899.371,1897.381,1898.532,1606,187,0
2021.06.10 23:00:00,1898.533,1898.812,1897.559,1898.374,1210,187,0
2021.06.11 00:00:00,1898.35,1899.635,1897.363,1899.526,2114,187,0
2021.06.11 01:00:00,1899.499,1900.092,1897.513,1899.81,3945,187,0
2021.06.11 02:00:00,1899.82,1900.619,1899.042,1899.368,2951,187,0
2021.06.11 03:00:00,1899.384,1900.898,1898.84,1898.889,2396,187,0
2021.06.11 04:00:00,1898.849,1900.401,1898.486,1900.133,1617,187,0
2021.06.11 05:00:00,1900.18,1900.603,1898.635,1900.319,2533,187,0
2021.06.11 06:00:00,1900.371,1902.055,1898.293,1900.85,4035,187,0
2021.06.11 07:00:00,1900.868,1902.912,1899.262,1899.394,3679,187,0
2021.06.11 08:00:00,1899.349,1899.349,1893.686,1895.154,3945,187,0
2021.06.11 09:00:00,1895.154,1896.085,1888.922,1892.548,4261,187,0
2021.06.11 10:00:00,1892.543,1895.058,1890.732,1891.162,3305,187,0
2021.06.11 11:00:00,1891.208,1891.358,1887.283,1889.156,3914,187,0
2021.06.11 12:00:00,1889.207,1891.705,1883.545,1884.093,6582,187,0
2021.06.11 13:00:00,1884.142,1886.626,1880.991,1881.026,7046,187,0
2021.06.11 14:00:00,1881.012,1884.22,1878.442,1883.697,5879,187,0
2021.06.11 15:00:00,1883.692,1884.33,1875.182,1880.202,4599,187,0
2021.06.11 16:00:00,1880.216,1880.554,1876.102,1879.042,3403,187,0
2021.06.11 17:00:00,1879.029,1879.101,1874.947,1875.322,3017,187,0
2021.06.11 18:00:00,1875.324,1877.302,1874.378,1877.129,2808,187,0
2021.06.11 19:00:00,1877.174,1877.174,1875.205,1876.51,2401,187,0
2021.06.11 20:00:00,1876.556,1877.529,1875.564,1877.457,1422,187,0
2021.06.13 22:00:00,1876.217,1877.664,1873.388,1875.587,1869,187,0
2021.06.13 23:00:00,1875.53,1875.599,1873.25,1873.708,1920,187,0
2021.06.14 00:00:00,1873.661,1873.793,1870.537,1870.82,3404,187,0
2021.06.14 01:00:00,1870.799,1871.674,1863.838,1864.784,4085,187,0
2021.06.14 02:00:00,1864.784,1866.466,1863.234,1866.311,2738,187,0
2021.06.14 03:00:00,1866.303,1866.339,1863.507,1865.52,2343,187,0
2021.06.14 04:00:00,1865.473,1865.605,1860.109,1865.523,3218,187,0
2021.06.14 05:00:00,1865.477,1865.696,1863.49,1863.771,3063,187,0
2021.06.14 06:00:00,1863.761,1866.125,1858.738,1861.203,4575,187,0
2021.06.14 07:00:00,1861.157,1862.423,1856.816,1858.381,4190,187,0
2021.06.14 08:00:00,1858.335,1858.889,1854.802,1858.03,3673,187,0
2021.06.14 09:00:00,1857.997,1861.503,1856.846,1858.147,3486,187,0
2021.06.14 10:00:00,1858.166,1858.237,1852.693,1854.619,3824,187,0
2021.06.14 11:00:00,1854.672,1857.043,1853.379,1853.766,3865,187,0
2021.06.14 12:00:00,1853.719,1854.525,1844.328,1848.262,6704,187,0
2021.06.14 13:00:00,1848.215,1866.831,1847.109,1864.443,8468,187,0
2021.06.14 14:00:00,1864.399,1869.767,1862.402,1866.118,7007,187,0
2021.06.14 15:00:00,1866.175,1866.805,1862.598,1864.129,3701,187,0
2021.06.14 16:00:00,1864.179,1864.951,1862.86,1864.109,2689,187,0
2021.06.14 17:00:00,1864.155,1864.771,1863.14,1863.23,2237,187,0
2021.06.14 18:00:00,1863.236,1865.624,1863.236,1864.601,2168,187,0
2021.06.14 19:00:00,1864.593,1866.162,1864.456,1866.092,2174,187,0
2021.06.14 20:00:00,1866.11,1866.468,1865.492,1866.051,1167,187,0
2021.06.14 22:00:00,1866.61,1867.481,1866.216,1867.209,1079,187,0
2021.06.14 23:00:00,1867.201,1867.675,1865.835,1866.824,1623,187,0
