key,value
first_tick,2021.09.05 22:05:00
last_tick,2024.09.04 23:59:59
initial_balance,10000.00000000
final_balance,12392.89000000
native_net_profit,2392.89000000
native_trades,432.00000000
native_equity_dd_pct,5.30604902
observed_equity_dd_pct,5.30604902
observed_equity_dd_cash,586.97000000
minimum_equity,9720.26000000
max_concurrent_positions,2.00000000
max_gross_initial_stop_risk_pct,0.85907122
fills,432.00000000
errors,5.00000000
occupied_signals,131.00000000
data_read_retries,0.00000000
