time,closed_bar,c1,c2,e20_1,e20_2,e50,e200,adx,plus,minus,e9_1,e9_2,e21_1,e21_2,rsi,prior20_high,prior20_low,tr,atr1,atr2,momentum,change,breakout
2021.09.05 22:05:00,2021.09.03 20:00:00,1827.629,1828.554,1822.063193475391,1821.4773191043794,1817.268205161986,1807.4104560225699,43.14508555934104,23.700161789162898,19.49956749998003,1824.7337337361337,1824.2511893588223,1819.0611070374384,1818.5418407972832,65.6824505274569,1833.915,1808.935,1.6480000000001382,3.5996000000000064,3.622200000000006,0,0,0
2021.09.05 23:00:00,2021.09.05 22:00:00,1828.573,1827.629,1822.6831750491633,1822.063193475391,1817.7115304497513,1807.6210285994598,40.54111382374429,27.349091193861263,16.89962516664936,1825.2822003452575,1824.7337337361337,1819.6046437781563,1819.0611070374384,66.72304205288509,1833.915,1810.587,2.576999999999998,3.599750000000003,3.5996000000000064,0,0,0
2021.09.06 00:00:00,2021.09.05 23:00:00,1827.611,1828.573,1823.1524917111478,1822.6831750491633,1818.099744941918,1807.819933787525,35.70307255048296,23.702545701346427,21.767432428577024,1825.614886010221,1825.2822003452575,1820.062149847976,1819.6046437781563,64.62620329500967,1833.915,1810.648,1.247000000000071,3.5454000000000034,3.599750000000003,0,0,0
2021.09.06 01:00:00,2021.09.06 00:00:00,1825.699,1827.611,1823.3950163100862,1823.1524917111478,1818.3977549441959,1807.9978349438682,33.56284815575305,20.542206274500238,30.590492025272265,1825.6269022944753,1825.614886010221,1820.3842555709487,1820.062149847976,60.6486805749755,1833.915,1810.648,2.213999999999942,3.5835999999999983,3.5454000000000034,0,0,0
2021.09.06 02:00:00,2021.09.06 01:00:00,1827.321,1825.699,1823.7689195186495,1823.3950163100862,1818.747686122855,1808.1901052429344,30.71857928586712,20.73329647362518,26.511759755235964,1825.8689162524074,1825.6269022944753,1820.7806409668942,1820.3842555709487,62.69388316322304,1833.915,1810.648,3.3309999999999036,3.6898499999999985,3.5835999999999983,0,0,0
2021.09.06 03:00:00,2021.09.06 02:00:00,1827.58,1827.321,1824.1318795644925,1823.7689195186495,1819.0940513729392,1808.3830395191242,28.25354626529931,17.96885694380849,22.976858454537837,1826.113356787778,1825.8689162524074,1821.169175768786,1820.7806409668942,63.01615864467742,1833.915,1810.648,1.5789999999999509,3.660449999999989,3.6898499999999985,0,0,0
2021.09.06 04:00:00,2021.09.06 03:00:00,1825.803,1827.58,1824.2910338916836,1824.1318795644925,1819.3571473975298,1808.5563724592323,27.62179359912685,15.573009351300692,25.148938883200497,1826.0690201038099,1826.113356787778,1821.4339657248554,1821.169175768786,59.32420603938668,1833.915,1810.92,2.3479999999999563,3.693799999999985,3.660449999999989,0,0,0
2021.09.06 05:00:00,2021.09.06 04:00:00,1826.368,1825.803,1824.4888401877138,1824.2910338916836,1819.6320827937052,1808.7336025840161,27.175283986878547,13.4966081044606,22.148810375825715,1826.1117315175513,1826.0690201038099,1821.7159105405779,1821.4339657248554,60.104535557774184,1833.915,1810.92,1.2840000000001055,3.5839999999999894,3.693799999999985,0,0,0
2021.09.06 06:00:00,2021.09.06 05:00:00,1827.606,1826.368,1824.7857125507887,1824.4888401877138,1819.9447854292462,1808.9213876329313,24.22382022340348,17.353797945851746,19.195635659048953,1826.3251984436156,1826.1117315175513,1822.0524870811164,1821.7159105405779,61.79097015687592,1833.915,1811.081,2.3500000000001364,3.6055499999999916,3.5839999999999894,0,0,0
2021.09.06 07:00:00,2021.09.06 06:00:00,1826.514,1827.606,1824.9503113554756,1824.7857125507887,1820.2024016869227,1809.0964385022553,21.52175933534719,18.00754358981884,16.63621757117576,1826.3521700945278,1826.3251984436156,1822.3074306764813,1822.0524870811164,59.462965548010345,1833.915,1811.303,1.9230000000000018,3.5844000000000027,3.6055499999999916,0,0,0
2021.09.06 08:00:00,2021.09.06 07:00:00,1826.003,1826.514,1825.0505674168587,1824.9503113554756,1820.429876130573,1809.2646629947703,20.788055389990312,15.606537777842997,21.56028332170307,1826.3022886524525,1826.3521700945278,1822.5186060663966,1822.3074306764813,58.382211368863636,1833.915,1812.761,1.5139999999998963,3.603599999999992,3.5844000000000027,0,0,0
