key,value
first_tick,2021.09.05 22:05:00
last_tick,2026.09.04 20:57:59
initial_balance,10000.00000000
final_balance,14208.43000000
native_net_profit,4208.43000000
native_trades,372.00000000
native_equity_dd_pct,5.41981807
observed_equity_dd_pct,5.41981807
observed_equity_dd_cash,661.76000000
minimum_equity,9901.35000000
max_concurrent_positions,2.00000000
max_gross_initial_stop_risk_pct,0.84942906
fills,372.00000000
errors,9.00000000
occupied_signals,52.00000000
data_read_retries,0.00000000
