key,value
first_tick,2021.09.05 22:05:00
last_tick,2024.09.04 23:59:59
initial_balance,10000.00000000
final_balance,13874.21000000
native_net_profit,3874.21000000
native_trades,367.00000000
native_equity_dd_pct,8.16659433
observed_equity_dd_pct,8.16659433
observed_equity_dd_cash,880.63000000
minimum_equity,9850.19000000
max_concurrent_positions,3.00000000
max_gross_initial_stop_risk_pct,0.84158753
fills,367.00000000
errors,5.00000000
occupied_signals,296.00000000
data_read_retries,0.00000000
