entry_time_utc,exit_time_utc,direction,poc,vah,val,entry,initial_stop,target,exit_reason,r_multiple,balance,entry_spread_price,embedded_spread_cost_r,embedded_slippage_cost_r,commission_cost_r,swap_cashflow_r,r_after_spread_slippage_before_commission_swap,r_before_all_costs,holding_calendar_days,modeled_quantity,embedded_spread_cost_usd,embedded_slippage_cost_usd,commission_usd,swap_cashflow_usd,balance_net_costs,contract_size
2022-08-26 20:00:00+00:00,2022-08-26 20:31:00+00:00,long,113.84171875,115.9721875,111.71125,116.1725,115.63964285714285,116.97178571428572,stop,-1.023458445040219,9897.65415549598,0.05,0.09383378016085603,0.046916890080428014,0.0,0.0,-1.023458445040219,-0.8827077747989351,0.021527777777777778,187.66756032171205,9.383378016085603,4.691689008042801,0.0,0.0,9897.654155495979,1.0
2022-09-19 16:30:00+00:00,2022-09-19 16:32:00+00:00,long,113.992890625,117.1921875,112.44484375,115.9425,115.75007142857142,116.23114285714286,target,1.4350408314773078,10039.689533985756,0.07,0.36377134372678654,0.1299183370452809,0.0,0.0,1.4350408314773078,1.9287305122493752,0.001388888888888889,514.3547074125407,36.00482951887785,12.858867685313518,0.0,0.0,10039.689533985755,1.0
2023-02-28 20:00:00+00:00,2023-03-02 16:35:00+00:00,long,139.623671875,142.43546875,135.97875,143.0325,141.69735714285716,145.03521428571426,stop,-1.009362294029523,9938.352693392077,0.05,0.03744917611812584,0.01872458805906292,0.0,0.0,-1.009362294029523,-0.9531885298523343,1.8576388888888888,75.19562030590745,3.7597810152953732,1.8798905076476866,0.0,0.0,9938.352693392075,1.0
2023-04-28 20:00:00+00:00,2023-05-01 16:31:00+00:00,long,128.470859375,136.47546875,123.08,138.1125,135.44264285714286,142.11728571428574,target,1.49531810155707,10086.962680212951,0.05,0.018727593771737307,0.009363796885868653,0.0,0.0,1.49531810155707,1.523409492214676,2.854861111111111,37.22428640041962,1.861214320020981,0.9306071600104905,0.0,0.0,10086.962680212951,1.0
2023-05-03 20:00:00+00:00,2023-05-03 21:43:00+00:00,long,128.470859375,137.455625,125.69375,137.9425,136.9146428571429,139.4842857142857,stop,-1.0121612230715666,9984.866355378135,0.05,0.04864489228631191,0.024322446143155953,0.0,0.0,-1.0121612230715666,-0.9391938846420989,0.07152777777777777,98.13584261500141,4.906792130750071,2.4533960653750353,0.0,0.0,9984.866355378135,1.0
2023-05-18 16:30:00+00:00,2023-05-18 17:36:00+00:00,long,128.614375,137.94375,125.92625,138.2325,137.70207142857143,139.02814285714285,target,1.476434150282811,10132.286332109035,0.06,0.11311607864260984,0.04713169943442077,0.0,0.0,1.476434150282811,1.6366819283598417,0.04583333333333333,188.24148798181704,11.29448927890902,4.706037199545426,0.0,0.0,10132.286332109035,1.0
2023-06-07 20:00:00+00:00,2023-06-14 16:33:00+00:00,long,138.076328125,140.36203125,133.90828125,140.5325,138.6239285714286,143.3953571428571,target,1.4934505988024012,10283.607023008291,0.05,0.026197604790419472,0.013098802395209736,0.0,0.0,1.4934505988024012,1.5327470059880304,6.85625,53.08832659039228,2.654416329519614,1.327208164759807,0.0,0.0,10283.607023008291,1.0
2023-12-18 16:30:00+00:00,2023-12-20 18:13:00+00:00,long,152.98429687499998,164.79,143.03046874999998,166.0625,164.15214285714285,168.92803571428573,target,1.493456720882414,10437.188243242545,0.07,0.036642363058515454,0.013086558235184089,0.0,0.0,1.493456720882414,1.5431856421761136,2.071527777777778,53.83080886973843,3.768156620881691,1.3457702217434608,0.0,0.0,10437.188243242545,1.0
2023-12-26 20:00:00+00:00,2024-01-02 19:12:00+00:00,long,152.965234375,168.19,143.4175,168.5725,166.9495,171.00699999999998,target,1.492298213185466,10592.942216903257,0.05,0.030807147258164077,0.015403573629082038,0.0,0.0,1.492298213185466,1.5385089340727123,6.966666666666667,64.30799903415038,3.215399951707519,1.6076999758537596,0.0,0.0,10592.942216903257,1.0
2024-01-02 20:00:00+00:00,2024-01-10 16:32:00+00:00,long,153.12984375,169.39,149.3775,171.6625,169.09114285714287,175.51953571428567,stop,-1.0048612461457218,10486.497845738988,0.05,0.019444984582905223,0.009722492291452611,0.0,0.0,-1.0048612461457218,-0.975693769271364,7.855555555555555,41.19591961905794,2.059795980952897,1.0298979904764485,0.0,0.0,10486.497845738988,1.0
2024-01-23 20:00:00+00:00,2024-01-24 18:08:00+00:00,long,153.213828125,169.02921875,152.26109375,169.1625,168.17478571428572,170.6440714285714,target,1.487344518368539,10642.468196616424,0.05,0.05062192652589001,0.025310963262945005,0.0,0.0,1.487344518368539,1.563277408157374,0.9222222222222223,106.16934469218059,5.308467234609029,2.6542336173045147,0.0,0.0,10642.468196616423,1.0
2024-02-01 20:00:00+00:00,2024-02-05 17:00:00+00:00,long,170.27625,173.1875,164.9675,173.3725,171.2085,176.61850000000004,stop,-0.0057763401109004,10641.853451457191,0.05,0.023105360443622755,0.011552680221811377,0.0,0.0,-0.0057763401109004,0.028881700554533735,3.875,49.179612738522856,2.458980636926143,1.2294903184630714,0.0,0.0,10641.853451457191,1.0
2024-02-05 20:00:00+00:00,2024-02-13 16:38:00+00:00,long,170.013984375,173.3434375,164.9321875,174.6525,172.69414285714285,177.59003571428573,stop,-0.0063829011197373,10641.174192474076,0.05,0.025531604478972767,0.012765802239486384,0.0,0.0,-0.0063829011197373,0.03191450559872185,7.8597222222222225,54.34071864915924,2.7170359324579625,1.3585179662289812,0.0,0.0,10641.174192474076,1.0
2024-06-04 16:30:00+00:00,2024-06-04 17:47:00+00:00,long,198.949296875,200.40671875,189.58015625,200.2725,199.0531428571429,202.1015357142857,stop,-0.0102513033799917,10640.083333424413,0.15,0.12301564056001632,0.020502606760002724,0.0,0.0,-0.0102513033799917,0.13326694394002736,0.05347222222222222,87.2687239731942,13.09030859597913,2.181718099329855,0.0,0.0,10640.083333424413,1.0
2024-08-23 16:30:00+00:00,2024-08-28 16:40:00+00:00,long,206.058828125,215.0115625,204.185,217.2025,214.76192857142857,220.8633571428572,target,1.4948782486537158,10799.139624814405,0.16,0.06555841723249856,0.010243502692577901,0.0,0.0,1.4948782486537158,1.5706801685787923,5.006944444444445,43.596688910074484,6.975470225611917,1.089917222751862,0.0,0.0,10799.139624814403,1.0
2025-06-17 20:00:00+00:00,2025-06-18 17:08:00+00:00,long,265.175390625,269.57,254.6959375,270.02250000000004,266.7085714285714,274.99339285714296,target,1.496228041814854,10960.719380155617,0.09,0.027158098933074293,0.007543916370298416,0.0,0.0,1.496228041814854,1.5309300571182265,0.8805555555555555,32.58712248031026,2.9328410232279234,0.8146780620077567,0.0,0.0,10960.719380155617,1.0
2025-08-26 20:00:00+00:00,2025-08-29 16:30:00+00:00,long,291.15984375,293.6090625,285.7715625,296.49249999999995,293.1018571428571,301.5784642857142,target,1.4963133834713132,11124.72609116562,0.08,0.023594345783564154,0.0073732330573637985,0.0,0.0,1.4963133834713132,1.527280962312241,2.8541666666666665,32.32637538650057,2.5861100309200458,0.8081593846625144,0.0,0.0,11124.72609116562,1.0
2025-09-10 16:30:00+00:00,2025-09-10 16:32:00+00:00,long,291.39953125,297.0765625,286.06656250000003,297.4725,295.7748571428572,300.01896428571433,stop,-1.0073631505869416,11012.659699919486,0.0,0.0,0.014726301173896618,0.0,0.0,-1.0073631505869416,-0.992636849413045,0.001388888888888889,65.53042675824423,0.0,1.6382606689561061,0.0,0.0,11012.659699919486,1.0
2026-07-14 20:00:00+00:00,2026-08-12 17:00:00+00:00,long,297.8025,331.515,294.315,340.4125,324.9857857142857,363.5525714285714,target,1.4991897172807844,11177.760361739804,0.11,0.007130487929102572,0.0016205654384324028,0.0,0.0,1.4991897172807844,1.5079407706483194,28.875,7.13869427796275,0.7852563705759025,0.17846735694906876,0.0,0.0,11177.760361739804,1.0
