entry_time_utc,exit_time_utc,direction,poc,vah,val,entry,initial_stop,target,exit_reason,r_multiple,balance,entry_spread_price,embedded_spread_cost_r,embedded_slippage_cost_r,commission_cost_r,swap_cashflow_r,r_after_spread_slippage_before_commission_swap,r_before_all_costs,holding_calendar_days,modeled_quantity,embedded_spread_cost_usd,embedded_slippage_cost_usd,commission_usd,swap_cashflow_usd,balance_net_costs,contract_size
2023-02-06 20:00:00+00:00,2023-02-07 22:00:00+00:00,long,97.614375,101.78625,90.43875,103.0925,101.85,106.82000000000002,target,2.98993963782696,10298.993963782696,0.05,0.040241448692152695,0.020120724346076348,0.0,0.0,2.98993963782696,3.050301810865189,1.0833333333333333,80.48289738430539,4.024144869215269,2.0120724346076346,0.0,0.0,10298.993963782697,1.0
2023-05-10 20:00:00+00:00,2023-05-10 21:52:00+00:00,long,105.108515625,108.16484375,94.3309375,109.0225,107.96,112.21,target,2.9882352941176444,10606.7521363475,0.05,0.047058823529411764,0.023529411764705882,0.0,0.0,2.9882352941176444,3.058823529411762,0.07777777777777778,96.93170789442539,4.846585394721269,2.4232926973606346,0.0,0.0,10606.752136347499,1.0
2023-05-11 16:30:00+00:00,2023-07-27 22:48:00+00:00,long,104.89359375,108.4340625,94.609375,115.5825,108.38,137.19000000000003,time,1.858382506074275,10803.866162512042,0.06,0.008330440819160012,0.003471017007983339,0.0,0.0,1.858382506074275,1.8701839639014182,77.2625,14.726486825890314,0.8835892095534187,0.36816217064725787,0.0,0.0,10803.866162512042,1.0
2023-08-08 20:00:00+00:00,2023-08-09 18:22:00+00:00,long,123.25234375,130.29843749999998,116.20625,131.0725,129.52,135.72999999999993,stop,-1.008051529790653,10694.957624384304,0.05,0.0322061191626413,0.01610305958132065,0.0,0.0,-1.008051529790653,-0.959742351046691,0.9319444444444445,69.59012020941822,3.4795060104709106,1.7397530052354553,0.0,0.0,10694.957624384304,1.0
2023-08-15 20:00:00+00:00,2023-08-15 22:26:00+00:00,long,123.25234375,129.8125,116.20625,130.5925,129.62,133.51,stop,-1.0128534704370062,10586.63337492396,0.05,0.05141388174807216,0.02570694087403608,0.0,0.0,-1.0128534704370062,-0.935732647814898,0.10138888888888889,109.97385732014747,5.4986928660073735,2.7493464330036868,0.0,0.0,10586.63337492396,1.0
2023-10-12 16:30:00+00:00,2023-10-12 20:05:00+00:00,long,130.368515625,139.30953125,125.2321875,140.74249999999998,139.42,144.70999999999995,stop,-1.0094517958412013,10479.766414201667,0.06,0.04536862003780749,0.01890359168241979,0.0,0.0,-1.0094517958412013,-0.9451795841209739,0.14930555555555555,80.05015784441613,4.803009470664967,2.0012539461104035,0.0,0.0,10479.766414201667,1.0
2023-10-13 16:30:00+00:00,2023-10-13 17:49:00+00:00,long,130.394609375,138.75828124999998,124.63296875,139.29250000000002,138.23,142.4800000000001,stop,-1.011764705882342,10373.735836363863,0.07,0.06588235294117471,0.023529411764705254,0.0,0.0,-1.011764705882342,-0.922352941176462,0.05486111111111111,98.63309566307187,6.904316696415032,2.465827391576797,0.0,0.0,10373.735836363863,1.0
2023-10-18 16:30:00+00:00,2023-10-18 21:01:00+00:00,long,130.480625,139.16125,127.04875,139.7725,138.77,142.78,stop,-1.0124688279301632,10268.704994728858,0.07,0.06982543640897772,0.024937655860349184,0.0,0.0,-1.0124688279301632,-0.9177057356608362,0.18819444444444444,103.47866170936545,7.243506319655582,2.5869665427341366,0.0,0.0,10268.704994728858,1.0
2023-11-27 20:00:00+00:00,2023-11-28 16:30:00+00:00,long,130.5159375,136.914375,126.7425,136.9825,136.09,139.65999999999994,stop,-1.014005602240884,10164.579750804718,0.05,0.056022408963586436,0.028011204481793218,0.0,0.0,-1.014005602240884,-0.9299719887955045,0.8541666666666666,115.05551814822455,5.752775907411228,2.876387953705614,0.0,0.0,10164.579750804718,1.0
2023-12-21 20:00:00+00:00,2023-12-26 16:30:00+00:00,long,136.7503125,139.539375,131.008125,139.9325,139.14,142.31000000000006,target,2.984227129337554,10467.913897311384,0.05,0.06309148264984082,0.03154574132492041,0.0,0.0,2.984227129337554,3.0788643533123157,4.854166666666667,128.25968139816385,6.412984069908193,3.2064920349540964,0.0,0.0,10467.913897311384,1.0
