entry_time_utc,exit_time_utc,direction,poc,vah,val,entry,initial_stop,target,exit_reason,r_multiple,balance,entry_spread_price,embedded_spread_cost_r,embedded_slippage_cost_r,commission_cost_r,swap_cashflow_r,r_after_spread_slippage_before_commission_swap,r_before_all_costs,holding_calendar_days,modeled_quantity,embedded_spread_cost_usd,embedded_slippage_cost_usd,commission_usd,swap_cashflow_usd,balance_net_costs,contract_size
2022-03-28 16:30:00+00:00,2022-03-30 16:34:00+00:00,long,114.62921875,117.93,106.5753125,117.8025,115.80571428571427,123.79285714285716,target,2.993739939187979,10299.373993918798,0.03,0.015024145948846308,0.01252012162403859,0.0,0.0,2.993739939187979,3.021284206760864,2.0027777777777778,50.08048649615436,1.5024145948846308,1.252012162403859,0.0,0.0,10299.373993918798,1.0
2022-05-17 16:30:00+00:00,2022-05-20 19:10:00+00:00,long,86.21046875,93.5225,85.5690625,98.4625,91.50035714285714,119.34892857142854,stop,-1.0017954242330978,10196.195336523066,0.01,0.001436339386477889,0.003590848466194723,0.0,0.0,-1.0017954242330978,-0.9967682363804252,3.111111111111111,14.793396523531653,0.14793396523531652,0.36983491308829136,0.0,0.0,10196.195336523066,1.0
2022-11-21 16:30:00+00:00,2022-11-23 16:31:00+00:00,long,61.17609375,72.8578125,58.05,72.2125,71.13660714285714,75.44017857142859,target,2.9883817427385866,10500.896576413685,0.05,0.04647302904564298,0.02323651452282149,0.0,0.0,2.9883817427385866,3.058091286307051,2.0006944444444446,94.76961640585718,4.738480820292859,2.3692404101464297,0.0,0.0,10500.896576413685,1.0
2022-12-01 16:30:00+00:00,2022-12-06 16:43:00+00:00,long,73.52242187499999,75.18359375,67.6328125,78.2125,71.82232142857143,97.38303571428574,stop,-1.0019561268688002,10395.682199790152,0.05,0.007824507475199098,0.003912253737599549,0.0,0.0,-1.0019561268688002,-0.9902193656560015,5.009027777777778,16.432868751688297,0.8216434375844149,0.41082171879220747,0.0,0.0,10395.682199790152,1.0
2023-02-15 16:30:00+00:00,2023-02-16 22:28:00+00:00,long,74.831171875,84.95546875000001,72.07,85.50250000000001,80.68589285714286,99.95232142857148,stop,-1.0025951877803736,10291.455590318115,0.06,0.012456901345790212,0.0051903755607459225,0.0,0.0,-1.0025951877803736,-0.9849479108738374,1.2486111111111111,21.58299793082888,1.2949798758497328,0.5395749482707222,0.0,0.0,10291.455590318115,1.0
2023-05-18 16:30:00+00:00,2023-05-26 16:30:00+00:00,long,95.0321875,99.91,88.971875,104.3525,98.80839285714283,120.98482142857148,target,2.997745353818404,10599.96722211716,0.05,0.009018584726382535,0.004509292363191268,0.0,0.0,2.997745353818404,3.0112732309079777,8.0,18.56287283981742,0.9281436419908712,0.4640718209954356,0.0,0.0,10599.96722211716,1.0
2023-06-14 16:30:00+00:00,2023-06-16 18:47:00+00:00,long,118.163828125,122.81796875,117.59625,125.1325,120.67982142857144,138.49053571428573,stop,-1.0028072989773418,10493.669977124564,0.06,0.013475035091237283,0.005614597954682202,0.0,0.0,-1.0028072989773418,-0.9837176659314223,2.095138888888889,23.805821713998956,1.4283493028399372,0.5951455428499739,0.0,0.0,10493.669977124564,1.0
2023-07-17 16:30:00+00:00,2023-07-17 16:32:00+00:00,long,114.54703125,115.2515625,110.71125,116.1625,114.26803571428572,121.84589285714289,stop,-1.0065981713639378,10388.040887025862,0.06,0.03167122254689427,0.013196342727872614,0.0,0.0,-1.0065981713639378,-0.9617306060891709,0.001388888888888889,55.39122619652917,3.32347357179175,1.3847806549132293,0.0,0.0,10388.040887025862,1.0
2023-07-19 16:30:00+00:00,2023-07-20 16:30:00+00:00,long,114.504296875,116.37609375,111.64734375,120.8325,114.21607142857142,140.68178571428575,stop,-1.001889236748354,10283.964223469731,0.06,0.009068336392097592,0.0037784734967073307,0.0,0.0,-1.001889236748354,-0.9890424268595491,1.0,15.70037486973573,0.9420224921841438,0.3925093717433933,0.0,0.0,10283.964223469731,1.0
2023-10-06 16:30:00+00:00,2023-10-23 16:46:00+00:00,long,96.749453125,102.40171875,95.236875,102.4325,99.38196428571428,111.58410714285708,stop,-1.00409764092958,10180.70318130783,0.07,0.02294678920564293,0.008195281859158188,0.0,0.0,-1.00409764092958,-0.9729555698647789,17.011111111111113,33.71199417633332,2.3598395923433326,0.842799854408333,0.0,0.0,10180.70318130783,1.0
