status,instrument,symbol,trades,win_rate_pct,profit_factor,return_before_all_costs_pct,gross_return_after_spread_slippage_pct,net_return_pct,net_cagr_pct,all_cost_return_impact_pct_points,net_max_dd_pct,embedded_spread_cost_usd,embedded_slippage_cost_usd,commission_usd,swap_cashflow_usd,total_debit_cost_usd,confirmation_trades,confirmation_pf,confirmation_return_pct
REJECT,SP500,US500,32,53.125,3.2893226077877715,34.18568818608823,32.75997404190167,27.42875505886748,5.3959713907088425,6.756933127220748,4.511751608129925,80.90617679144188,38.53299764399311,0.0,-481.09350911092037,600.5326835463553,6,0.819410539372343,-0.7064006651927079
REJECT,NVDA,NVDA.OQ,22,63.63636363636363,3.350032367762808,22.91257165034335,21.10943180946645,21.10943180946645,4.243430253573011,1.8031398408768986,5.150273807743585,45.5183896382277,112.82122597359707,0.0,0.0,158.33961561182477,2,1.9921903695408805,0.9747811149160679
REJECT,AAPL,AAPL.OQ,24,37.5,2.1249215705041977,18.43143603253834,17.384344265995576,17.384344265995576,3.5391593821739065,1.0470917665427635,7.768619436521234,62.7386236605756,30.618548759695248,0.0,0.0,93.35717242027084,1,999.0,0.14777562862668958
REJECT,MSFT,MSFT.OQ,24,25.0,2.8852837574478896,14.39305932157724,13.727600348700753,13.727600348700753,2.8305772690472297,0.6654589728764879,5.7427926006940275,46.522985492351665,16.06466213816318,0.0,0.0,62.587647630514844,3,0.0,-1.9955034490700352
REJECT,AMZN,AMZN.OQ,23,30.434782608695656,2.21728074064377,14.92355957477789,13.519175493121228,13.519175493121228,2.789655422557602,1.4043840816566622,6.2168402014877975,90.1424377918801,38.44982017750695,0.0,0.0,128.59225796938705,4,0.3346058672468191,-2.021534851858864
REJECT,GOOGL,GOOGL.OQ,16,50.0,2.8116771029802696,16.937522510652702,15.340616595727319,15.340616595727319,3.145304701250229,1.596905914925383,6.7051677262606635,99.63411967362364,47.527758334892454,0.0,0.0,147.1618780085161,1,0.0,-1.0051387461459282
REJECT,META,META.OQ,21,57.14285714285714,3.9583063926033524,31.533695129487004,30.06706243316963,30.06706243316963,6.50693146604111,1.4666326963173724,5.005410587963093,95.1904344135722,29.539716663235122,0.0,0.0,124.73015107680733,1,0.0,-1.00029123515325
REJECT,AVGO,AVGO.OQ,21,61.904761904761905,2.880196067963642,19.23648301926244,16.569249123988115,16.569249123988115,3.3827278963143526,2.6672338952743253,6.223406541614894,134.9913642578498,91.64030854711369,0.0,0.0,226.6316728049635,0,0.0,0.0
REJECT,AMD,AMD.OQ,22,54.54545454545454,3.472634653491935,24.02286429172449,23.531764470866467,23.531764470866467,4.692349284518538,0.49109982085802173,5.097927760766032,29.420760418254563,13.023798917224301,0.0,0.0,42.444559335478864,3,8.622809442442541,4.7183438477439665
REJECT,INTC,INTC.OQ,33,36.36363636363637,2.380410249287905,40.255582200490345,32.86212770561394,32.86212770561394,6.359598442954262,7.393454494876401,12.01937702996833,433.4373688042627,217.68016050966972,0.0,0.0,651.1175293139324,6,0.0,-5.902529442479388
REJECT,TSLA,TSLA.OQ,40,17.5,3.1061277472019637,49.40187425190403,46.99418294042728,46.99418294042728,8.718204680833242,2.4076913114767535,22.142751151546936,141.921892649461,51.98131185297913,0.0,0.0,193.90320450244013,8,0.9387007350593293,-0.2402995142708142
REJECT,JPM,JPM.N,19,57.89473684210527,3.2207059777586373,13.535235176763717,11.777603617398036,11.777603617398036,2.445397707658814,1.7576315593656808,1.9984666913543854,115.76272321330867,44.78450667542217,0.0,0.0,160.54722988873084,1,999.0,1.49918971728078
