symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,spread_r,spread_points,pnl,range_high,range_low,range_atr,risk_per_lot,lot_min,lot_max,lot_step
AUDUSD,30,1.1764705882352942,2025-12,2025-12-30,2025-12-31 00:45:00,2025-12-31 07:00:00,SELL,0.66953,0.67123,0.66753,0.66846,timeout,0.5765,0.0529,9.0,107.0,0.66992,0.66953,1.8571,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-01,2026-01-02 00:30:00,2026-01-02 03:15:00,BUY,0.668,0.6663,0.67,0.67,win,1.1235,0.0529,9.0,200.0,0.668,0.66763,1.0951,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-06,2026-01-07 00:30:00,2026-01-07 01:45:00,SELL,0.67322,0.67492,0.67122,0.67492,loss,-1.0529,0.0529,9.0,-170.0,0.67371,0.67322,1.75,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-07,2026-01-08 01:00:00,2026-01-08 04:45:00,BUY,0.67232,0.67062,0.67432,0.67062,loss,-1.0529,0.0529,9.0,-170.0,0.67232,0.67166,4.0526,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-08,2026-01-09 01:00:00,2026-01-09 07:00:00,SELL,0.66945,0.67115,0.66745,0.66863,timeout,0.4294,0.0529,9.0,82.0,0.66993,0.66945,2.1889,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-13,2026-01-14 00:30:00,2026-01-14 07:00:00,BUY,0.66838,0.66668,0.67038,0.66991,timeout,0.8471,0.0529,9.0,153.0,0.66838,0.66812,1.2466,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-14,2026-01-15 00:30:00,2026-01-15 03:30:00,BUY,0.6684,0.6667,0.6704,0.6667,loss,-1.0529,0.0529,9.0,-170.0,0.6684,0.66801,1.56,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-15,2026-01-16 00:45:00,2026-01-16 07:00:00,SELL,0.66987,0.67157,0.66787,0.6701,timeout,-0.1882,0.0529,9.0,-23.0,0.67021,0.66987,1.7,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-20,2026-01-21 00:30:00,2026-01-21 06:45:00,BUY,0.67324,0.67154,0.67524,0.67524,win,1.1235,0.0529,9.0,200.0,0.67324,0.67294,1.2537,170.0,0.01,200.0,0.01
AUDUSD,30,1.1764705882352942,2026-01,2026-01-21,2026-01-22 00:30:00,2026-01-22 00:30:00,BUY,0.6761,0.6744,0.6781,0.6781,win,1.1235,0.0529,9.0,200.0,0.6761,0.67535,3.1915,170.0,0.01,200.0,0.01
