starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,126.39,-173.61,-57.87,43,5,38,11.63,-12.23,-0.2843,0.0439,57.87,M15
300.0,249.28,-50.72,-16.91,16,3,13,18.75,-1.94,-0.1211,0.0345,47.23,M30
