id,label,symbol,period,from,to,report,chart,initial,final,net,return_pct,equity_dd_amount,equity_dd_pct,balance_dd_amount,balance_dd_pct,profit_factor,trades,wins,losses,win_rate_pct,expected_payoff,recovery_factor,sharpe,gross_profit,gross_loss,commission,swap,total_charges,largest_win,largest_loss,average_win,average_loss,history_quality,bars,ticks
01-trend-following,GR 01 Trend Following Starter,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\01-trend-following.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\01-trend-following.png,10000.0,6775.77,-3224.23,-32.2423,5097.84,45.88,5059.31,45.64,0.95,1446,488,958,33.75,-2.23,-0.63,-0.99,57303.84,-60528.07,-1506.79,-682.01,-2188.8,220.14,-129.69,117.43,-61.61,98%,118033,239602777
02-breakout-confirmation,GR 02 Breakout Confirmation,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\02-breakout-confirmation.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\02-breakout-confirmation.png,10000.0,10068.55,68.55,0.6855,3449.89,33.91,3375.91,33.41,1.0,1231,427,804,34.69,0.06,0.02,0.02,53327.58,-53259.03,-1132.85,-748.51,-1881.36,217.21,-153.74,124.89,-64.83,98%,118033,239602777
03-liquidity-sweep,GR 03 Liquidity Sweep Reversal,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\03-liquidity-sweep.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\03-liquidity-sweep.png,10000.0,646.4899999999998,-9353.51,-93.5351,9568.9,93.67,9568.9,93.67,0.57,1129,304,825,26.93,-8.28,-0.98,-5.0,12580.15,-21933.66,-1750.63,-328.18,-2078.81,284.6,-139.1,41.38,-24.46,98%,118033,239602777
04-mtf-institutional,GR 04 MTF Institutional,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\04-mtf-institutional.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\04-mtf-institutional.png,10000.0,9471.68,-528.32,-5.283200000000001,1858.2,16.4,1749.53,15.59,0.84,58,19,39,32.76,-9.11,-0.28,-3.33,2702.33,-3230.65,-66.17,-43.09,-109.26,364.35,-111.3,142.23,-81.14,98%,118033,239602777
06-smc-bos-ob,GR 06 SMC BOS OB,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\06-smc-bos-ob.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\06-smc-bos-ob.png,10000.0,11553.14,1553.14,15.531400000000001,1325.81,12.37,1272.82,11.91,1.1,298,115,183,38.59,5.21,1.17,1.32,17177.54,-15624.4,-249.42,-409.14,-658.56,239.13,-254.88,149.37,-84.02,98%,118033,239602777
07-ict-killzone,GR 07 ICT Killzone,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\07-ict-killzone.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\07-ict-killzone.png,10000.0,4981.61,-5018.39,-50.1839,5518.08,52.79,5461.93,52.44,0.73,463,150,313,32.4,-10.84,-0.91,-3.98,13865.72,-18884.11,-431.06,-321.3,-752.36,386.54,-110.36,92.44,-58.96,98%,118033,239602777
08-crt,GR 08 Candle Range Theory,XAUUSD,H1,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\08-crt.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\08-crt.png,10000.0,3338.74,-6661.26,-66.6126,6851.74,68.52,6848.79,68.49,0.8,1104,352,752,31.88,-6.03,-0.97,-2.9,26485.79,-33147.05,-652.69,-845.77,-1498.46,249.09,-107.29,75.24,-43.21,98%,29537,239602777
09-snr-ict,GR 09 SNR ICT,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\09-snr-ict.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\09-snr-ict.png,10000.0,10707.21,707.21,7.072100000000001,6905.51,39.92,6774.01,39.3,1.02,405,139,266,34.32,1.75,0.1,0.23,30270.65,-29563.44,-796.09,-572.4,-1368.49,6469.09,-180.27,217.77,-108.15,98%,118033,239602777
10-smc-liquidity-sweep,GR 10 SMC Liquidity Sweep,XAUUSD,M15,2021.08.15,2026.08.14,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\10-smc-liquidity-sweep.htm,C:\Users\hama101\Desktop\geek\ai trader\AAA EAs\BM Trading Robust Sets 2026-08-04\goldenrock bot prompt mql5\Rebuilt 2026-08-15\Reports\MT5 Exness XAUUSD 2021-08-15 to 2026-08-14\10-smc-liquidity-sweep.png,10000.0,5622.49,-4377.51,-43.7751,15320.26,77.48,11689.31,72.24,0.9,752,243,509,32.31,-5.82,-0.29,-1.4,37715.52,-42093.03,-3925.63,-631.52,-4557.15,5998.4,-197.58,155.21,-74.99,98%,118033,239602777
