symbol,range_minutes,rr,month,date,opened_at,closed_at,direction,entry,stop_loss,take_profit,exit_price,result,r_multiple,pnl,range_high,range_low,range_atr
AUDUSD,30,1.3043478260869565,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-19 23:30:00,BUY,0.71089,0.7107,0.711138,0.711138,win,1.3043,24.78,0.71089,0.7107,0.9048
GBPUSD,30,1.3043478260869565,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-19 23:45:00,BUY,1.34003,1.33963,1.340552,1.33963,loss,-1.0,-40.0,1.34003,1.33963,1.0238
NZDUSD,30,1.3043478260869565,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-19 23:45:00,BUY,0.58373,0.5835,0.58403,0.5835,loss,-1.0,-23.0,0.58373,0.5835,0.8944
USDCAD,30,1.3043478260869565,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-19 23:45:00,SELL,1.37427,1.37439,1.374113,1.37439,loss,-1.0,-12.0,1.37439,1.37427,0.3871
USDCHF,30,1.3043478260869565,2026-05,2026-05-19,2026-05-19 23:30:00,2026-05-20 00:00:00,SELL,0.78857,0.78889,0.788153,0.78889,loss,-1.0,-32.0,0.78889,0.78857,1.8211
AUDUSD,30,1.3043478260869565,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-20 23:45:00,SELL,0.71495,0.71521,0.714611,0.71521,loss,-1.0,-26.0,0.71521,0.71495,0.9891
GBPUSD,30,1.3043478260869565,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 00:45:00,SELL,1.34329,1.34382,1.342599,1.34382,loss,-1.0,-53.0,1.34382,1.34329,1.3226
NZDUSD,30,1.3043478260869565,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 00:00:00,SELL,0.58672,0.58698,0.586381,0.586381,win,1.3043,33.91,0.58698,0.58672,0.9333
USDCAD,30,1.3043478260869565,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 01:30:00,BUY,1.37476,1.37448,1.375125,1.375125,win,1.3043,36.52,1.37476,1.37448,1.0077
USDCHF,30,1.3043478260869565,2026-05,2026-05-20,2026-05-20 23:30:00,2026-05-21 01:00:00,BUY,0.78712,0.78679,0.78755,0.78679,loss,-1.0,-33.0,0.78712,0.78679,1.65
USDCAD,30,1.3043478260869565,2026-05,2026-05-21,2026-05-21 23:30:00,2026-05-22 00:00:00,BUY,1.37771,1.37741,1.378101,1.378101,win,1.3043,39.13,1.37771,1.37741,1.2245
USDCHF,30,1.3043478260869565,2026-05,2026-05-21,2026-05-21 23:30:00,2026-05-21 23:45:00,BUY,0.78665,0.78642,0.78695,0.78642,loss,-1.0,-23.0,0.78665,0.78642,0.928
AUDUSD,30,1.3043478260869565,2026-05,2026-05-21,2026-05-21 23:45:00,2026-05-22 00:15:00,SELL,0.7147,0.71516,0.7141,0.7141,win,1.3043,60.0,0.71516,0.7147,1.5189
GBPUSD,30,1.3043478260869565,2026-05,2026-05-21,2026-05-21 23:45:00,2026-05-22 00:00:00,BUY,1.34335,1.34303,1.343767,1.34303,loss,-1.0,-32.0,1.34335,1.34303,0.6502
