symbol,broker_symbol,candles,days,status
AUDUSD,AUDUSDm,2776,28,ok
NZDUSD,NZDUSDm,2776,28,ok
USDCAD,USDCADm,2776,28,ok
GBPUSD,GBPUSDm,2776,28,ok
USDCHF,USDCHFm,2776,28,ok
