starting_balance,ending_balance,net_profit,return_pct,trades,wins,losses,win_rate,net_r,avg_r,avg_spread_r,max_drawdown_pct,timeframe
300.0,135.48,-164.52,-54.84,56,7,49,12.5,-8.01,-0.1431,0.0477,67.73,M15
300.0,439.46,139.46,46.49,31,7,24,22.58,13.69,0.4415,0.0344,58.49,M30
