time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2026.03.05 13:45:00,entry,2,1,5131.546,5080.125,5285.809,fixed_3R|risk=102.8400|volume=0.0200|PD=2026.03.05 00:00:00|PW=2026.03.01 00:00:00,0.721860714285718,0.0,0.0,0.0,0.0,0.0,,9999.89,9999.66,
2026.03.10 02:00:00,entry,4,1,5184.348,5151.291,5283.519,fixed_3R|risk=99.1700|volume=0.0300|PD=2026.03.10 00:00:00|PW=2026.03.08 00:00:00,0.7586357142857163,0.0,0.0,0.0,0.0,0.0,,9896.32,9895.98,
2026.03.11 14:00:00,entry,6,1,5176.746,5147.557,5264.653,fixed_3R|risk=116.7500|volume=0.0400|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.7237857142857074,0.0,0.0,0.0,0.0,0.0,,9795.21,9794.75,
2026.03.23 00:15:00,entry,8,-1,4436.906,4496.937,4256.813,fixed_3R|risk=120.0600|volume=0.0200|PD=2026.03.23 00:00:00|PW=2026.03.22 00:00:00,1.2908500000000005,0.0,0.0,0.0,0.0,0.0,,9677.83,9677.69,
2026.03.24 01:45:00,entry,10,-1,4321.438,4373.065,4166.557,fixed_3R|risk=103.2500|volume=0.0200|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.62964642857143,0.0,0.0,0.0,0.0,0.0,,10037.93,10037.7,
2026.03.24 12:00:00,entry,12,-1,4407.856,4434.433,4328.125,fixed_3R|risk=106.3100|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.1161321428571487,0.0,0.0,0.0,0.0,0.0,,9934.37,9933.9,
2026.03.27 03:15:00,entry,14,-1,4429.715,4442.484,4391.408,fixed_3R|risk=102.1500|volume=0.0800|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.707789285714294,0.0,0.0,0.0,0.0,0.0,,9827.38,9826.81,
2026.03.27 06:00:00,entry,16,-1,4454.679,4476.723,4388.547,fixed_3R|risk=110.2200|volume=0.0500|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.5636928571428566,0.0,0.0,0.0,0.0,0.0,,9724.65,9724.3,
2026.04.05 22:15:00,entry,18,-1,4630.573,4678.549,4486.645,fixed_3R|risk=143.9300|volume=0.0300|PD=2026.04.05 00:00:00|PW=2026.03.29 00:00:00,0.6767785714285798,0.0,0.0,0.0,0.0,0.0,,9613.92,9613.34,
2026.04.06 10:00:00,entry,20,-1,4693.83,4708.231,4650.627,fixed_3R|risk=100.8100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5923535714285728,0.0,0.0,0.0,0.0,0.0,,9469.51,9469.01,
2026.04.06 17:15:00,entry,22,-1,4653.908,4668.767,4609.331,fixed_3R|risk=104.0100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.7779892857142874,0.0,0.0,0.0,0.0,0.0,,9771.95,9771.46,
2026.04.09 12:15:00,entry,24,-1,4742.777,4760.999,4688.111,fixed_3R|risk=109.3300|volume=0.0600|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.4227500000000062,0.0,0.0,0.0,0.0,0.0,,9667.51,9667.08,
2026.04.09 16:15:00,entry,26,-1,4788.398,4802.976,4744.664,fixed_3R|risk=102.0400|volume=0.0700|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.7479607142857114,0.0,0.0,0.0,0.0,0.0,,9556.97,9556.48,
2026.04.14 01:00:00,entry,28,-1,4769.791,4776.751,4748.911,fixed_3R|risk=104.4000|volume=0.1500|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3579928571428517,0.0,0.0,0.0,0.0,0.0,,9862.8,9861.95,
2026.04.14 05:45:00,entry,30,-1,4761.209,4768.981,4737.893,fixed_3R|risk=101.0300|volume=0.1300|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3162142857142726,0.0,0.0,0.0,0.0,0.0,,9754.1,9753.18,
2026.04.16 14:00:00,entry,32,-1,4794.764,4825.196,4703.468,fixed_3R|risk=121.7200|volume=0.0400|PD=2026.04.16 00:00:00|PW=2026.04.12 00:00:00,0.4602142857142975,0.0,0.0,0.0,0.0,0.0,,9649.75,9649.29,
2026.04.21 01:15:00,entry,34,-1,4814.991,4827.058,4778.79,fixed_3R|risk=96.5300|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3433642857142916,0.0,0.0,0.0,0.0,0.0,,9527.53,9526.61,
2026.04.21 06:30:00,entry,36,-1,4779.101,4791.528,4741.82,fixed_3R|risk=99.4100|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.38505714285714215,0.0,0.0,0.0,0.0,0.0,,9819.34,9818.89,
2026.04.21 08:15:00,entry,38,-1,4776.153,4793.936,4722.804,fixed_3R|risk=106.7000|volume=0.0600|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.4629571428571483,0.0,0.0,0.0,0.0,0.0,,9719.12,9718.7,
2026.04.21 12:15:00,entry,40,-1,4791.405,4799.007,4768.599,fixed_3R|risk=98.8200|volume=0.1300|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.33266785714285046,0.0,0.0,0.0,0.0,0.0,,9611.55,9610.63,
2026.04.21 12:45:00,entry,42,-1,4778.994,4792.987,4737.015,fixed_3R|risk=111.9500|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.4203499999999979,0.0,0.0,0.0,0.0,0.0,,9908.79,9908.22,
2026.04.21 14:00:00,entry,44,-1,4779.224,4795.783,4729.547,fixed_3R|risk=99.3600|volume=0.0600|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.6120392857142861,0.0,0.0,0.0,0.0,0.0,,9795.89,9795.2,
2026.04.21 15:30:00,entry,46,-1,4742.58,4759.71,4691.19,fixed_3R|risk=102.7800|volume=0.0600|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.8421892857142862,0.0,0.0,0.0,0.0,0.0,,10094.04,10093.7,
2026.04.22 08:15:00,entry,48,-1,4758.008,4765.122,4736.666,fixed_3R|risk=106.7100|volume=0.1500|PD=2026.04.22 00:00:00|PW=2026.04.19 00:00:00,0.32803928571428775,0.0,0.0,0.0,0.0,0.0,,10403.78,10402.92,
2026.04.22 14:00:00,entry,50,-1,4752.866,4761.876,4725.836,fixed_3R|risk=108.1200|volume=0.1200|PD=2026.04.22 00:00:00|PW=2026.04.19 00:00:00,0.4328035714285794,0.0,0.0,0.0,0.0,0.0,,10723.37,10722.68,
2026.04.23 01:15:00,entry,52,-1,4736.956,4755.29,4681.954,fixed_3R|risk=128.3400|volume=0.0700|PD=2026.04.23 00:00:00|PW=2026.04.19 00:00:00,0.5770964285714236,0.0,0.0,0.0,0.0,0.0,,11048.44,11048.04,
2026.04.24 00:45:00,entry,54,-1,4701.712,4708.744,4680.616,fixed_3R|risk=119.5500|volume=0.1700|PD=2026.04.24 00:00:00|PW=2026.04.19 00:00:00,0.3217071428571412,0.0,0.0,0.0,0.0,0.0,,11432.77,11431.56,
2026.04.24 01:45:00,entry,56,-1,4691.029,4712.148,4627.672,fixed_3R|risk=126.7200|volume=0.0600|PD=2026.04.24 00:00:00|PW=2026.04.19 00:00:00,0.41633928571428513,0.0,0.0,0.0,0.0,0.0,,11311.11,11310.68,
2026.04.26 22:15:00,entry,58,-1,4685.423,4710.149,4611.245,fixed_3R|risk=123.6300|volume=0.0500|PD=2026.04.26 00:00:00|PW=2026.04.19 00:00:00,0.3579535714285807,0.0,0.0,0.0,0.0,0.0,,11184.09,11183.52,
2026.04.28 02:00:00,entry,60,-1,4670.951,4692.136,4607.396,fixed_3R|risk=127.1100|volume=0.0600|PD=2026.04.28 00:00:00|PW=2026.04.26 00:00:00,0.2844785714285731,0.0,0.0,0.0,0.0,0.0,,11059.43,11059.01,
2026.04.29 01:30:00,entry,62,-1,4580.447,4601.51,4517.258,fixed_3R|risk=126.3800|volume=0.0600|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.3737571428571528,0.0,0.0,0.0,0.0,0.0,,11441.03,11440.69,
2026.04.29 02:45:00,entry,64,-1,4597.11,4605.39,4572.27,fixed_3R|risk=115.9200|volume=0.1400|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.49737500000001095,0.0,0.0,0.0,0.0,0.0,,11313.24,11312.25,
2026.04.30 01:15:00,entry,66,-1,4568.671,4574.932,4549.888,fixed_3R|risk=112.7000|volume=0.1800|PD=2026.04.30 00:00:00|PW=2026.04.26 00:00:00,0.30819642857143537,0.0,0.0,0.0,0.0,0.0,,11194.97,11193.95,
2026.05.04 15:30:00,entry,68,-1,4537.847,4568.015,4447.111,fixed_3R|risk=120.6700|volume=0.0400|PD=2026.05.04 00:00:00|PW=2026.05.03 00:00:00,0.777332142857147,0.0,0.0,0.0,0.0,0.0,,11080.9,11080.61,
2026.05.06 01:15:00,entry,70,-1,4611.67,4624.094,4574.398,fixed_3R|risk=111.8200|volume=0.0900|PD=2026.05.06 00:00:00|PW=2026.05.03 00:00:00,0.5574607142857205,0.0,0.0,0.0,0.0,0.0,,10958.56,10957.89,
2026.05.20 00:00:00,entry,72,-1,4489.513,4497.16,4466.572,fixed_3R|risk=114.7000|volume=0.1500|PD=2026.05.20 00:00:00|PW=2026.05.17 00:00:00,0.29356071428571795,0.0,0.0,0.0,0.0,0.0,,10845.62,10844.51,
2026.05.20 01:15:00,entry,74,-1,4492.822,4510.196,4440.7,fixed_3R|risk=121.6200|volume=0.0700|PD=2026.05.20 00:00:00|PW=2026.05.17 00:00:00,0.44069642857142366,0.0,0.0,0.0,0.0,0.0,,10729.31,10728.79,
2026.05.25 00:30:00,entry,76,-1,4572.468,4576.943,4559.043,fixed_3R|risk=107.4000|volume=0.2400|PD=2026.05.25 00:00:00|PW=2026.05.24 00:00:00,0.5047821428571362,0.0,0.0,0.0,0.0,0.0,,10606.3,10604.86,
2026.05.25 01:00:00,entry,78,-1,4569.295,4581.194,4533.598,fixed_3R|risk=107.0900|volume=0.0900|PD=2026.05.25 00:00:00|PW=2026.05.24 00:00:00,0.5427321428571337,0.0,0.0,0.0,0.0,0.0,,10496.89,10496.23,
2026.05.27 05:30:00,entry,80,-1,4507.11,4514.789,4484.073,fixed_3R|risk=115.1900|volume=0.1500|PD=2026.05.27 00:00:00|PW=2026.05.24 00:00:00,0.3525214285714388,0.0,0.0,0.0,0.0,0.0,,10818.01,10816.9,
2026.05.27 06:30:00,entry,82,-1,4486.455,4500.38,4444.68,fixed_3R|risk=125.3200|volume=0.0900|PD=2026.05.27 00:00:00|PW=2026.05.24 00:00:00,0.40510000000000934,0.0,0.0,0.0,0.0,0.0,,11165.46,11164.8,
2026.05.28 00:00:00,entry,84,-1,4447.316,4454.87,4424.654,fixed_3R|risk=120.8600|volume=0.1600|PD=2026.05.28 00:00:00|PW=2026.05.24 00:00:00,0.2767571428571468,0.0,0.0,0.0,0.0,0.0,,11541.07,11539.89,
2026.05.28 01:15:00,entry,86,-1,4438.373,4459.963,4373.603,fixed_3R|risk=129.5400|volume=0.0600|PD=2026.05.28 00:00:00|PW=2026.05.24 00:00:00,0.3912500000000072,0.0,0.0,0.0,0.0,0.0,,11419.1,11418.66,
2026.05.28 11:00:00,entry,88,-1,4382.963,4403.736,4320.644,fixed_3R|risk=124.6400|volume=0.0600|PD=2026.05.28 00:00:00|PW=2026.05.24 00:00:00,0.449549999999996,0.0,0.0,0.0,0.0,0.0,,11807.45,11807.09,
2026.05.28 23:45:00,entry,90,-1,4490.185,4528.573,4375.021,fixed_3R|risk=153.5500|volume=0.0400|PD=2026.05.28 00:00:00|PW=2026.05.24 00:00:00,0.2143500000000001,0.0,0.0,0.0,0.0,0.0,,11682.16,11681.86,
2026.06.02 12:45:00,entry,92,-1,4525.051,4534.996,4495.216,fixed_3R|risk=119.3400|volume=0.1200|PD=2026.06.02 00:00:00|PW=2026.05.31 00:00:00,0.3080250000000011,0.0,0.0,0.0,0.0,0.0,,11527.74,11526.85,
