time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2026.03.05 13:45:00,entry,2,1,5131.546,5080.125,5143.504,aoi_target|risk=102.8400|volume=0.0200|PD=2026.03.05 00:00:00|PW=2026.03.01 00:00:00,0.721860714285718,0.0,0.0,0.0,0.0,0.0,,9999.89,9999.66,PD.VAL=5130.980;PW.VAL=5143.504;PD.POC=5163.068;PD.VAH=5176.373;PW.POC=5186.045;PW.VAH=5202.181
2026.04.06 00:30:00,entry,40,-1,4603.299,4631.935,4514.14,aoi_target|risk=114.5400|volume=0.0400|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,1.018250000000002,0.0,0.0,0.0,0.0,0.0,,9522.0,9521.72,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 02:45:00,entry,42,-1,4651.391,4674.247,4632.719,aoi_target|risk=114.2800|volume=0.0500|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.9661785714285771,0.0,0.0,0.0,0.0,0.0,,9407.04,9406.69,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 10:00:00,entry,44,-1,4693.83,4708.231,4666.23,aoi_target|risk=100.8100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5923535714285728,0.0,0.0,0.0,0.0,0.0,,9500.55,9500.05,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 12:30:00,entry,46,-1,4666.297,4687.904,4666.23,aoi_target|risk=108.0300|volume=0.0500|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.48446428571429423,0.0,0.0,0.0,0.0,0.0,,9693.98,9693.63,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 13:30:00,entry,48,-1,4668.978,4679.019,4666.23,aoi_target|risk=100.4100|volume=0.1000|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5382892857142939,0.0,0.0,0.0,0.0,0.0,,9693.84,9692.69,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 13:45:00,entry,50,-1,4665.893,4680.535,4652.131,aoi_target|risk=102.5000|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5631678571428632,0.0,0.0,0.0,0.0,0.0,,9721.21,9720.4,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 15:15:00,entry,52,-1,4662.505,4690.421,4652.131,aoi_target|risk=111.6600|volume=0.0400|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.8247071428571449,0.0,0.0,0.0,0.0,0.0,,9618.12,9617.84,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 17:15:00,entry,54,-1,4653.908,4668.767,4652.131,aoi_target|risk=104.0100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.7779892857142874,0.0,0.0,0.0,0.0,0.0,,9659.32,9658.83,PW.VAL=4514.140;PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131;PW.POC=4666.230;PW.VAH=4704.999
2026.04.09 12:15:00,entry,56,-1,4742.777,4760.999,4704.999,aoi_target|risk=109.3300|volume=0.0600|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.4227500000000062,0.0,0.0,0.0,0.0,0.0,,9671.54,9671.11,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.09 16:15:00,entry,58,-1,4788.398,4802.976,4753.925,aoi_target|risk=102.0400|volume=0.0700|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.7479607142857114,0.0,0.0,0.0,0.0,0.0,,9561.0,9560.51,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.10 01:15:00,entry,60,-1,4760.54,4768.257,4722.69,aoi_target|risk=100.3200|volume=0.1300|PD=2026.04.10 00:00:00|PW=2026.04.05 00:00:00,0.388292857142853,0.0,0.0,0.0,0.0,0.0,,9801.96,9801.04,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4722.690;PD.POC=4768.437;PD.VAH=4801.342
2026.04.10 02:00:00,entry,62,-1,4764.809,4778.394,4722.69,aoi_target|risk=108.6800|volume=0.0800|PD=2026.04.10 00:00:00|PW=2026.04.05 00:00:00,0.42350714285713753,0.0,0.0,0.0,0.0,0.0,,9700.34,9699.77,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999;PD.VAL=4722.690;PD.POC=4768.437;PD.VAH=4801.342
2026.04.14 01:00:00,entry,64,-1,4769.791,4776.751,4769.212,aoi_target|risk=97.4400|volume=0.1400|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3579928571428517,0.0,0.0,0.0,0.0,0.0,,9589.35,9588.55,PW.VAL=4624.753;PW.POC=4658.862;PD.VAL=4709.020;PD.POC=4720.905;PD.VAH=4735.960;PW.VAH=4769.212
2026.04.14 05:45:00,entry,66,-1,4761.209,4768.981,4735.96,aoi_target|risk=101.0300|volume=0.1300|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3162142857142726,0.0,0.0,0.0,0.0,0.0,,9597.57,9596.65,PW.VAL=4624.753;PW.POC=4658.862;PD.VAL=4709.020;PD.POC=4720.905;PD.VAH=4735.960;PW.VAH=4769.212
2026.04.16 14:00:00,entry,68,-1,4794.764,4825.196,4792.86,aoi_target|risk=121.7200|volume=0.0400|PD=2026.04.16 00:00:00|PW=2026.04.12 00:00:00,0.4602142857142975,0.0,0.0,0.0,0.0,0.0,,9493.22,9492.76,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4792.860;PD.POC=4800.175;PD.VAH=4824.779
2026.04.17 00:15:01,entry,70,-1,4790.05,4797.243,4785.35,aoi_target|risk=100.7000|volume=0.1400|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.223671428571434,0.0,0.0,0.0,0.0,0.0,,9500.1,9498.49,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 01:15:00,entry,72,-1,4778.899,4802.115,4769.212,aoi_target|risk=116.0800|volume=0.0500|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.32441071428571444,0.0,0.0,0.0,0.0,0.0,,9398.17,9397.6,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 01:30:00,entry,74,-1,4769.008,4796.635,4658.862,aoi_target|risk=110.5100|volume=0.0400|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.3766607142857116,0.0,0.0,0.0,0.0,0.0,,9446.44,9446.15,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 03:30:00,entry,76,-1,4794.118,4799.388,4793.019,aoi_target|risk=94.8600|volume=0.1800|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.49471785714285943,0.0,0.0,0.0,0.0,0.0,,9334.78,9333.75,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 06:00:00,entry,78,-1,4794.469,4806.079,4793.019,aoi_target|risk=104.4900|volume=0.0900|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.3038535714285672,0.0,0.0,0.0,0.0,0.0,,9354.2,9353.56,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 06:15:00,entry,80,-1,4787.914,4801.361,4785.35,aoi_target|risk=94.1300|volume=0.0700|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.31166071428570896,0.0,0.0,0.0,0.0,0.0,,9367.23,9366.73,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 06:30:00,entry,82,-1,4783.996,4796.105,4769.212,aoi_target|risk=96.8700|volume=0.0800|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.3038857142857101,0.0,0.0,0.0,0.0,0.0,,9385.48,9384.91,PW.VAL=4624.753;PW.POC=4658.862;PW.VAH=4769.212;PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.21 01:15:00,entry,84,-1,4814.991,4827.058,4793.987,aoi_target|risk=96.5300|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3433642857142916,0.0,0.0,0.0,0.0,0.0,,9287.27,9286.35,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 06:00:00,entry,86,-1,4784.318,4797.648,4759.41,aoi_target|risk=106.6400|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3325749999999971,0.0,0.0,0.0,0.0,0.0,,9454.94,9454.37,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 12:15:00,entry,88,-1,4791.405,4799.007,4786.423,aoi_target|risk=98.8200|volume=0.1300|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.33266785714285046,0.0,0.0,0.0,0.0,0.0,,9346.54,9345.62,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 12:30:00,entry,90,-1,4781.271,4798.002,4759.41,aoi_target|risk=100.3800|volume=0.0600|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.35506785714285344,0.0,0.0,0.0,0.0,0.0,,9413.0,9412.31,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.21 15:30:00,entry,92,-1,4742.58,4759.71,4691.19,fallback_3R|risk=102.7800|volume=0.0600|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.8421892857142862,0.0,0.0,0.0,0.0,0.0,,9544.51,9544.17,PW.VAL=4759.410;PD.VAL=4786.423;PW.POC=4792.021;PD.POC=4793.987;PD.VAH=4815.306;PW.VAH=4866.835
2026.04.22 08:15:00,entry,94,-1,4758.008,4765.122,4716.516,aoi_target|risk=99.6000|volume=0.1400|PD=2026.04.22 00:00:00|PW=2026.04.19 00:00:00,0.32803928571428775,0.0,0.0,0.0,0.0,0.0,,9854.31,9853.51,PD.VAL=4716.516;PW.VAL=4759.410;PD.POC=4783.761;PW.POC=4792.021;PD.VAH=4828.168;PW.VAH=4866.835
2026.04.23 01:15:00,entry,96,-1,4736.956,4755.29,4734.24,aoi_target|risk=110.0000|volume=0.0600|PD=2026.04.23 00:00:00|PW=2026.04.19 00:00:00,0.5770964285714236,0.0,0.0,0.0,0.0,0.0,,10438.77,10438.43,PD.VAL=4734.240;PD.POC=4756.798;PW.VAL=4759.410;PD.VAH=4760.239;PW.POC=4792.021;PW.VAH=4866.835
2026.04.23 02:00:00,entry,98,-1,4723.376,4740.195,4672.919,fallback_3R|risk=117.7400|volume=0.0700|PD=2026.04.23 00:00:00|PW=2026.04.19 00:00:00,0.6382285714285639,0.0,0.0,0.0,0.0,0.0,,10454.72,10454.32,PD.VAL=4734.240;PD.POC=4756.798;PW.VAL=4759.410;PD.VAH=4760.239;PW.POC=4792.021;PW.VAH=4866.835
2026.04.23 13:15:00,entry,100,-1,4725.96,4744.532,4670.244,fallback_3R|risk=111.4300|volume=0.0600|PD=2026.04.23 00:00:00|PW=2026.04.19 00:00:00,0.5548821428571338,0.0,0.0,0.0,0.0,0.0,,10331.87,10331.18,PD.VAL=4734.240;PD.POC=4756.798;PW.VAL=4759.410;PD.VAH=4760.239;PW.POC=4792.021;PW.VAH=4866.835
2026.04.24 00:45:00,entry,102,-1,4701.712,4708.744,4690.857,aoi_target|risk=112.5100|volume=0.1600|PD=2026.04.24 00:00:00|PW=2026.04.19 00:00:00,0.3217071428571412,0.0,0.0,0.0,0.0,0.0,,10666.88,10665.74,PD.VAL=4690.857;PD.POC=4702.766;PD.VAH=4728.686;PW.VAL=4759.410;PW.POC=4792.021;PW.VAH=4866.835
2026.04.24 01:45:00,entry,104,-1,4691.029,4712.148,4690.857,aoi_target|risk=105.5900|volume=0.0500|PD=2026.04.24 00:00:00|PW=2026.04.19 00:00:00,0.41633928571428513,0.0,0.0,0.0,0.0,0.0,,10552.41,10552.06,PD.VAL=4690.857;PD.POC=4702.766;PD.VAH=4728.686;PW.VAL=4759.410;PW.POC=4792.021;PW.VAH=4866.835
2026.04.24 02:45:00,entry,106,-1,4683.264,4697.307,4641.135,fallback_3R|risk=112.3500|volume=0.0800|PD=2026.04.24 00:00:00|PW=2026.04.19 00:00:00,0.5032142857142909,0.0,0.0,0.0,0.0,0.0,,10552.88,10552.31,PD.VAL=4690.857;PD.POC=4702.766;PD.VAH=4728.686;PW.VAL=4759.410;PW.POC=4792.021;PW.VAH=4866.835
2026.04.24 09:30:00,entry,108,-1,4683.209,4697.709,4639.709,fallback_3R|risk=116.0000|volume=0.0800|PD=2026.04.24 00:00:00|PW=2026.04.19 00:00:00,0.41020357142857783,0.0,0.0,0.0,0.0,0.0,,10439.73,10439.16,PD.VAL=4690.857;PD.POC=4702.766;PD.VAH=4728.686;PW.VAL=4759.410;PW.POC=4792.021;PW.VAH=4866.835
2026.04.26 22:15:00,entry,110,-1,4685.423,4710.149,4611.245,fallback_3R|risk=123.6300|volume=0.0500|PD=2026.04.26 00:00:00|PW=2026.04.19 00:00:00,0.3579535714285807,0.0,0.0,0.0,0.0,0.0,,10322.47,10321.9,PD.VAL=4688.724;PD.POC=4725.575;PD.VAH=4733.980;PW.VAL=4759.410;PW.POC=4792.021;PW.VAH=4866.835
2026.04.28 02:00:00,entry,112,-1,4670.951,4692.136,4607.396,fallback_3R|risk=105.9200|volume=0.0500|PD=2026.04.28 00:00:00|PW=2026.04.26 00:00:00,0.2844785714285731,0.0,0.0,0.0,0.0,0.0,,10197.86,10197.51,PD.VAL=4671.061;PW.VAL=4671.402;PD.POC=4678.455;PW.POC=4705.679;PD.VAH=4708.526;PW.VAH=4770.118
2026.04.29 01:30:00,entry,114,-1,4580.447,4601.51,4557.119,aoi_target|risk=105.3100|volume=0.0500|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.3737571428571528,0.0,0.0,0.0,0.0,0.0,,10515.85,10515.57,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.29 02:45:00,entry,116,-1,4597.11,4605.39,4594.941,aoi_target|risk=107.6400|volume=0.1300|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.49737500000001095,0.0,0.0,0.0,0.0,0.0,,10409.29,10408.37,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.29 03:00:00,entry,118,-1,4593.663,4603.193,4557.119,aoi_target|risk=104.8300|volume=0.1100|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.5204785714285792,0.0,0.0,0.0,0.0,0.0,,10437.67,10436.89,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.29 06:15:00,entry,120,-1,4588.762,4604.27,4557.119,aoi_target|risk=108.5600|volume=0.0700|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.35904999999999876,0.0,0.0,0.0,0.0,0.0,,10332.31,10331.81,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.29 10:00:00,entry,122,-1,4555.772,4570.742,4510.862,fallback_3R|risk=119.7600|volume=0.0800|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.4539214285714252,0.0,0.0,0.0,0.0,0.0,,10553.78,10553.33,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.29 12:45:00,entry,124,-1,4557.831,4570.035,4557.119,aoi_target|risk=109.8400|volume=0.0900|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.4530892857142784,0.0,0.0,0.0,0.0,0.0,,10432.64,10432.0,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.29 13:30:00,entry,126,-1,4537.714,4561.267,4467.055,fallback_3R|risk=117.7700|volume=0.0500|PD=2026.04.29 00:00:00|PW=2026.04.26 00:00:00,0.48102499999999637,0.0,0.0,0.0,0.0,0.0,,10439.29,10438.93,PD.VAL=4557.119;PD.POC=4594.941;PD.VAH=4628.178;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.04.30 01:15:00,entry,128,-1,4568.671,4574.932,4545.482,aoi_target|risk=106.4300|volume=0.1700|PD=2026.04.30 00:00:00|PW=2026.04.26 00:00:00,0.30819642857143537,0.0,0.0,0.0,0.0,0.0,,10319.55,10318.58,PD.VAL=4521.194;PD.POC=4545.482;PD.VAH=4574.470;PW.VAL=4671.402;PW.POC=4705.679;PW.VAH=4770.118
2026.05.04 15:30:00,entry,130,-1,4537.847,4568.015,4447.111,fallback_3R|risk=120.6700|volume=0.0400|PD=2026.05.04 00:00:00|PW=2026.05.03 00:00:00,0.777332142857147,0.0,0.0,0.0,0.0,0.0,,10211.81,10211.52,PW.VAL=4544.599;PD.VAL=4612.363;PD.POC=4613.360;PW.POC=4618.502;PD.VAH=4622.048;PW.VAH=4644.282
2026.05.06 01:15:00,entry,132,-1,4611.67,4624.094,4575.318,aoi_target|risk=111.8200|volume=0.0900|PD=2026.05.06 00:00:00|PW=2026.05.03 00:00:00,0.5574607142857205,0.0,0.0,0.0,0.0,0.0,,10089.47,10088.8,PD.VAL=4535.414;PW.VAL=4544.599;PD.POC=4556.653;PD.VAH=4575.318;PW.POC=4618.502;PW.VAH=4644.282
2026.05.20 00:00:00,entry,134,-1,4489.513,4497.16,4466.572,fallback_3R|risk=107.0600|volume=0.1400|PD=2026.05.20 00:00:00|PW=2026.05.17 00:00:00,0.29356071428571795,0.0,0.0,0.0,0.0,0.0,,9976.59,9975.55,PD.VAL=4497.676;PD.POC=4541.598;PD.VAH=4587.473;PW.VAL=4646.628;PW.POC=4697.874;PW.VAH=4740.920
2026.05.20 01:15:00,entry,136,-1,4492.822,4510.196,4440.7,fallback_3R|risk=104.2500|volume=0.0600|PD=2026.05.20 00:00:00|PW=2026.05.17 00:00:00,0.44069642857142366,0.0,0.0,0.0,0.0,0.0,,9868.07,9867.62,PD.VAL=4497.676;PD.POC=4541.598;PD.VAH=4587.473;PW.VAL=4646.628;PW.POC=4697.874;PW.VAH=4740.920
