time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2026.03.05 13:45:00,entry,2,1,5131.546,5080.125,5163.068,aoi_target|risk=102.8400|volume=0.0200|PD=2026.03.05 00:00:00|PW=2026.03.01 00:00:00,0.721860714285718,0.0,0.0,0.0,0.0,0.0,,9999.89,9999.66,PD.VAL=5130.980;PD.POC=5163.068;PD.VAH=5176.373
2026.03.10 02:00:00,entry,4,1,5184.348,5151.291,5283.519,fallback_3R|risk=99.1700|volume=0.0300|PD=2026.03.10 00:00:00|PW=2026.03.08 00:00:00,0.7586357142857163,0.0,0.0,0.0,0.0,0.0,,9896.32,9895.98,PD.VAL=5063.213;PD.POC=5093.066;PD.VAH=5118.496
2026.03.11 14:00:00,entry,6,1,5176.746,5147.557,5177.151,aoi_target|risk=116.7500|volume=0.0400|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.7237857142857074,0.0,0.0,0.0,0.0,0.0,,9795.21,9794.75,PD.VAL=5160.217;PD.POC=5177.151;PD.VAH=5210.128
2026.03.11 14:15:00,entry,8,1,5190.315,5147.549,5210.128,aoi_target|risk=128.3000|volume=0.0300|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.7269535714285666,0.0,0.0,0.0,0.0,0.0,,9797.76,9797.41,PD.VAL=5160.217;PD.POC=5177.151;PD.VAH=5210.128
2026.03.23 00:15:00,entry,10,-1,4436.906,4496.937,4256.813,fallback_3R|risk=120.0600|volume=0.0200|PD=2026.03.23 00:00:00|PW=2026.03.22 00:00:00,1.2908500000000005,0.0,0.0,0.0,0.0,0.0,,9668.98,9668.84,PD.VAL=4471.205;PD.POC=4489.532;PD.VAH=4514.646
2026.03.24 01:45:00,entry,12,-1,4321.438,4373.065,4318.643,aoi_target|risk=103.2500|volume=0.0200|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.62964642857143,0.0,0.0,0.0,0.0,0.0,,10029.08,10028.85,PD.VAL=4318.643;PD.POC=4406.064;PD.VAH=4487.010
2026.03.24 02:15:00,entry,14,-1,4312.036,4341.078,4224.91,fallback_3R|risk=116.1700|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.671153571428574,0.0,0.0,0.0,0.0,0.0,,10034.5,10034.03,PD.VAL=4318.643;PD.POC=4406.064;PD.VAH=4487.010
2026.03.24 12:00:00,entry,16,-1,4407.856,4434.433,4406.064,aoi_target|risk=106.3100|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.1161321428571487,0.0,0.0,0.0,0.0,0.0,,9914.2,9913.73,PD.VAL=4318.643;PD.POC=4406.064;PD.VAH=4487.010
2026.03.24 12:45:00,entry,18,-1,4369.941,4430.645,4318.643,aoi_target|risk=121.4100|volume=0.0200|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.2661964285714378,0.0,0.0,0.0,0.0,0.0,,9921.42,9921.18,PD.VAL=4318.643;PD.POC=4406.064;PD.VAH=4487.010
2026.03.24 15:15:00,entry,20,-1,4411.577,4437.089,4406.064,aoi_target|risk=102.0500|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.3782285714285796,0.0,0.0,0.0,0.0,0.0,,9799.7,9799.23,PD.VAL=4318.643;PD.POC=4406.064;PD.VAH=4487.010
2026.03.24 17:15:00,entry,22,-1,4397.671,4430.403,4318.643,aoi_target|risk=130.9300|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.0995428571428647,0.0,0.0,0.0,0.0,0.0,,9821.57,9821.1,PD.VAL=4318.643;PD.POC=4406.064;PD.VAH=4487.010
2026.03.27 03:15:00,entry,24,-1,4429.715,4442.484,4387.367,aoi_target|risk=102.1500|volume=0.0800|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.707789285714294,0.0,0.0,0.0,0.0,0.0,,9690.01,9689.44,PD.VAL=4387.367;PD.POC=4443.336;PD.VAH=4472.077
2026.03.27 06:00:00,entry,26,-1,4454.679,4476.723,4443.336,aoi_target|risk=110.2200|volume=0.0500|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.5636928571428566,0.0,0.0,0.0,0.0,0.0,,9587.28,9586.93,PD.VAL=4387.367;PD.POC=4443.336;PD.VAH=4472.077
2026.03.27 08:30:00,entry,28,-1,4434.056,4452.522,4387.367,aoi_target|risk=110.7900|volume=0.0600|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.6505892857142791,0.0,0.0,0.0,0.0,0.0,,9643.84,9643.42,PD.VAL=4387.367;PD.POC=4443.336;PD.VAH=4472.077
2026.03.27 14:30:00,entry,30,-1,4455.26,4471.933,4443.336,aoi_target|risk=100.0400|volume=0.0600|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.8194000000000026,0.0,0.0,0.0,0.0,0.0,,9532.26,9531.83,PD.VAL=4387.367;PD.POC=4443.336;PD.VAH=4472.077
2026.04.05 22:15:00,entry,32,-1,4630.573,4678.549,4607.537,aoi_target|risk=95.9500|volume=0.0200|PD=2026.04.05 00:00:00|PW=2026.03.29 00:00:00,0.6767785714285798,0.0,0.0,0.0,0.0,0.0,,9430.58,9430.2,PD.VAL=4607.537;PD.POC=4666.860;PD.VAH=4703.220
2026.04.06 00:30:00,entry,34,-1,4603.299,4631.935,4517.391,fallback_3R|risk=114.5400|volume=0.0400|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,1.018250000000002,0.0,0.0,0.0,0.0,0.0,,9476.77,9476.49,PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131
2026.04.06 02:45:00,entry,36,-1,4651.391,4674.247,4632.719,aoi_target|risk=114.2800|volume=0.0500|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.9661785714285771,0.0,0.0,0.0,0.0,0.0,,9361.81,9361.46,PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131
2026.04.06 10:00:00,entry,38,-1,4693.83,4708.231,4652.131,aoi_target|risk=100.8100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5923535714285728,0.0,0.0,0.0,0.0,0.0,,9455.32,9454.82,PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131
2026.04.06 17:15:00,entry,40,-1,4653.908,4668.767,4652.131,aoi_target|risk=104.0100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.7779892857142874,0.0,0.0,0.0,0.0,0.0,,9746.99,9746.5,PD.VAL=4616.918;PD.POC=4632.719;PD.VAH=4652.131
2026.04.09 12:15:00,entry,42,-1,4742.777,4760.999,4688.111,fallback_3R|risk=109.3300|volume=0.0600|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.4227500000000062,0.0,0.0,0.0,0.0,0.0,,9759.21,9758.78,PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.09 16:15:00,entry,44,-1,4788.398,4802.976,4753.925,aoi_target|risk=102.0400|volume=0.0700|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.7479607142857114,0.0,0.0,0.0,0.0,0.0,,9648.67,9648.18,PD.VAL=4753.925;PD.POC=4799.544;PD.VAH=4840.231
2026.04.10 01:15:00,entry,46,-1,4760.54,4768.257,4722.69,aoi_target|risk=100.3200|volume=0.1300|PD=2026.04.10 00:00:00|PW=2026.04.05 00:00:00,0.388292857142853,0.0,0.0,0.0,0.0,0.0,,9889.63,9888.71,PD.VAL=4722.690;PD.POC=4768.437;PD.VAH=4801.342
2026.04.10 02:00:00,entry,48,-1,4764.809,4778.394,4722.69,aoi_target|risk=108.6800|volume=0.0800|PD=2026.04.10 00:00:00|PW=2026.04.05 00:00:00,0.42350714285713753,0.0,0.0,0.0,0.0,0.0,,9788.01,9787.44,PD.VAL=4722.690;PD.POC=4768.437;PD.VAH=4801.342
2026.04.14 01:00:00,entry,50,-1,4769.791,4776.751,4735.96,aoi_target|risk=97.4400|volume=0.1400|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3579928571428517,0.0,0.0,0.0,0.0,0.0,,9677.02,9676.22,PD.VAL=4709.020;PD.POC=4720.905;PD.VAH=4735.960
2026.04.14 05:45:00,entry,52,-1,4761.209,4768.981,4735.96,aoi_target|risk=101.0300|volume=0.1300|PD=2026.04.14 00:00:00|PW=2026.04.12 00:00:00,0.3162142857142726,0.0,0.0,0.0,0.0,0.0,,9575.51,9574.59,PD.VAL=4709.020;PD.POC=4720.905;PD.VAH=4735.960
2026.04.16 14:00:00,entry,54,-1,4794.764,4825.196,4792.86,aoi_target|risk=121.7200|volume=0.0400|PD=2026.04.16 00:00:00|PW=2026.04.12 00:00:00,0.4602142857142975,0.0,0.0,0.0,0.0,0.0,,9471.16,9470.7,PD.VAL=4792.860;PD.POC=4800.175;PD.VAH=4824.779
2026.04.17 00:15:01,entry,56,-1,4790.05,4797.243,4785.35,aoi_target|risk=100.7000|volume=0.1400|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.223671428571434,0.0,0.0,0.0,0.0,0.0,,9478.04,9476.43,PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.17 01:15:00,entry,58,-1,4778.899,4802.115,4709.251,fallback_3R|risk=116.0800|volume=0.0500|PD=2026.04.17 00:00:00|PW=2026.04.12 00:00:00,0.32441071428571444,0.0,0.0,0.0,0.0,0.0,,9376.11,9375.54,PD.VAL=4785.350;PD.POC=4793.019;PD.VAH=4820.116
2026.04.21 01:15:00,entry,60,-1,4814.991,4827.058,4793.987,aoi_target|risk=96.5300|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3433642857142916,0.0,0.0,0.0,0.0,0.0,,9259.17,9258.25,PD.VAL=4786.423;PD.POC=4793.987;PD.VAH=4815.306
2026.04.21 06:00:00,entry,62,-1,4784.318,4797.648,4744.328,fallback_3R|risk=106.6400|volume=0.0800|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.3325749999999971,0.0,0.0,0.0,0.0,0.0,,9426.84,9426.27,PD.VAL=4786.423;PD.POC=4793.987;PD.VAH=4815.306
2026.04.21 12:15:00,entry,64,-1,4791.405,4799.007,4786.423,aoi_target|risk=98.8200|volume=0.1300|PD=2026.04.21 00:00:00|PW=2026.04.19 00:00:00,0.33266785714285046,0.0,0.0,0.0,0.0,0.0,,9318.44,9317.52,PD.VAL=4786.423;PD.POC=4793.987;PD.VAH=4815.306
