time,event,position_id,dir,entry,sl,tp,note,buffer,broken,previous,close1,close2,old_sl,closed_bar,balance,equity,ladder
2026.03.05 13:45:00,entry,2,1,5131.546,5080.125,5143.504,aoi_target|risk=102.8400|volume=0.0200|PD=2026.03.05 00:00:00|PW=2026.03.01 00:00:00,0.721860714285718,0.0,0.0,0.0,0.0,0.0,,9999.89,9999.66,PW.VAL=5143.504;PW.POC=5186.045;PW.VAH=5202.181
2026.03.10 02:00:00,entry,4,1,5184.348,5151.291,5214.224,aoi_target|risk=99.1700|volume=0.0300|PD=2026.03.10 00:00:00|PW=2026.03.08 00:00:00,0.7586357142857163,0.0,0.0,0.0,0.0,0.0,,9896.32,9895.98,PW.VAL=5022.372;PW.POC=5164.607;PW.VAH=5214.224
2026.03.10 20:00:00,entry,6,1,5198.924,5122.779,5214.224,aoi_target|risk=152.2900|volume=0.0200|PD=2026.03.10 00:00:00|PW=2026.03.08 00:00:00,0.7443785714285696,0.0,0.0,0.0,0.0,0.0,,9986.3,9986.1,PW.VAL=5022.372;PW.POC=5164.607;PW.VAH=5214.224
2026.03.11 01:15:00,entry,8,1,5215.689,5210.034,5232.654,fallback_3R|risk=101.7900|volume=0.1800|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.49891785714286085,0.0,0.0,0.0,0.0,0.0,,10014.91,10012.84,PW.VAL=5022.372;PW.POC=5164.607;PW.VAH=5214.224
2026.03.11 02:45:00,entry,10,1,5208.072,5199.203,5214.224,aoi_target|risk=106.4200|volume=0.1200|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.5157928571428654,0.0,0.0,0.0,0.0,0.0,,9912.37,9910.99,PW.VAL=5022.372;PW.POC=5164.607;PW.VAH=5214.224
2026.03.11 08:00:00,entry,12,1,5195.739,5165.925,5214.224,aoi_target|risk=119.2600|volume=0.0400|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.4192857142857098,0.0,0.0,0.0,0.0,0.0,,9986.55,9986.16,PW.VAL=5022.372;PW.POC=5164.607;PW.VAH=5214.224
2026.03.11 13:15:00,entry,14,1,5177.925,5160.658,5214.224,aoi_target|risk=103.6000|volume=0.0600|PD=2026.03.11 00:00:00|PW=2026.03.08 00:00:00,0.6197999999999964,0.0,0.0,0.0,0.0,0.0,,9866.91,9866.22,PW.VAL=5022.372;PW.POC=5164.607;PW.VAH=5214.224
2026.03.23 00:15:00,entry,16,-1,4436.906,4496.937,4256.813,fallback_3R|risk=120.0600|volume=0.0200|PD=2026.03.23 00:00:00|PW=2026.03.22 00:00:00,1.2908500000000005,0.0,0.0,0.0,0.0,0.0,,9762.57,9762.43,PW.VAL=4601.302;PW.POC=5004.716;PW.VAH=5044.614
2026.03.24 01:45:00,entry,18,-1,4321.438,4373.065,4166.557,fallback_3R|risk=103.2500|volume=0.0200|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.62964642857143,0.0,0.0,0.0,0.0,0.0,,10122.67,10122.44,PW.VAL=4601.302;PW.POC=5004.716;PW.VAH=5044.614
2026.03.24 12:00:00,entry,20,-1,4407.856,4434.433,4328.125,fallback_3R|risk=106.3100|volume=0.0400|PD=2026.03.24 00:00:00|PW=2026.03.22 00:00:00,1.1161321428571487,0.0,0.0,0.0,0.0,0.0,,10019.11,10018.64,PW.VAL=4601.302;PW.POC=5004.716;PW.VAH=5044.614
2026.03.27 03:15:00,entry,22,-1,4429.715,4442.484,4391.408,fallback_3R|risk=102.1500|volume=0.0800|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.707789285714294,0.0,0.0,0.0,0.0,0.0,,9912.12,9911.55,PW.VAL=4601.302;PW.POC=5004.716;PW.VAH=5044.614
2026.03.27 06:00:00,entry,24,-1,4454.679,4476.723,4388.547,fallback_3R|risk=110.2200|volume=0.0500|PD=2026.03.27 00:00:00|PW=2026.03.22 00:00:00,0.5636928571428566,0.0,0.0,0.0,0.0,0.0,,9809.39,9809.04,PW.VAL=4601.302;PW.POC=5004.716;PW.VAH=5044.614
2026.04.05 22:15:00,entry,26,-1,4630.573,4678.549,4508.076,aoi_target|risk=143.9300|volume=0.0300|PD=2026.04.05 00:00:00|PW=2026.03.29 00:00:00,0.6767785714285798,0.0,0.0,0.0,0.0,0.0,,9698.66,9698.08,PW.VAL=4334.781;PW.POC=4417.490;PW.VAH=4508.076
2026.04.06 10:00:00,entry,28,-1,4693.83,4708.231,4666.23,aoi_target|risk=100.8100|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5923535714285728,0.0,0.0,0.0,0.0,0.0,,9554.25,9553.75,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 12:30:00,entry,30,-1,4666.297,4687.904,4666.23,aoi_target|risk=108.0300|volume=0.0500|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.48446428571429423,0.0,0.0,0.0,0.0,0.0,,9747.68,9747.33,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 13:30:00,entry,32,-1,4668.978,4679.019,4666.23,aoi_target|risk=100.4100|volume=0.1000|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5382892857142939,0.0,0.0,0.0,0.0,0.0,,9747.54,9746.39,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 13:45:00,entry,34,-1,4665.893,4680.535,4514.14,aoi_target|risk=102.5000|volume=0.0700|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.5631678571428632,0.0,0.0,0.0,0.0,0.0,,9774.91,9774.1,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
2026.04.06 15:15:00,entry,36,-1,4662.505,4690.421,4514.14,aoi_target|risk=111.6600|volume=0.0400|PD=2026.04.06 00:00:00|PW=2026.04.05 00:00:00,0.8247071428571449,0.0,0.0,0.0,0.0,0.0,,9671.82,9671.54,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
2026.04.09 12:15:00,entry,38,-1,4742.777,4760.999,4704.999,aoi_target|risk=109.3300|volume=0.0600|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.4227500000000062,0.0,0.0,0.0,0.0,0.0,,9559.72,9559.29,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
2026.04.09 16:15:00,entry,40,-1,4788.398,4802.976,4704.999,aoi_target|risk=102.0400|volume=0.0700|PD=2026.04.09 00:00:00|PW=2026.04.05 00:00:00,0.7479607142857114,0.0,0.0,0.0,0.0,0.0,,9449.18,9448.69,PW.VAL=4514.140;PW.POC=4666.230;PW.VAH=4704.999
