deal,time,time_msc,symbol,position_id,type,entry,reason,volume,price,profit,commission,swap,fee,comment
1,2026.03.05 00:00:00,1772668800000,,0,2,0,0,0.0,0.0,10000.0,0.0,0.0,0.0,
2,2026.03.05 13:45:00,1772718300040,XAUUSD,2,0,0,3,0.02,5131.546,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
3,2026.03.05 15:08:39,1772723319213,XAUUSD,2,1,1,4,0.02,5079.844,-103.4,0.0,0.0,0.0,sl 5080.125
4,2026.03.10 02:00:00,1773108000259,XAUUSD,4,0,0,3,0.03,5184.348,0.0,-0.17,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
5,2026.03.10 18:19:33,1773166773551,XAUUSD,4,1,1,4,0.03,5163.798,-61.65,0.0,0.0,0.0,sl 5163.848
6,2026.03.10 20:00:00,1773172800093,XAUUSD,6,0,0,3,0.02,5198.924,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
7,2026.03.11 13:01:06,1773234066695,XAUUSD,6,1,1,4,0.02,5163.759,-70.33,0.0,-1.07,0.0,sl 5163.862
8,2026.03.11 13:15:00,1773234900214,XAUUSD,8,0,0,3,0.06,5177.925,0.0,-0.33,0.0,0.0,Safe LTA EM1-DoubleWick Demand(
9,2026.03.11 13:45:47,1773236747083,XAUUSD,8,1,1,4,0.06,5160.554,-104.23,0.0,0.0,0.0,sl 5160.658
10,2026.03.23 00:15:00,1774224900105,XAUUSD,10,1,0,3,0.02,4436.906,0.0,-0.11,0.0,0.0,Safe LTA EM4-Continuation PD-VA
11,2026.03.23 14:23:14,1774275794918,XAUUSD,10,0,1,4,0.02,4496.972,-120.13,0.0,0.0,0.0,sl 4496.937
12,2026.03.24 01:45:00,1774316700004,XAUUSD,12,1,0,3,0.02,4321.438,0.0,-0.11,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
13,2026.03.24 02:36:12,1774319772790,XAUUSD,12,0,1,4,0.02,4373.112,-103.34,0.0,0.0,0.0,sl 4373.065
14,2026.03.24 12:00:00,1774353600080,XAUUSD,14,1,0,3,0.04,4407.856,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
15,2026.03.24 20:23:44,1774383824596,XAUUSD,14,0,1,4,0.04,4434.492,-106.55,0.0,0.0,0.0,sl 4434.433
16,2026.03.27 03:15:00,1774581300003,XAUUSD,16,1,0,3,0.08,4429.715,0.0,-0.44,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
17,2026.03.27 03:39:55,1774582795172,XAUUSD,16,0,1,4,0.08,4442.521,-102.45,0.0,0.0,0.0,sl 4442.484
18,2026.03.27 06:00:00,1774591200093,XAUUSD,18,1,0,3,0.05,4454.679,0.0,-0.28,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAH 
19,2026.03.27 14:47:39,1774622859809,XAUUSD,18,0,1,4,0.05,4472.702,-90.11,0.0,0.0,0.0,sl 4472.641
20,2026.04.05 22:15:00,1775427300145,XAUUSD,20,1,0,3,0.02,4630.573,0.0,-0.11,0.0,0.0,Safe LTA EM4-Continuation PD-PO
21,2026.04.06 02:20:29,1775442029448,XAUUSD,20,0,1,4,0.02,4667.556,-73.96,0.0,0.0,0.0,sl 4667.537
22,2026.04.06 02:45:00,1775443500918,XAUUSD,22,1,0,3,0.04,4651.391,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick PW-POC 
23,2026.04.06 04:50:18,1775451018931,XAUUSD,22,0,1,4,0.04,4653.113,-6.89,0.0,0.0,0.0,sl 4653.098
24,2026.04.09 12:15:00,1775736900565,XAUUSD,24,1,0,3,0.05,4742.777,0.0,-0.28,0.0,0.0,Safe LTA EM4-Continuation PD-VA
25,2026.04.09 13:35:10,1775741710382,XAUUSD,24,0,1,4,0.05,4761.135,-91.79,0.0,0.0,0.0,sl 4760.999
26,2026.04.09 16:15:00,1775751300063,XAUUSD,26,1,0,3,0.07,4788.398,0.0,-0.39,0.0,0.0,Safe LTA EM1-DoubleWick PD-POC 
27,2026.04.13 01:01:23,1776042083160,XAUUSD,26,0,1,4,0.07,4705.765,578.43,0.0,0.0,0.0,sl 4705.747
28,2026.04.14 01:00:00,1776128400168,XAUUSD,28,1,0,3,0.14,4769.791,0.0,-0.77,0.0,0.0,Safe LTA EM1-DoubleWick PW-VAH 
29,2026.04.14 01:09:18,1776128958468,XAUUSD,28,0,1,4,0.14,4776.99,-100.79,0.0,0.0,0.0,sl 4776.751
30,2026.04.14 05:45:00,1776145500120,XAUUSD,30,1,0,3,0.13,4761.209,0.0,-0.72,0.0,0.0,Safe LTA EM1-DoubleWick PW-VAH 
31,2026.04.14 06:07:49,1776146869742,XAUUSD,30,0,1,4,0.13,4769.219,-104.13,0.0,0.0,0.0,sl 4768.981
32,2026.04.16 14:00:00,1776348000078,XAUUSD,32,1,0,3,0.04,4794.764,0.0,-0.22,0.0,0.0,Safe LTA EM1-DoubleWick PD-VAL 
33,2026.04.16 15:04:50,1776351890160,XAUUSD,32,0,1,4,0.04,4800.967,-24.81,0.0,0.0,0.0,sl 4800.636
34,2026.04.17 00:15:01,1776384901084,XAUUSD,34,1,0,3,0.13,4790.05,0.0,-0.72,0.0,0.0,Safe LTA EM4-Continuation PD-PO
